Complexity metrics,Qua, 13 dez 2017 15:31:40 BRST
"freemind.main.FreeMindStarter.main(String[])",1,3,4
"freemind.main.FreeMindStarter.readDefaultPreferences()",1,2,2
"freemind.main.FreeMindStarter.readUsersPreferences(Properties)",1,2,2
"freemind.main.FreeMindStarter.setDefaultLocale(Properties)",3,2,5
"freemind.main.HtmlTools.HtmlNodeVisitor.HtmlNodeVisitor(MindMapNode,NodeCreator)",1,1,1
"freemind.main.HtmlTools.HtmlNodeVisitor.backToParent()",1,1,1
"freemind.main.HtmlTools.HtmlNodeVisitor.createChild()",1,3,3
"freemind.main.HtmlTools.HtmlNodeVisitor.head(Node,int)",1,18,19
"freemind.main.HtmlTools.HtmlNodeVisitor.tail(Node,int)",1,4,4
"freemind.main.HtmlTools.HtmlTools()",1,1,1
"freemind.main.HtmlTools.IndexPair.IndexPair(int,int,int,int,boolean)",1,1,1
"freemind.main.HtmlTools.IndexPair.toString()",1,1,1
"freemind.main.HtmlTools.append(StringBuffer,String,int,int)",1,1,1
"freemind.main.HtmlTools.extractHtmlBody(String)",1,5,5
"freemind.main.HtmlTools.getInstance()",1,1,1
"freemind.main.HtmlTools.getMaximalOriginalPosition(int,ArrayList<IndexPair>)",4,2,4
"freemind.main.HtmlTools.getMinimalOriginalPosition(int,ArrayList<IndexPair>)",3,1,4
"freemind.main.HtmlTools.getReplaceResult(Pattern,String,String)",1,7,7
"freemind.main.HtmlTools.htmlToPlain(String)",1,1,1
"freemind.main.HtmlTools.htmlToPlain(String,boolean)",2,2,3
"freemind.main.HtmlTools.insertHtmlIntoNodes(String,MindMapNode,NodeCreator)",1,1,1
"freemind.main.HtmlTools.isHtmlNode(String)",1,1,1
"freemind.main.HtmlTools.isWellformedXml(String)",1,3,3
"freemind.main.HtmlTools.isXMLValidCharacter(char)",1,1,9
"freemind.main.HtmlTools.makeValidXml(String)",1,1,1
"freemind.main.HtmlTools.plainToHTML(String)",2,7,12
"freemind.main.HtmlTools.removeAllTagsFromString(String)",1,1,1
"freemind.main.HtmlTools.removeHtmlTagsFromString(String)",2,2,2
"freemind.main.HtmlTools.removeInvalidXmlCharacters(String)",1,11,11
"freemind.main.HtmlTools.replaceIllegalXmlCharacters(String)",1,1,1
"freemind.main.HtmlTools.replaceSpacesToNonbreakableSpaces(String)",1,4,4
"freemind.main.HtmlTools.toHtml(String)",1,1,1
"freemind.main.HtmlTools.toXMLEscapedText(String)",2,1,2
"freemind.main.HtmlTools.toXMLEscapedTextExpandingWhitespace(String)",2,7,11
"freemind.main.HtmlTools.toXMLUnescapedText(String)",1,1,1
"freemind.main.HtmlTools.toXhtml(String)",3,4,5
"freemind.main.HtmlTools.unescapeHTMLUnicodeEntity(String)",1,12,12
"freemind.main.HtmlTools.unicodeToHTMLUnicodeEntity(String,boolean)",1,3,8
"freemind.main.LogFileLogHandler.LogFileLogHandler()",1,1,1
"freemind.main.LogFileLogHandler.LogFileLogHandler(LogReceiver)",1,1,1
"freemind.main.LogFileLogHandler.close()",1,1,1
"freemind.main.LogFileLogHandler.flush()",1,1,1
"freemind.main.LogFileLogHandler.getLogReceiver()",1,1,1
"freemind.main.LogFileLogHandler.publish(LogRecord)",3,2,3
"freemind.main.LogFileLogHandler.setLogReceiver(LogReceiver)",1,1,1
"freemind.main.LoggingOutputStream.LoggingOutputStream(Logger,Level)",1,1,1
"freemind.main.LoggingOutputStream.flush()",2,2,3
"freemind.main.Resources.Resources(FreeMindMain)",1,2,2
"freemind.main.Resources.createInstance(FreeMindMain)",1,1,2
"freemind.main.Resources.createThumbnailFileName(File)",1,1,1
"freemind.main.Resources.createTranslatedString(String)",1,1,1
"freemind.main.Resources.format(String,Object[])",1,1,1
"freemind.main.Resources.getBoolProperty(String)",1,1,1
"freemind.main.Resources.getCountryMap()",1,3,3
"freemind.main.Resources.getFreeMindClassLoader()",1,1,1
"freemind.main.Resources.getFreemindBaseDir()",1,1,1
"freemind.main.Resources.getFreemindDirectory()",1,1,1
"freemind.main.Resources.getFreemindVersion()",1,1,1
"freemind.main.Resources.getInstance()",1,2,2
"freemind.main.Resources.getIntProperty(String,int)",1,1,1
"freemind.main.Resources.getLogger(String)",1,1,1
"freemind.main.Resources.getLongProperty(String,long)",1,1,2
"freemind.main.Resources.getProperties()",1,1,1
"freemind.main.Resources.getProperty(String)",1,1,1
"freemind.main.Resources.getResource(String)",1,1,1
"freemind.main.Resources.getResourceString(String)",1,1,1
"freemind.main.Resources.getResourceString(String,String)",1,1,1
"freemind.main.Resources.getResources()",1,1,1
"freemind.main.Resources.getStandardFileChooser(FileFilter)",1,2,3
"freemind.main.Resources.getText(String)",1,1,1
"freemind.main.Resources.logException(Throwable)",1,1,1
"freemind.main.Resources.logException(Throwable,String)",1,1,1
"freemind.main.StdFormatter.StdOutErrLevel.StdOutErrLevel(String,int)",1,1,1
"freemind.main.StdFormatter.format(LogRecord)",2,3,3
"freemind.main.Tools.ActionHolder.ActionHolder(Action)",1,1,1
"freemind.main.Tools.ActionHolder.getText()",1,1,1
"freemind.main.Tools.ActionHolder.setDisplayedMnemonicIndex(int)",1,1,1
"freemind.main.Tools.ActionHolder.setMnemonic(char)",1,1,3
"freemind.main.Tools.ActionHolder.setText(String)",1,1,1
"freemind.main.Tools.BooleanHolder.BooleanHolder()",1,1,1
"freemind.main.Tools.BooleanHolder.BooleanHolder(boolean)",1,1,1
"freemind.main.Tools.BooleanHolder.getValue()",1,1,1
"freemind.main.Tools.BooleanHolder.setValue(boolean)",1,1,1
"freemind.main.Tools.BooleanToXml(boolean)",1,1,2
"freemind.main.Tools.ButtonHolder.ButtonHolder(AbstractButton)",1,1,1
"freemind.main.Tools.ButtonHolder.getText()",1,1,1
"freemind.main.Tools.ButtonHolder.setDisplayedMnemonicIndex(int)",1,1,1
"freemind.main.Tools.ButtonHolder.setMnemonic(char)",1,1,1
"freemind.main.Tools.ButtonHolder.setText(String)",1,1,1
"freemind.main.Tools.DesEncrypter.DesEncrypter(StringBuffer,String)",1,1,1
"freemind.main.Tools.DesEncrypter.decrypt(String)",2,2,6
"freemind.main.Tools.DesEncrypter.encrypt(String)",1,2,5
"freemind.main.Tools.DesEncrypter.init(byte[])",1,2,8
"freemind.main.Tools.FileReaderCreator.FileReaderCreator(File)",1,1,1
"freemind.main.Tools.FileReaderCreator.createReader()",1,1,1
"freemind.main.Tools.FileReaderCreator.toString()",1,1,1
"freemind.main.Tools.IntHolder.IntHolder()",1,1,1
"freemind.main.Tools.IntHolder.IntHolder(int)",1,1,1
"freemind.main.Tools.IntHolder.getValue()",1,1,1
"freemind.main.Tools.IntHolder.increase()",1,1,1
"freemind.main.Tools.IntHolder.setValue(int)",1,1,1
"freemind.main.Tools.IntHolder.toString()",1,1,1
"freemind.main.Tools.MindMapNodePair.MindMapNodePair(MindMapNode,MindMapNode)",1,1,1
"freemind.main.Tools.MindMapNodePair.getCloneNode()",1,1,1
"freemind.main.Tools.MindMapNodePair.getCorresponding()",1,1,1
"freemind.main.Tools.ObjectHolder.ObjectHolder()",1,1,1
"freemind.main.Tools.ObjectHolder.getObject()",1,1,1
"freemind.main.Tools.ObjectHolder.setObject(Object)",1,1,1
"freemind.main.Tools.Pair.Pair(Object,Object)",1,1,1
"freemind.main.Tools.Pair.getFirst()",1,1,1
"freemind.main.Tools.Pair.getSecond()",1,1,1
"freemind.main.Tools.PointToXml(Point)",2,1,2
"freemind.main.Tools.SingleDesEncrypter.SingleDesEncrypter(StringBuffer)",1,1,1
"freemind.main.Tools.StringReaderCreator.StringReaderCreator(String)",1,1,1
"freemind.main.Tools.StringReaderCreator.createReader()",1,1,1
"freemind.main.Tools.StringReaderCreator.toString()",1,1,1
"freemind.main.Tools.TripleDesEncrypter.TripleDesEncrypter(StringBuffer)",1,1,1
"freemind.main.Tools.addEscapeActionToDialog(JDialog)",1,1,1
"freemind.main.Tools.addEscapeActionToDialog(JDialog,Action)",1,1,1
"freemind.main.Tools.addFocusPrintTimer()",1,1,1
"freemind.main.Tools.addKeyActionToDialog(JDialog,Action,String,String)",1,1,1
"freemind.main.Tools.arrayToUrls(String[])",1,3,3
"freemind.main.Tools.byteArrayToUTF8String(byte[])",1,1,2
"freemind.main.Tools.colorToXml(Color)",2,1,5
"freemind.main.Tools.compareText(String,String)",2,5,7
"freemind.main.Tools.compress(String)",1,2,3
"freemind.main.Tools.convertPointFromAncestor(Component,Point,Component)",1,2,2
"freemind.main.Tools.convertPointToAncestor(Component,Point,Class<?>)",1,1,1
"freemind.main.Tools.convertPointToAncestor(Component,Point,Component)",1,2,2
"freemind.main.Tools.copyChangedProperties(Properties,Properties)",1,3,3
"freemind.main.Tools.copyStream(InputStream,OutputStream,boolean)",1,3,3
"freemind.main.Tools.correctJSplitPaneKeyMap()",1,1,1
"freemind.main.Tools.countOccurrences(String,String)",3,2,3
"freemind.main.Tools.dateToString(Date)",1,1,1
"freemind.main.Tools.decompress(String)",1,3,5
"freemind.main.Tools.deepCopy(XmlAction)",1,1,1
"freemind.main.Tools.edgeWidthStringToInt(String)",3,1,3
"freemind.main.Tools.executableByExtension(String)",1,1,1
"freemind.main.Tools.expandFileName(String)",1,2,2
"freemind.main.Tools.expandPlaceholders(String,String)",1,2,2
"freemind.main.Tools.expandPlaceholders(String,String,String)",1,3,3
"freemind.main.Tools.expandPlaceholders(String,String,String,String)",1,4,4
"freemind.main.Tools.fileToRelativeUrlString(File,File)",1,3,3
"freemind.main.Tools.fileToUrl(File)",2,1,2
"freemind.main.Tools.firstLetterCapitalized(String)",2,2,3
"freemind.main.Tools.fromBase64(String)",1,1,1
"freemind.main.Tools.generateID(String,Map,String)",1,3,4
"freemind.main.Tools.getActualReader(Reader)",1,1,1
"freemind.main.Tools.getAvailableFonts()",1,2,2
"freemind.main.Tools.getClipboard()",1,1,1
"freemind.main.Tools.getExtension(File)",1,1,1
"freemind.main.Tools.getExtension(String)",1,3,3
"freemind.main.Tools.getField(Object[],String)",4,4,4
"freemind.main.Tools.getFile(File)",1,2,2
"freemind.main.Tools.getFile(Reader)",1,5,5
"freemind.main.Tools.getFileNameFromRestorable(String)",1,2,2
"freemind.main.Tools.getFileNameProposal(MindMapNode)",1,1,1
"freemind.main.Tools.getFreeMindBasePath()",1,3,3
"freemind.main.Tools.getHostIpAsString()",1,2,2
"freemind.main.Tools.getHostName()",1,1,2
"freemind.main.Tools.getKeyStroke(String)",3,1,3
"freemind.main.Tools.getMindMapNodesFromClipboard(MindMapController)",1,3,4
"freemind.main.Tools.getModeFromRestorable(String)",1,2,2
"freemind.main.Tools.getNodeTextHierarchy(MindMapNode,MindMapController)",1,2,2
"freemind.main.Tools.getPageFormatAsString(Paper)",1,1,1
"freemind.main.Tools.getPrefix(String)",4,3,4
"freemind.main.Tools.getReaderFromFile(File)",1,1,1
"freemind.main.Tools.getScalingFactor()",1,1,1
"freemind.main.Tools.getScalingFactorPlain()",1,1,1
"freemind.main.Tools.getStackTrace()",1,1,1
"freemind.main.Tools.getStacktrace(Exception)",1,1,1
"freemind.main.Tools.getURLWithoutReference(URL)",1,1,1
"freemind.main.Tools.getUpdateReader(Reader,String)",3,8,9
"freemind.main.Tools.getUserName()",1,1,1
"freemind.main.Tools.getVectorWithSingleElement(T)",1,1,1
"freemind.main.Tools.iconFirstIndex(MindMapNode,String)",3,3,3
"freemind.main.Tools.iconLastIndex(MindMapNode,String)",3,3,3
"freemind.main.Tools.invokeActionsToKeyboardLayoutDependantCharacters(KeyEvent,Action[],Object)",1,5,5
"freemind.main.Tools.invokeAndWait(Runnable)",1,2,2
"freemind.main.Tools.isAboveJava4()",1,1,1
"freemind.main.Tools.isAbsolutePath(String)",3,5,5
"freemind.main.Tools.isAvailableFontFamily(String)",3,2,3
"freemind.main.Tools.isBelowJava6()",1,1,1
"freemind.main.Tools.isFile(URL)",1,1,1
"freemind.main.Tools.isHeadless()",1,1,1
"freemind.main.Tools.isLinux()",1,1,2
"freemind.main.Tools.isMacOsX()",1,1,2
"freemind.main.Tools.isPreferenceTrue(String)",1,1,1
"freemind.main.Tools.isRetina()",3,3,5
"freemind.main.Tools.isUnix()",1,2,2
"freemind.main.Tools.isWindows()",1,1,1
"freemind.main.Tools.listToString(List<?>)",1,2,2
"freemind.main.Tools.logTransferable(Transferable)",1,2,3
"freemind.main.Tools.makeFileHidden(File,boolean)",2,4,5
"freemind.main.Tools.marshall(XmlAction)",1,1,1
"freemind.main.Tools.nt(StringTokenizer)",1,2,2
"freemind.main.Tools.printStackTrace()",1,1,1
"freemind.main.Tools.printXmlAction(XmlAction)",2,4,4
"freemind.main.Tools.readFileStart(Reader,int)",3,3,4
"freemind.main.Tools.removeExtension(String)",1,3,3
"freemind.main.Tools.removeMnemonic(String)",1,1,1
"freemind.main.Tools.removeTranslateComment(String)",1,3,3
"freemind.main.Tools.replaceUtf8AndIllegalXmlChars(String)",1,1,1
"freemind.main.Tools.restoreAntialiasing(Graphics2D,Object)",1,2,2
"freemind.main.Tools.safeEquals(BooleanHolder,BooleanHolder)",1,4,5
"freemind.main.Tools.safeEquals(Color,Color)",1,4,5
"freemind.main.Tools.safeEquals(Object,Object)",1,4,5
"freemind.main.Tools.safeEquals(String,String)",1,4,5
"freemind.main.Tools.safeEqualsIgnoreCase(String,String)",1,4,5
"freemind.main.Tools.scaleAllFonts(float)",1,4,4
"freemind.main.Tools.setDialogLocationRelativeTo(JDialog,Component)",2,2,13
"freemind.main.Tools.setHidden(File,boolean,boolean)",3,5,7
"freemind.main.Tools.setLabelAndMnemonic(AbstractButton,String)",1,1,1
"freemind.main.Tools.setLabelAndMnemonic(Action,String)",1,1,1
"freemind.main.Tools.setLabelAndMnemonic(NameMnemonicHolder,String)",2,6,7
"freemind.main.Tools.setPageFormatFromString(Paper,String)",2,3,3
"freemind.main.Tools.setPermissions(String,int)",1,3,4
"freemind.main.Tools.stringToList(String)",1,2,2
"freemind.main.Tools.swapVectorPositions(Vector<T>,int,int)",2,5,5
"freemind.main.Tools.toBase64(String)",1,1,1
"freemind.main.Tools.toBase64(byte[])",1,1,1
"freemind.main.Tools.toRelativeURL(URL,URL)",4,7,8
"freemind.main.Tools.uTF8StringToByteArray(String)",1,1,2
"freemind.main.Tools.unMarshall(String)",1,1,1
"freemind.main.Tools.updateFontSize(Font,float,int)",1,3,3
"freemind.main.Tools.urlGetFile(URL)",2,4,4
"freemind.main.Tools.urlStringToUrls(String)",1,3,3
"freemind.main.Tools.urlToFile(URL)",2,2,2
"freemind.main.Tools.waitForEventQueue()",1,3,3
"freemind.main.Tools.xmlToBoolean(String)",2,1,2
"freemind.main.Tools.xmlToColor(String)",3,2,3
"freemind.main.Tools.xmlToDate(String)",1,2,2
"freemind.main.Tools.xmlToPoint(String)",3,2,4
"freemind.main.XHTMLWriter.XHTMLFilterWriter.XHTMLFilterWriter(Writer)",1,1,1
"freemind.main.XHTMLWriter.XHTMLFilterWriter.write(String,int,int)",1,1,1
"freemind.main.XHTMLWriter.XHTMLFilterWriter.write(char[],int,int)",1,2,2
"freemind.main.XHTMLWriter.XHTMLFilterWriter.write(int)",5,20,25
"freemind.main.XHTMLWriter.XHTMLWriter(Writer,HTMLDocument)",1,1,1
"freemind.main.XHTMLWriter.XHTMLWriter(Writer,HTMLDocument,int,int)",1,1,1
"freemind.main.XHTMLWriter.html2xhtml(Reader,Writer)",1,1,1
"freemind.main.XHTMLWriter.main(String[])",1,2,2
"freemind.main.XHTMLWriter.write()",1,1,1
"freemind.main.XHTMLWriter.writeLineSeparator()",1,2,2
"freemind.main.XHTMLWriter.writeOption(Option)",1,1,1
"freemind.main.XMLElement.XMLElement()",1,1,1
"freemind.main.XMLElement.XMLElement(Hashtable<String, char[]>)",1,1,1
"freemind.main.XMLElement.XMLElement(Hashtable<String, char[]>,boolean)",1,1,1
"freemind.main.XMLElement.XMLElement(Hashtable<String, char[]>,boolean,boolean)",1,1,1
"freemind.main.XMLElement.XMLElement(Hashtable<String, char[]>,boolean,boolean,boolean)",1,4,4
"freemind.main.XMLElement.XMLElement(boolean)",1,1,1
"freemind.main.XMLElement.addChild(XMLElement)",1,1,1
"freemind.main.XMLElement.addProperty(String,Object)",1,1,1
"freemind.main.XMLElement.addProperty(String,double)",1,1,1
"freemind.main.XMLElement.addProperty(String,int)",1,1,1
"freemind.main.XMLElement.checkCDATA(StringBuffer)",4,9,11
"freemind.main.XMLElement.checkLiteral(String)",3,2,3
"freemind.main.XMLElement.completeElement()",1,1,1
"freemind.main.XMLElement.countChildren()",1,1,1
"freemind.main.XMLElement.createAnotherElement()",1,1,1
"freemind.main.XMLElement.enumerateAttributeNames()",1,1,1
"freemind.main.XMLElement.enumerateChildren()",1,1,1
"freemind.main.XMLElement.expectedInput(String)",1,1,1
"freemind.main.XMLElement.getAttribute(String)",1,1,1
"freemind.main.XMLElement.getAttribute(String,Hashtable,String,boolean)",3,4,5
"freemind.main.XMLElement.getAttribute(String,Object)",1,2,3
"freemind.main.XMLElement.getBooleanAttribute(String,String,String,boolean)",4,5,5
"freemind.main.XMLElement.getChildren()",1,1,2
"freemind.main.XMLElement.getContent()",1,1,1
"freemind.main.XMLElement.getContents()",1,1,1
"freemind.main.XMLElement.getDoubleAttribute(String)",1,1,1
"freemind.main.XMLElement.getDoubleAttribute(String,Hashtable<Object, Double>,String,boolean)",3,6,7
"freemind.main.XMLElement.getDoubleAttribute(String,double)",2,4,4
"freemind.main.XMLElement.getIntAttribute(String)",1,1,1
"freemind.main.XMLElement.getIntAttribute(String,Hashtable<Object, Integer>,String,boolean)",3,6,7
"freemind.main.XMLElement.getIntAttribute(String,int)",2,4,4
"freemind.main.XMLElement.getLineNr()",1,1,1
"freemind.main.XMLElement.getName()",1,1,1
"freemind.main.XMLElement.getStringAttribute(String)",1,1,1
"freemind.main.XMLElement.getStringAttribute(String,Hashtable<Object, String>,String,boolean)",1,1,1
"freemind.main.XMLElement.getStringAttribute(String,String)",1,1,1
"freemind.main.XMLElement.getUserObject()",1,1,1
"freemind.main.XMLElement.invalidValue(String,String)",1,1,1
"freemind.main.XMLElement.invalidValueSet(String)",1,1,1
"freemind.main.XMLElement.parseCharArray(char[],int,int)",1,1,1
"freemind.main.XMLElement.parseCharArray(char[],int,int,int)",1,1,2
"freemind.main.XMLElement.parseFromReader(Reader)",1,1,1
"freemind.main.XMLElement.parseFromReader(Reader,int)",4,4,5
"freemind.main.XMLElement.parseString(String)",1,1,2
"freemind.main.XMLElement.parseString(String,int)",1,1,1
"freemind.main.XMLElement.parseString(String,int,int)",1,1,1
"freemind.main.XMLElement.parseString(String,int,int,int)",1,1,2
"freemind.main.XMLElement.readChar()",4,3,4
"freemind.main.XMLElement.removeAttribute(String)",1,2,2
"freemind.main.XMLElement.removeChild(String)",1,1,1
"freemind.main.XMLElement.removeChild(XMLElement)",1,1,1
"freemind.main.XMLElement.removeProperty(String)",1,1,1
"freemind.main.XMLElement.resolveEntity(StringBuffer)",5,6,7
"freemind.main.XMLElement.scanElement(XMLElement)",23,26,29
"freemind.main.XMLElement.scanIdentifier(StringBuffer)",3,3,13
"freemind.main.XMLElement.scanPCData(StringBuffer)",4,5,5
"freemind.main.XMLElement.scanString(StringBuffer)",4,5,6
"freemind.main.XMLElement.scanWhitespace()",3,3,4
"freemind.main.XMLElement.scanWhitespace(StringBuffer)",3,4,5
"freemind.main.XMLElement.setAttribute(String,Object)",1,2,2
"freemind.main.XMLElement.setContent(String)",1,1,1
"freemind.main.XMLElement.setDoubleAttribute(String,double)",1,2,2
"freemind.main.XMLElement.setEncodedContent(String)",1,1,1
"freemind.main.XMLElement.setIntAttribute(String,int)",1,2,2
"freemind.main.XMLElement.setName(String)",1,1,1
"freemind.main.XMLElement.setTagName(String)",1,1,1
"freemind.main.XMLElement.skipComment()",2,3,4
"freemind.main.XMLElement.skipSpecialTag(int)",7,8,17
"freemind.main.XMLElement.syntaxError(String)",1,1,1
"freemind.main.XMLElement.toString()",1,2,2
"freemind.main.XMLElement.unexpectedEndOfData()",1,1,1
"freemind.main.XMLElement.unknownEntity(String)",1,1,1
"freemind.main.XMLElement.unreadChar(char)",1,1,1
"freemind.main.XMLElement.write(Writer)",1,1,1
"freemind.main.XMLElement.write(Writer,boolean)",2,13,13
"freemind.main.XMLElement.writeClosingTag(Writer)",1,1,1
"freemind.main.XMLElement.writeEncoded(Writer,String)",2,4,10
"freemind.main.XMLElement.writeWithoutClosingTag(Writer)",1,1,1
"freemind.main.XMLParseException.XMLParseException(String,String)",1,1,2
"freemind.main.XMLParseException.XMLParseException(String,int,String)",1,1,2
"freemind.main.XMLParseException.getLineNr()",1,1,1
"freemind.modes.ArrowLinkAdapter.ArrowLinkAdapter(MindMapNode,MindMapNode,MapFeedback)",1,1,1
"freemind.modes.ArrowLinkAdapter.clone()",1,1,5
"freemind.modes.ArrowLinkAdapter.copy(ArrowLinkAdapter)",1,1,1
"freemind.modes.ArrowLinkAdapter.createArrowLinkTarget(MindMapLinkRegistry)",1,1,1
"freemind.modes.ArrowLinkAdapter.getEndArrow()",1,1,1
"freemind.modes.ArrowLinkAdapter.getEndInclination()",2,1,2
"freemind.modes.ArrowLinkAdapter.getShowControlPointsFlag()",1,1,1
"freemind.modes.ArrowLinkAdapter.getStartArrow()",1,1,1
"freemind.modes.ArrowLinkAdapter.getStartInclination()",2,1,2
"freemind.modes.ArrowLinkAdapter.save()",1,10,10
"freemind.modes.ArrowLinkAdapter.setEndArrow(String)",3,3,4
"freemind.modes.ArrowLinkAdapter.setEndInclination(Point)",1,1,1
"freemind.modes.ArrowLinkAdapter.setStartArrow(String)",3,3,4
"freemind.modes.ArrowLinkAdapter.setStartInclination(Point)",1,1,1
"freemind.modes.ArrowLinkAdapter.showControlPoints(boolean)",1,1,1
"freemind.modes.ArrowLinkTarget.ArrowLinkTarget(MindMapNode,MindMapNode,MapFeedback)",1,1,1
"freemind.modes.ArrowLinkTarget.changeInclination(MapView,int,int,int,int)",1,1,1
"freemind.modes.ArrowLinkTarget.createArrowLinkAdapter(MindMapLinkRegistry)",1,1,1
"freemind.modes.ArrowLinkTarget.getSourceLabel()",1,1,1
"freemind.modes.ArrowLinkTarget.save()",1,2,2
"freemind.modes.ArrowLinkTarget.setSourceLabel(String)",1,1,1
"freemind.modes.CloudAdapter.CloudAdapter(MindMapNode,MapFeedback)",1,2,2
"freemind.modes.CloudAdapter.CloudAdapterListener.propertyChanged(String,String,String)",1,2,3
"freemind.modes.CloudAdapter.calcIterativeLevel(MindMapNode)",4,4,4
"freemind.modes.CloudAdapter.changeIterativeLevel(int)",1,1,2
"freemind.modes.CloudAdapter.getExteriorColor()",1,1,1
"freemind.modes.CloudAdapter.getIterativeLevel()",1,2,2
"freemind.modes.CloudAdapter.getStandardColor()",1,1,1
"freemind.modes.CloudAdapter.getStandardColorPropertyString()",1,1,1
"freemind.modes.CloudAdapter.getStandardStyle()",1,1,1
"freemind.modes.CloudAdapter.getStandardStylePropertyString()",1,1,1
"freemind.modes.CloudAdapter.save()",1,4,4
"freemind.modes.CloudAdapter.setStandardColor(Color)",1,1,1
"freemind.modes.CloudAdapter.setStandardStyle(String)",1,1,1
"freemind.modes.CloudAdapter.setTarget(MindMapNode)",1,1,1
"freemind.modes.ControllerAdapter.ControllerAdapter(Mode)",1,1,1
"freemind.modes.ControllerAdapter.ControllerPopupMenuListener.popupMenuCanceled(PopupMenuEvent)",1,1,1
"freemind.modes.ControllerAdapter.ControllerPopupMenuListener.popupMenuWillBecomeInvisible(PopupMenuEvent)",1,1,1
"freemind.modes.ControllerAdapter.ControllerPopupMenuListener.popupMenuWillBecomeVisible(PopupMenuEvent)",1,1,1
"freemind.modes.ControllerAdapter.FileOpener.dragEnter(DropTargetDragEvent)",2,2,2
"freemind.modes.ControllerAdapter.FileOpener.dragExit(DropTargetEvent)",1,1,1
"freemind.modes.ControllerAdapter.FileOpener.dragOver(DropTargetDragEvent)",1,1,1
"freemind.modes.ControllerAdapter.FileOpener.dragScroll(DropTargetDragEvent)",1,1,1
"freemind.modes.ControllerAdapter.FileOpener.drop(DropTargetDropEvent)",3,5,5
"freemind.modes.ControllerAdapter.FileOpener.dropActionChanged(DropTargetDragEvent)",1,1,1
"freemind.modes.ControllerAdapter.FileOpener.isDragAcceptable(DropTargetDragEvent)",3,2,3
"freemind.modes.ControllerAdapter.FileOpener.isDropAcceptable(DropTargetDropEvent)",3,2,3
"freemind.modes.ControllerAdapter.OpenAction.OpenAction(ControllerAdapter)",1,1,1
"freemind.modes.ControllerAdapter.OpenAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.ControllerAdapter.SaveAction.SaveAction()",1,1,1
"freemind.modes.ControllerAdapter.SaveAction.actionPerformed(ActionEvent)",1,2,2
"freemind.modes.ControllerAdapter.SaveAsAction.SaveAsAction()",1,1,1
"freemind.modes.ControllerAdapter.SaveAsAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.ControllerAdapter.add(JMenu,Action)",1,1,1
"freemind.modes.ControllerAdapter.add(JMenu,Action,String)",1,1,1
"freemind.modes.ControllerAdapter.add(StructuredMenuHolder,String,Action,String)",1,2,2
"freemind.modes.ControllerAdapter.addCheckBox(StructuredMenuHolder,String,Action,String)",1,2,2
"freemind.modes.ControllerAdapter.addRadioItem(StructuredMenuHolder,String,Action,String,boolean)",1,2,2
"freemind.modes.ControllerAdapter.centerNode(MindMapNode)",2,3,3
"freemind.modes.ControllerAdapter.centerNode(NodeView)",1,1,1
"freemind.modes.ControllerAdapter.changeSelection(NodeView,boolean)",1,3,3
"freemind.modes.ControllerAdapter.close(boolean,MapModuleManager)",5,7,11
"freemind.modes.ControllerAdapter.copy()",1,1,1
"freemind.modes.ControllerAdapter.copy(List<MindMapNode>,boolean)",1,3,3
"freemind.modes.ControllerAdapter.copy(MindMapNode,boolean)",1,1,1
"freemind.modes.ControllerAdapter.copySingle()",1,1,1
"freemind.modes.ControllerAdapter.createForNodeIdsFlavor(List<MindMapNode>,boolean)",1,2,2
"freemind.modes.ControllerAdapter.createForNodesFlavor(List<MindMapNode>,boolean)",1,2,3
"freemind.modes.ControllerAdapter.deregisterNodeLifetimeListener(NodeLifetimeListener)",1,1,1
"freemind.modes.ControllerAdapter.deregisterNodeSelectionListener(NodeSelectionListener)",1,1,1
"freemind.modes.ControllerAdapter.displayNode(MindMapNode)",1,1,1
"freemind.modes.ControllerAdapter.displayNode(MindMapNode,ArrayList<MindMapNode>)",1,4,4
"freemind.modes.ControllerAdapter.fireNodePostDeleteEvent(MindMapNode,MindMapNode)",1,2,2
"freemind.modes.ControllerAdapter.fireNodePreDeleteEvent(MindMapNode)",1,2,2
"freemind.modes.ControllerAdapter.firePreSaveEvent(MindMapNode)",1,2,2
"freemind.modes.ControllerAdapter.fireRecursiveNodeCreateEvent(MindMapNode)",1,3,3
"freemind.modes.ControllerAdapter.getController()",1,1,1
"freemind.modes.ControllerAdapter.getDefaultFont()",1,1,1
"freemind.modes.ControllerAdapter.getFileChooser()",1,1,1
"freemind.modes.ControllerAdapter.getFileChooser(FileFilter)",1,2,4
"freemind.modes.ControllerAdapter.getFileFilter()",1,1,1
"freemind.modes.ControllerAdapter.getFileNameProposal()",1,1,1
"freemind.modes.ControllerAdapter.getFontThroughMap(Font)",1,1,1
"freemind.modes.ControllerAdapter.getFrame()",1,1,1
"freemind.modes.ControllerAdapter.getLeftToolBar()",1,1,1
"freemind.modes.ControllerAdapter.getLinkShortText(MindMapNode)",3,3,4
"freemind.modes.ControllerAdapter.getMap()",1,1,1
"freemind.modes.ControllerAdapter.getMapModule()",1,1,1
"freemind.modes.ControllerAdapter.getMapMouseMotionListener()",1,1,1
"freemind.modes.ControllerAdapter.getMapMouseWheelListener()",1,1,1
