Complexity metrics,Qua, 13 dez 2017 11:02:27 BRST
"org.argouml.uml.ColumnComponentInstance.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnDescriptor.ColumnDescriptor(String,Class,boolean)",1,1,1
"org.argouml.uml.ColumnDescriptor.getColumnClass()",1,1,1
"org.argouml.uml.ColumnDescriptor.getName()",1,1,1
"org.argouml.uml.ColumnDescriptor.isEditable(Object)",1,1,1
"org.argouml.uml.ColumnDstLinkType.ColumnDstLinkType()",1,1,1
"org.argouml.uml.ColumnDstLinkType.getValueFor(Object)",2,5,6
"org.argouml.uml.ColumnDstLinkType.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnDstMultiplicity.ColumnDstMultiplicity()",1,1,1
"org.argouml.uml.ColumnDstMultiplicity.getValueFor(Object)",4,4,5
"org.argouml.uml.ColumnDstMultiplicity.setValueFor(Object,Object)",3,2,4
"org.argouml.uml.ColumnDstName.ColumnDstName()",1,1,1
"org.argouml.uml.ColumnDstName.getValueFor(Object)",4,4,5
"org.argouml.uml.ColumnDstName.setValueFor(Object,Object)",3,2,4
"org.argouml.uml.ColumnDstNavigability.ColumnDstNavigability()",1,1,1
"org.argouml.uml.ColumnDstNavigability.getValueFor(Object)",3,2,4
"org.argouml.uml.ColumnDstNavigability.setValueFor(Object,Object)",3,2,4
"org.argouml.uml.ColumnDstType.ColumnDstType()",1,1,1
"org.argouml.uml.ColumnDstType.getValueFor(Object)",4,5,6
"org.argouml.uml.ColumnDstType.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnEffect.ColumnEffect()",1,1,1
"org.argouml.uml.ColumnEffect.getValueFor(Object)",3,1,3
"org.argouml.uml.ColumnEffect.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnEntry.ColumnEntry()",1,1,1
"org.argouml.uml.ColumnEntry.getValueFor(Object)",3,2,3
"org.argouml.uml.ColumnEntry.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnExit.ColumnExit()",1,1,1
"org.argouml.uml.ColumnExit.getValueFor(Object)",3,2,3
"org.argouml.uml.ColumnExit.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnExtends.ColumnExtends()",1,1,1
"org.argouml.uml.ColumnExtends.getValueFor(Object)",3,3,6
"org.argouml.uml.ColumnExtends.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnFeatureVis.ColumnFeatureVis()",1,1,1
"org.argouml.uml.ColumnFeatureVis.getValueFor(Object)",3,3,3
"org.argouml.uml.ColumnFeatureVis.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnGuard.ColumnGuard()",1,1,1
"org.argouml.uml.ColumnGuard.getValueFor(Object)",3,1,3
"org.argouml.uml.ColumnGuard.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnImplLocation.ColumnImplLocation()",1,1,1
"org.argouml.uml.ColumnImplLocation.getValueFor(Object)",2,9,11
"org.argouml.uml.ColumnImplLocation.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnLeaf.ColumnLeaf()",1,1,1
"org.argouml.uml.ColumnLeaf.getValueFor(Object)",2,1,3
"org.argouml.uml.ColumnLeaf.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnName.ColumnName()",1,1,1
"org.argouml.uml.ColumnName.getValueFor(Object)",3,5,6
"org.argouml.uml.ColumnName.isEditable(Object)",1,2,2
"org.argouml.uml.ColumnName.setValueFor(Object,Object)",4,1,4
"org.argouml.uml.ColumnOperKeyword.ColumnOperKeyword()",1,1,1
"org.argouml.uml.ColumnOperKeyword.getValueFor(Object)",2,1,2
"org.argouml.uml.ColumnOperKeyword.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnParent.ColumnParent()",1,1,1
"org.argouml.uml.ColumnParent.getValueFor(Object)",3,2,3
"org.argouml.uml.ColumnParent.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnQuery.ColumnQuery()",1,1,1
"org.argouml.uml.ColumnQuery.getValueFor(Object)",2,1,3
"org.argouml.uml.ColumnQuery.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnReturn.ColumnReturn()",1,1,1
"org.argouml.uml.ColumnReturn.getValueFor(Object)",3,3,4
"org.argouml.uml.ColumnReturn.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnRoot.ColumnRoot()",1,1,1
"org.argouml.uml.ColumnRoot.getValueFor(Object)",2,1,3
"org.argouml.uml.ColumnRoot.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnSource.ColumnSource()",1,1,1
"org.argouml.uml.ColumnSource.getValueFor(Object)",3,2,3
"org.argouml.uml.ColumnSource.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnSrcLinkType.ColumnSrcLinkType()",1,1,1
"org.argouml.uml.ColumnSrcLinkType.getValueFor(Object)",2,5,6
"org.argouml.uml.ColumnSrcLinkType.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnSrcMultiplicity.ColumnSrcMultiplicity()",1,1,1
"org.argouml.uml.ColumnSrcMultiplicity.getValueFor(Object)",4,4,5
"org.argouml.uml.ColumnSrcMultiplicity.setValueFor(Object,Object)",3,2,4
"org.argouml.uml.ColumnSrcName.ColumnSrcName()",1,1,1
"org.argouml.uml.ColumnSrcName.getValueFor(Object)",4,4,5
"org.argouml.uml.ColumnSrcName.setValueFor(Object,Object)",3,2,4
"org.argouml.uml.ColumnSrcNavigability.ColumnSrcNavigability()",1,1,1
"org.argouml.uml.ColumnSrcNavigability.getValueFor(Object)",3,2,4
"org.argouml.uml.ColumnSrcNavigability.setValueFor(Object,Object)",3,2,4
"org.argouml.uml.ColumnSrcType.ColumnSrcType()",1,1,1
"org.argouml.uml.ColumnSrcType.getValueFor(Object)",4,5,6
"org.argouml.uml.ColumnSrcType.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnStereotype.ColumnStereotype()",1,1,1
"org.argouml.uml.ColumnStereotype.getValueFor(Object)",3,4,4
"org.argouml.uml.ColumnStereotype.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnSupplier.ColumnSupplier()",1,1,1
"org.argouml.uml.ColumnSupplier.getValueFor(Object)",2,6,7
"org.argouml.uml.ColumnSupplier.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnTarget.ColumnTarget()",1,1,1
"org.argouml.uml.ColumnTarget.getValueFor(Object)",3,2,3
"org.argouml.uml.ColumnTarget.setValueFor(Object,Object)",1,1,1
"org.argouml.uml.ColumnTrigger.ColumnTrigger()",1,1,1
"org.argouml.uml.ColumnTrigger.getValueFor(Object)",3,1,3
"org.argouml.uml.ColumnTrigger.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.ColumnType.ColumnType()",1,1,1
"org.argouml.uml.ColumnType.getValueFor(Object)",2,1,2
"org.argouml.uml.ColumnType.setValueFor(Object,Object)",4,2,4
"org.argouml.uml.ColumnVisibility.ColumnVisibility()",1,1,1
"org.argouml.uml.ColumnVisibility.getValueFor(Object)",3,3,4
"org.argouml.uml.ColumnVisibility.setValueFor(Object,Object)",3,1,3
"org.argouml.uml.DocumentationManager.defaultFor(Object)",6,1,6
"org.argouml.uml.DocumentationManager.getComments(Object)",2,8,9
"org.argouml.uml.DocumentationManager.getDocs(Object)",2,8,8
"org.argouml.uml.DocumentationManager.hasDocs(Object)",5,5,6
"org.argouml.uml.DocumentationManager.setDocs(Object,String)",1,1,1
"org.argouml.uml.GenAncestorClasses.accumulateAncestors(MGeneralizableElement,Vector)",2,3,4
"org.argouml.uml.GenAncestorClasses.gen(Object)",3,3,3
"org.argouml.uml.GenCompositeClasses.gen(Object)",5,6,8
"org.argouml.uml.GenDescendantClasses.accumulateDescendants(MGeneralizableElement,Vector)",2,3,4
"org.argouml.uml.GenDescendantClasses.gen(Object)",3,3,3
"org.argouml.uml.MMUtil.buildAssociation(MClassifier,MClassifier)",1,1,1
"org.argouml.uml.MMUtil.buildAssociation(MClassifier,boolean,MClassifier,boolean)",1,1,1
"org.argouml.uml.MMUtil.buildAttribute(MClassifier)",1,1,1
"org.argouml.uml.MMUtil.buildBinding(MModelElement,MModelElement)",1,3,3
"org.argouml.uml.MMUtil.buildDependency(MModelElement,MModelElement)",1,3,3
"org.argouml.uml.MMUtil.buildGeneralization(MGeneralizableElement,MGeneralizableElement)",2,3,4
"org.argouml.uml.MMUtil.buildMessage(MAssociationRole)",1,1,1
"org.argouml.uml.MMUtil.buildMessage(MAssociationRole,String)",2,1,2
"org.argouml.uml.MMUtil.buildOperation(MClassifier)",1,1,1
"org.argouml.uml.MMUtil.buildRealization(MModelElement,MModelElement)",1,3,3
"org.argouml.uml.MMUtil.buildUsage(MModelElement,MModelElement)",1,3,3
"org.argouml.uml.MMUtil.getAllSupertypes(MClassifier)",1,4,4
"org.argouml.uml.MMUtil.getAssociateEnds(MClassifier)",1,3,3
"org.argouml.uml.MMUtil.getAssociateEndsInh(MClassifier)",1,2,2
"org.argouml.uml.MMUtil.getAttributes(MClassifier)",1,3,3
"org.argouml.uml.MMUtil.getAttributesInh(MClassifier)",1,2,2
"org.argouml.uml.MMUtil.getOperations(MClassifier)",1,3,3
"org.argouml.uml.MMUtil.getOperationsInh(MClassifier)",1,2,2
"org.argouml.uml.MMUtil.getRealizationStereotype()",1,1,1
"org.argouml.uml.MMUtil.getReturnParameter(MOperation)",4,5,6
"org.argouml.uml.MMUtil.getSpecifications(MClassifier)",1,6,6
"org.argouml.uml.MMUtil.getSubtypes(MClassifier)",1,2,2
"org.argouml.uml.MMUtil.getSupertypes(MClassifier)",1,2,2
"org.argouml.uml.MMUtil.remove(MClassifier)",1,10,10
"org.argouml.uml.MMUtil.remove(MLink)",1,1,1
"org.argouml.uml.MMUtil.remove(MObject)",1,3,3
"org.argouml.uml.MMUtil.remove(MStateVertex)",1,3,3
"org.argouml.uml.MMUtil.remove(MStimulus)",1,1,1
"org.argouml.uml.MMUtil.setReturnParameter(MOperation,MParameter)",1,3,3
"org.argouml.uml.OperKeyword.KeywordFor(MOperation)",4,2,4
"org.argouml.uml.OperKeyword.OperKeyword(String)",1,1,1
"org.argouml.uml.OperKeyword.equals(Object)",2,1,2
"org.argouml.uml.OperKeyword.hashCode()",1,1,1
"org.argouml.uml.OperKeyword.set(MOperation)",1,1,9
"org.argouml.uml.OperKeyword.toString()",1,1,1
"org.argouml.uml.PredicateFind.PredicateFind(Predicate,Predicate,Predicate,Predicate)",1,1,1
"org.argouml.uml.PredicateFind.matchDiagram(Diagram)",1,1,1
"org.argouml.uml.PredicateFind.matchPackage(MModel)",1,1,1
"org.argouml.uml.PredicateFind.predicate(Object)",2,3,4
"org.argouml.uml.ProfileJava.ProfileJava()",1,9,9
"org.argouml.uml.ProfileJava.buildPath(StringBuffer,MModelElement,String)",1,5,6
"org.argouml.uml.ProfileJava.defaultAssocEndName(MAssociationEnd,MNamespace)",1,4,4
"org.argouml.uml.ProfileJava.defaultAssocName(MAssociation,MNamespace)",1,3,3
"org.argouml.uml.ProfileJava.defaultGeneralizationName(MGeneralization,MNamespace)",1,1,1
"org.argouml.uml.ProfileJava.defaultName(MModelElement,MNamespace)",1,4,5
"org.argouml.uml.ProfileJava.formatCollection(Iterator,MNamespace)",1,5,5
"org.argouml.uml.ProfileJava.formatElement(MModelElement,MNamespace)",1,7,7
"org.argouml.uml.ProfileJava.getElementSeparator()",1,1,1
"org.argouml.uml.ProfileJava.getEmptyCollection()",1,1,1
"org.argouml.uml.ProfileJava.getPathSeparator()",1,1,1
"org.argouml.uml.ProfileJava.getProfileModel()",1,1,1
"org.argouml.uml.ProjectMemberModel.ProjectMemberModel(MModel,Project)",1,1,1
"org.argouml.uml.ProjectMemberModel.ProjectMemberModel(String,Project)",1,1,1
"org.argouml.uml.ProjectMemberModel.getFileExtension()",1,1,1
"org.argouml.uml.ProjectMemberModel.getModel()",1,1,1
"org.argouml.uml.ProjectMemberModel.getType()",1,1,1
"org.argouml.uml.ProjectMemberModel.load()",1,1,1
"org.argouml.uml.ProjectMemberModel.save(String,boolean)",1,1,1
"org.argouml.uml.ProjectMemberModel.save(String,boolean,Writer)",2,3,3
"org.argouml.uml.ProjectMemberModel.setModel(MModel)",1,1,1
"org.argouml.uml.SuperclassGen.gen(Object)",2,2,3
"org.argouml.uml.TMResults.TMResults()",1,1,1
"org.argouml.uml.TMResults.getColumnClass(int)",1,1,1
"org.argouml.uml.TMResults.getColumnCount()",1,1,1
"org.argouml.uml.TMResults.getColumnName(int)",5,1,5
"org.argouml.uml.TMResults.getRowCount()",2,1,2
"org.argouml.uml.TMResults.getValueAt(int,int)",19,14,24
"org.argouml.uml.TMResults.isCellEditable(int,int)",1,1,1
"org.argouml.uml.TMResults.setTarget(Vector,Vector)",1,1,1
"org.argouml.uml.TMResults.setValueAt(Object,int,int)",1,1,1
"org.argouml.uml.TableModelAttr.TableModelAttr()",1,1,1
"org.argouml.uml.TableModelAttr.initColumns()",1,1,1
"org.argouml.uml.TableModelAttr.rowObjectsFor(Object)",2,1,2
"org.argouml.uml.TableModelAttr.toString()",1,1,1
"org.argouml.uml.TableModelComposite.TableModelComposite()",1,1,1
"org.argouml.uml.TableModelComposite.addColumn(ColumnDescriptor)",1,1,1
"org.argouml.uml.TableModelComposite.delayedVetoableChange(PropertyChangeEvent)",1,1,1
"org.argouml.uml.TableModelComposite.getColumnClass(int)",2,2,2
"org.argouml.uml.TableModelComposite.getColumnCount()",1,1,1
"org.argouml.uml.TableModelComposite.getColumnName(int)",2,2,2
"org.argouml.uml.TableModelComposite.getRowCount()",1,1,2
"org.argouml.uml.TableModelComposite.getRowObjects()",1,1,1
"org.argouml.uml.TableModelComposite.getValueAt(int,int)",3,5,5
"org.argouml.uml.TableModelComposite.initColumns()",1,1,1
"org.argouml.uml.TableModelComposite.isCellEditable(int,int)",3,3,5
"org.argouml.uml.TableModelComposite.rowObjectsFor(Object)",1,1,1
"org.argouml.uml.TableModelComposite.setAllowAddition(boolean)",1,1,1
"org.argouml.uml.TableModelComposite.setAllowRemoval(boolean)",1,1,1
"org.argouml.uml.TableModelComposite.setFilter(Predicate)",1,1,1
"org.argouml.uml.TableModelComposite.setTarget(Object)",1,1,1
"org.argouml.uml.TableModelComposite.setValueAt(Object,int,int)",3,9,9
"org.argouml.uml.TableModelComposite.vetoableChange(PropertyChangeEvent)",1,1,1
"org.argouml.uml.TableModelOper.TableModelOper()",1,1,1
"org.argouml.uml.TableModelOper.initColumns()",1,1,1
"org.argouml.uml.TableModelOper.rowObjectsFor(Object)",2,1,2
"org.argouml.uml.TableModelOper.toString()",1,1,1
"org.argouml.uml.UMLChangeRegistry.UMLChangeRegistry()",1,1,1
"org.argouml.uml.UMLChangeRegistry.listRoleItemSet(MElementEvent)",1,1,1
"org.argouml.uml.UMLChangeRegistry.propertySet(MElementEvent)",1,1,1
"org.argouml.uml.UMLChangeRegistry.recovered(MElementEvent)",1,1,1
"org.argouml.uml.UMLChangeRegistry.removed(MElementEvent)",1,1,1
"org.argouml.uml.UMLChangeRegistry.roleAdded(MElementEvent)",1,1,1
"org.argouml.uml.UMLChangeRegistry.roleRemoved(MElementEvent)",1,1,1
"org.argouml.uml.UUIDManager.UUIDManager()",1,1,1
"org.argouml.uml.UUIDManager.createModelUUIDS(MNamespace)",1,6,19
"org.argouml.uml.UUIDManager.getNewUUID()",1,3,3
"org.argouml.uml.cognitive.ChildGenFind.gen(Object)",7,7,7
"org.argouml.uml.cognitive.ChildGenRelated.gen(Object)",8,13,14
"org.argouml.uml.cognitive.EOElement.apply(Object)",2,1,2
"org.argouml.uml.cognitive.UMLCognitiveResourceBundle.getContents()",1,1,1
"org.argouml.uml.cognitive.UMLCognitiveResourceBundle_de.getContents()",1,1,1
"org.argouml.uml.cognitive.UMLCognitiveResourceBundle_en_GB.getContents()",1,1,1
"org.argouml.uml.cognitive.UMLCognitiveResourceBundle_es.getContents()",1,1,1
"org.argouml.uml.cognitive.UMLCognitiveResourceBundle_fr.getContents()",1,1,1
"org.argouml.uml.cognitive.checklist.ChActor.ChActor()",1,1,1
"org.argouml.uml.cognitive.checklist.ChAssociation.ChAssociation()",1,1,1
"org.argouml.uml.cognitive.checklist.ChAttribute.ChAttribute()",1,1,1
"org.argouml.uml.cognitive.checklist.ChClass.ChClass()",1,1,1
"org.argouml.uml.cognitive.checklist.ChInstance.ChInstance()",1,1,1
"org.argouml.uml.cognitive.checklist.ChInterface.ChInterface()",1,1,1
"org.argouml.uml.cognitive.checklist.ChLink.ChLink()",1,1,1
"org.argouml.uml.cognitive.checklist.ChOperation.ChOperation()",1,1,1
"org.argouml.uml.cognitive.checklist.ChState.ChState()",1,1,1
"org.argouml.uml.cognitive.checklist.ChTransition.ChTransition()",1,1,1
"org.argouml.uml.cognitive.checklist.ChUseCase.ChUseCase()",1,1,1
"org.argouml.uml.cognitive.checklist.Init.addChecklist(ResourceBundle,Class,String)",1,2,2
"org.argouml.uml.cognitive.checklist.Init.init(Locale)",1,1,1
"org.argouml.uml.cognitive.checklist.UMLCheckItem.UMLCheckItem(String,String)",1,1,1
"org.argouml.uml.cognitive.checklist.UMLCheckItem.UMLCheckItem(String,String,String,Predicate)",1,1,1
"org.argouml.uml.cognitive.checklist.UMLCheckItem.expand(String,Object)",1,2,2
"org.argouml.uml.cognitive.checklist.UMLChecklist.UMLChecklist()",1,1,1
"org.argouml.uml.cognitive.checklist.UMLChecklist.UMLChecklist(String[][])",1,3,3
"org.argouml.uml.cognitive.checklist.UMLChecklist.addItem(String)",1,1,1
"org.argouml.uml.cognitive.checklist.UMLChecklist.setNextCategory(String)",1,1,1
"org.argouml.uml.cognitive.critics.ChildGenDerivedClasses.gen(Object)",2,3,4
"org.argouml.uml.cognitive.critics.ChildGenUML.gen(Object)",13,19,19
"org.argouml.uml.cognitive.critics.ClAttributeCompartment.getIconHeight()",1,1,1
"org.argouml.uml.cognitive.critics.ClAttributeCompartment.getIconWidth()",1,1,1
"org.argouml.uml.cognitive.critics.ClAttributeCompartment.hit(int,int)",2,2,2
"org.argouml.uml.cognitive.critics.ClAttributeCompartment.paintIcon(Component,Graphics,int,int)",8,3,8
"org.argouml.uml.cognitive.critics.ClAttributeCompartment.setFig(Fig)",1,1,1
"org.argouml.uml.cognitive.critics.ClAttributeCompartment.setToDoItem(ToDoItem)",1,1,1
"org.argouml.uml.cognitive.critics.ClClassName.getIconHeight()",1,1,1
"org.argouml.uml.cognitive.critics.ClClassName.getIconWidth()",1,1,1
"org.argouml.uml.cognitive.critics.ClClassName.hit(int,int)",1,4,4
"org.argouml.uml.cognitive.critics.ClClassName.paintIcon(Component,Graphics,int,int)",7,5,9
"org.argouml.uml.cognitive.critics.ClClassName.setFig(Fig)",1,1,1
"org.argouml.uml.cognitive.critics.ClClassName.setToDoItem(ToDoItem)",1,1,1
"org.argouml.uml.cognitive.critics.ClOperationCompartment.getIconHeight()",1,1,1
"org.argouml.uml.cognitive.critics.ClOperationCompartment.getIconWidth()",1,1,1
"org.argouml.uml.cognitive.critics.ClOperationCompartment.hit(int,int)",2,1,2
"org.argouml.uml.cognitive.critics.ClOperationCompartment.paintIcon(Component,Graphics,int,int)",8,3,8
"org.argouml.uml.cognitive.critics.ClOperationCompartment.setFig(Fig)",1,1,1
"org.argouml.uml.cognitive.critics.ClOperationCompartment.setToDoItem(ToDoItem)",1,1,1
"org.argouml.uml.cognitive.critics.CrAlreadyRealizes.CrAlreadyRealizes()",1,1,1
"org.argouml.uml.cognitive.critics.CrAlreadyRealizes.accumIndirect(MGeneralizableElement,Vector)",1,3,3
"org.argouml.uml.cognitive.critics.CrAlreadyRealizes.findIndirectRealizations(MClassifier)",3,2,3
"org.argouml.uml.cognitive.critics.CrAlreadyRealizes.getSpecifications(MClassifier)",2,4,5
"org.argouml.uml.cognitive.critics.CrAlreadyRealizes.predicate2(Object,Designer)",4,1,5
"org.argouml.uml.cognitive.critics.CrAssocNameConflict.CrAssocNameConflict()",1,1,1
"org.argouml.uml.cognitive.critics.CrAssocNameConflict.predicate2(Object,Designer)",4,1,5
"org.argouml.uml.cognitive.critics.CrAttrNameConflict.CrAttrNameConflict()",1,1,1
"org.argouml.uml.cognitive.critics.CrAttrNameConflict.getClarifier()",1,1,1
"org.argouml.uml.cognitive.critics.CrAttrNameConflict.predicate2(Object,Designer)",7,2,9
"org.argouml.uml.cognitive.critics.CrCallWithoutReturn.CrCallWithoutReturn()",1,1,1
"org.argouml.uml.cognitive.critics.CrCallWithoutReturn.computeOffenders(UMLSequenceDiagram)",1,14,15
"org.argouml.uml.cognitive.critics.CrCallWithoutReturn.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrCallWithoutReturn.stillValid(ToDoItem,Designer)",2,1,2
"org.argouml.uml.cognitive.critics.CrCallWithoutReturn.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularAssocClass.CrCircularAssocClass()",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularAssocClass.predicate2(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularComposition.CrCircularComposition()",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularComposition.computeOffenders(MClassifier)",1,2,3
"org.argouml.uml.cognitive.critics.CrCircularComposition.getWizardClass(ToDoItem)",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularComposition.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrCircularComposition.stillValid(ToDoItem,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrCircularComposition.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularInheritance.CrCircularInheritance()",1,1,1
"org.argouml.uml.cognitive.critics.CrCircularInheritance.computeOffenders(MGeneralizableElement)",1,2,3
"org.argouml.uml.cognitive.critics.CrCircularInheritance.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrCircularInheritance.stillValid(ToDoItem,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrCircularInheritance.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrClassMustBeAbstract.CrClassMustBeAbstract()",1,1,1
"org.argouml.uml.cognitive.critics.CrClassMustBeAbstract.predicate2(Object,Designer)",3,1,4
"org.argouml.uml.cognitive.critics.CrClassWithoutComponent.CrClassWithoutComponent()",1,1,1
"org.argouml.uml.cognitive.critics.CrClassWithoutComponent.computeOffenders(UMLDeploymentDiagram)",3,5,6
"org.argouml.uml.cognitive.critics.CrClassWithoutComponent.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrClassWithoutComponent.stillValid(ToDoItem,Designer)",2,1,2
"org.argouml.uml.cognitive.critics.CrClassWithoutComponent.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode.CrCompInstanceWithoutNode()",1,1,1
"org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode.computeOffenders(UMLDeploymentDiagram)",3,9,11
"org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode.stillValid(ToDoItem,Designer)",2,1,2
"org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier.CrComponentInstanceWithoutClassifier()",1,1,1
"org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier.computeOffenders(UMLDeploymentDiagram)",6,9,12
"org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier.stillValid(ToDoItem,Designer)",2,1,2
"org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrComponentWithoutNode.CrComponentWithoutNode()",1,1,1
"org.argouml.uml.cognitive.critics.CrComponentWithoutNode.computeOffenders(UMLDeploymentDiagram)",3,10,12
"org.argouml.uml.cognitive.critics.CrComponentWithoutNode.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrComponentWithoutNode.stillValid(ToDoItem,Designer)",2,1,2
"org.argouml.uml.cognitive.critics.CrComponentWithoutNode.toDoItem(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrConflictingComposites.CrConflictingComposites()",1,1,1
"org.argouml.uml.cognitive.critics.CrConflictingComposites.hasCompositeEnd(MAssociation)",3,2,3
"org.argouml.uml.cognitive.critics.CrConflictingComposites.predicate2(Object,Designer)",6,2,9
"org.argouml.uml.cognitive.critics.CrConstructorNeeded.CrConstructorNeeded()",1,1,1
"org.argouml.uml.cognitive.critics.CrConstructorNeeded.getReturnType(MBehavioralFeature)",3,2,3
"org.argouml.uml.cognitive.critics.CrConstructorNeeded.predicate2(Object,Designer)",11,5,18
"org.argouml.uml.cognitive.critics.CrCrossNamespaceAssoc.CrCrossNamespaceAssoc()",1,1,1
"org.argouml.uml.cognitive.critics.CrCrossNamespaceAssoc.predicate2(Object,Designer)",1,1,1
"org.argouml.uml.cognitive.critics.CrDisambigClassName.CrDisambigClassName()",1,1,1
"org.argouml.uml.cognitive.critics.CrDisambigClassName.getClarifier()",1,1,1
"org.argouml.uml.cognitive.critics.CrDisambigClassName.getWizardClass(ToDoItem)",1,1,1
"org.argouml.uml.cognitive.critics.CrDisambigClassName.initWizard(Wizard)",1,2,2
"org.argouml.uml.cognitive.critics.CrDisambigClassName.predicate2(Object,Designer)",10,3,12
"org.argouml.uml.cognitive.critics.CrDisambigStateName.CrDisambigStateName()",1,1,1
"org.argouml.uml.cognitive.critics.CrDisambigStateName.getClarifier()",1,1,1
"org.argouml.uml.cognitive.critics.CrDisambigStateName.predicate2(Object,Designer)",12,4,15
"org.argouml.uml.cognitive.critics.CrDupParamName.CrDupParamName()",1,1,1
"org.argouml.uml.cognitive.critics.CrDupParamName.predicate2(Object,Designer)",5,3,8
"org.argouml.uml.cognitive.critics.CrDupRoleNames.CrDupRoleNames()",1,1,1
"org.argouml.uml.cognitive.critics.CrDupRoleNames.predicate2(Object,Designer)",5,2,7
"org.argouml.uml.cognitive.critics.CrEmptyPackage.CrEmptyPackage()",1,1,1
"org.argouml.uml.cognitive.critics.CrEmptyPackage.predicate2(Object,Designer)",3,2,4
"org.argouml.uml.cognitive.critics.CrFinalSubclassed.CrFinalSubclassed()",1,1,1
"org.argouml.uml.cognitive.critics.CrFinalSubclassed.predicate2(Object,Designer)",4,2,5
"org.argouml.uml.cognitive.critics.CrIllegalGeneralization.CrIllegalGeneralization()",1,1,1
"org.argouml.uml.cognitive.critics.CrIllegalGeneralization.predicate2(Object,Designer)",4,1,5
"org.argouml.uml.cognitive.critics.CrIllegalName.CrIllegalName()",1,1,1
"org.argouml.uml.cognitive.critics.CrIllegalName.getClarifier()",1,1,1
"org.argouml.uml.cognitive.critics.CrIllegalName.predicate2(Object,Designer)",5,4,7
"org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier.CrInstanceWithoutClassifier()",1,1,1
"org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier.computeOffenders(UMLDeploymentDiagram)",6,6,8
"org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier.predicate2(Object,Designer)",3,1,3
"org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier.stillValid(ToDoItem,Designer)",2,1,2
"org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier.toDoItem(Object,Designer)",1,1,1
