Method,ev(G),iv(G),v(G)
"org.apache.catalina.ha.deploy.FarmWarDeployer.getWatchEnabled()",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.hashCode()",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.install(String,URL)",1,6,6
"org.apache.catalina.ha.deploy.FarmWarDeployer.isServiced(String)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.isWatchEnabled()",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.messageReceived(ClusterMessage)",1,13,14
"org.apache.catalina.ha.deploy.FarmWarDeployer.remove(String)",1,5,5
"org.apache.catalina.ha.deploy.FarmWarDeployer.remove(String,boolean)",1,6,6
"org.apache.catalina.ha.deploy.FarmWarDeployer.removeFactory(FileMessage)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.removeServiced(String)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.setCluster(CatalinaCluster)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.setDeployDir(String)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.setProcessDeployFrequency(int)",2,1,2
"org.apache.catalina.ha.deploy.FarmWarDeployer.setTempDir(String)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.setWatchDir(String)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.setWatchEnabled(boolean)",1,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer.start()",4,8,10
"org.apache.catalina.ha.deploy.FarmWarDeployer.stop()",1,3,3
"org.apache.catalina.ha.deploy.FarmWarDeployer.undeployDir(File)",1,3,4
"org.apache.catalina.ha.deploy.FileMessage.FileMessage(Member,String,String)",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getContextPath()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getData()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getDataLength()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getFileName()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getMessageNumber()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getTotalLength()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getTotalNrOfMsgs()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.getUniqueId()",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.setData(byte[],int)",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.setDataLength(int)",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.setFileName(String)",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.setMessageNumber(int)",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.setTotalLength(long)",1,1,1
"org.apache.catalina.ha.deploy.FileMessage.setTotalNrOfMsgs(long)",1,1,1
"org.apache.catalina.ha.deploy.FileMessageFactory.FileMessageFactory(File,boolean)",1,4,4
"org.apache.catalina.ha.deploy.FileMessageFactory.checkState(boolean)",4,3,4
"org.apache.catalina.ha.deploy.FileMessageFactory.cleanup()",1,3,5
"org.apache.catalina.ha.deploy.FileMessageFactory.getFile()",1,1,1
"org.apache.catalina.ha.deploy.FileMessageFactory.getInstance(File,boolean)",1,1,1
"org.apache.catalina.ha.deploy.FileMessageFactory.main(String[])",1,2,2
"org.apache.catalina.ha.deploy.FileMessageFactory.readMessage(FileMessage)",2,2,2
"org.apache.catalina.ha.deploy.FileMessageFactory.writeMessage(FileMessage)",8,7,10
"org.apache.catalina.ha.deploy.UndeployMessage.UndeployMessage()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.UndeployMessage(Member,long,String,String,boolean)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getAddress()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getCompress()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getContextPath()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getResend()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getTimestamp()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getUndeploy()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.getUniqueId()",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setAddress(Member)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setCompress(int)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setContextPath(String)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setResend(int)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setTimestamp(long)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setUndeploy(boolean)",1,1,1
"org.apache.catalina.ha.deploy.UndeployMessage.setUniqueId(String)",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.WarFilter.accept(File,String)",2,1,2
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.WarInfo(File)",1,1,2
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.check()",1,5,6
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.equals(Object)",2,2,2
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.exists()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.getWar()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.hashCode()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.modified()",1,2,2
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo.setLastState(int)",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.WarWatcher()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.WarWatcher(FileChangeListener,File)",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.addWarInfo(File)",1,2,2
"org.apache.catalina.ha.deploy.WarWatcher.check()",1,6,7
"org.apache.catalina.ha.deploy.WarWatcher.clear()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.getListener()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.getWatchDir()",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.setListener(FileChangeListener)",1,1,1
"org.apache.catalina.ha.deploy.WarWatcher.setWatchDir(File)",1,1,1
"org.apache.catalina.ha.jmx.ClusterJmxHelper.getDefaultClusterName(SimpleTcpCluster)",1,3,3
"org.apache.catalina.ha.jmx.ClusterJmxHelper.getMBeanServer()",1,3,3
"org.apache.catalina.ha.jmx.ClusterJmxHelper.getManagedBean(Object)",1,2,2
"org.apache.catalina.ha.jmx.ClusterJmxHelper.getRegistry()",1,1,1
"org.apache.catalina.ha.jmx.ClusterJmxHelper.initDefaultCluster()",1,1,1
"org.apache.catalina.ha.jmx.ClusterJmxHelper.initMetaData(Class<?>)",2,2,3
"org.apache.catalina.ha.jmx.ClusterJmxHelper.registerDefaultCluster(SimpleTcpCluster)",1,3,3
"org.apache.catalina.ha.jmx.ClusterJmxHelper.unregisterDefaultCluster(SimpleTcpCluster)",1,3,3
"org.apache.catalina.ha.session.BackupManager.BackupManager()",1,1,1
"org.apache.catalina.ha.session.BackupManager.cloneFromTemplate()",1,1,1
"org.apache.catalina.ha.session.BackupManager.createEmptySession()",1,1,1
"org.apache.catalina.ha.session.BackupManager.doDomainReplication()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getActiveSessionsFull()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getClassLoaders()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getCluster()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getDistributable()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getExpireSessionsOnShutdown()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getInvalidatedSessions()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getMapName()",1,2,2
"org.apache.catalina.ha.session.BackupManager.getMapSendOptions()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getName()",1,1,1
"org.apache.catalina.ha.session.BackupManager.getReplicationStream(byte[])",1,1,1
"org.apache.catalina.ha.session.BackupManager.getReplicationStream(byte[],int,int)",1,1,1
"org.apache.catalina.ha.session.BackupManager.isDefaultMode()",1,1,1
"org.apache.catalina.ha.session.BackupManager.isNotifyListenersOnReplication()",1,1,1
"org.apache.catalina.ha.session.BackupManager.listSessionIdsFull()",1,2,2
"org.apache.catalina.ha.session.BackupManager.messageDataReceived(ClusterMessage)",1,1,1
"org.apache.catalina.ha.session.BackupManager.objectMadePrimay(Object,Object)",1,2,3
"org.apache.catalina.ha.session.BackupManager.requestCompleted(String)",2,1,2
"org.apache.catalina.ha.session.BackupManager.setCluster(CatalinaCluster)",1,2,2
"org.apache.catalina.ha.session.BackupManager.setDefaultMode(boolean)",1,1,1
"org.apache.catalina.ha.session.BackupManager.setDistributable(boolean)",1,1,1
"org.apache.catalina.ha.session.BackupManager.setDomainReplication(boolean)",1,1,1
"org.apache.catalina.ha.session.BackupManager.setExpireSessionsOnShutdown(boolean)",1,1,1
"org.apache.catalina.ha.session.BackupManager.setMapSendOptions(int)",1,1,1
"org.apache.catalina.ha.session.BackupManager.setName(String)",1,1,1
"org.apache.catalina.ha.session.BackupManager.setNotifyListenersOnReplication(boolean)",1,1,1
"org.apache.catalina.ha.session.BackupManager.startInternal()",1,2,2
"org.apache.catalina.ha.session.BackupManager.stopInternal()",1,3,3
"org.apache.catalina.ha.session.BackupManager.unload()",1,1,1
"org.apache.catalina.ha.session.ClusterManagerBase.getClassLoaders()",1,1,1
"org.apache.catalina.ha.session.ClusterManagerBase.getClassLoaders(Container)",2,4,4
"org.apache.catalina.ha.session.ClusterManagerBase.getReplicationStream(byte[])",1,1,1
"org.apache.catalina.ha.session.ClusterManagerBase.getReplicationStream(byte[],int,int)",1,1,1
"org.apache.catalina.ha.session.ClusterSessionListener.ClusterSessionListener()",1,1,1
"org.apache.catalina.ha.session.ClusterSessionListener.accept(ClusterMessage)",1,1,1
"org.apache.catalina.ha.session.ClusterSessionListener.getInfo()",1,1,1
"org.apache.catalina.ha.session.ClusterSessionListener.messageReceived(ClusterMessage)",1,8,9
"org.apache.catalina.ha.session.DeltaManager.DeltaManager()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.changeSessionId(Session)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.changeSessionId(Session,boolean)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.checkSenderDomain(SessionMessage,Member)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.cloneFromTemplate()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.createEmptySession()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.createSession(String)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.createSession(String,boolean)",2,5,5
"org.apache.catalina.ha.session.DeltaManager.deserializeDeltaRequest(DeltaSession,byte[])",1,1,1
"org.apache.catalina.ha.session.DeltaManager.deserializeSessionId(byte[])",1,1,1
"org.apache.catalina.ha.session.DeltaManager.deserializeSessions(byte[])",1,9,10
"org.apache.catalina.ha.session.DeltaManager.doDomainReplication()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.expireAllLocalSessions()",1,7,7
"org.apache.catalina.ha.session.DeltaManager.findSessionMasterMember()",1,5,6
"org.apache.catalina.ha.session.DeltaManager.getAllClusterSessions()",3,12,13
"org.apache.catalina.ha.session.DeltaManager.getCluster()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterNoStateTransfered()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_ALL_SESSION_DATA()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_ALL_SESSION_TRANSFERCOMPLETE()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_CHANGE_SESSION_ID()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_GET_ALL_SESSIONS()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_SESSION_ACCESSED()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_SESSION_CREATED()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_SESSION_DELTA()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterReceive_EVT_SESSION_EXPIRED()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_ALL_SESSION_DATA()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_ALL_SESSION_TRANSFERCOMPLETE()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_CHANGE_SESSION_ID()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_GET_ALL_SESSIONS()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_SESSION_ACCESSED()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_SESSION_CREATED()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_SESSION_DELTA()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getCounterSend_EVT_SESSION_EXPIRED()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getInfo()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getInvalidatedSessions()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getMaxActiveSessions()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getName()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getNewDeltaSession()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getProcessingTime()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getReceivedQueueSize()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getRejectedSessions()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getSendAllSessionsSize()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getSendAllSessionsWaitTime()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getSessionReplaceCounter()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getStateTransferTimeout()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.getStateTransfered()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.handleALL_SESSION_DATA(SessionMessage,Member)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.handleALL_SESSION_TRANSFERCOMPLETE(SessionMessage,Member)",1,2,2
"org.apache.catalina.ha.session.DeltaManager.handleCHANGE_SESSION_ID(SessionMessage,Member)",1,2,2
"org.apache.catalina.ha.session.DeltaManager.handleGET_ALL_SESSIONS(SessionMessage,Member)",1,7,8
"org.apache.catalina.ha.session.DeltaManager.handleSESSION_ACCESSED(SessionMessage,Member)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.handleSESSION_CREATED(SessionMessage,Member)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.handleSESSION_DELTA(SessionMessage,Member)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.handleSESSION_EXPIRED(SessionMessage,Member)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.isDefaultMode()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.isExpireSessionsOnShutdown()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.isNotifyListenersOnReplication()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.isNotifySessionListenersOnReplication()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.isSendAllSessions()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.isStateTimestampDrop()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.load()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.messageDataReceived(ClusterMessage)",5,6,7
"org.apache.catalina.ha.session.DeltaManager.messageReceived(SessionMessage,Member)",3,14,16
"org.apache.catalina.ha.session.DeltaManager.propertyChange(PropertyChangeEvent)",2,3,4
"org.apache.catalina.ha.session.DeltaManager.registerSessionAtReplicationValve(DeltaSession)",1,9,13
"org.apache.catalina.ha.session.DeltaManager.requestCompleted(String)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.requestCompleted(String,boolean)",1,14,15
"org.apache.catalina.ha.session.DeltaManager.resetStatistics()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.send(SessionMessage)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.sendCreateSession(String,DeltaSession)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.sendSessions(Member,Session[],long)",1,3,3
"org.apache.catalina.ha.session.DeltaManager.serializeDeltaRequest(DeltaSession,DeltaRequest)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.serializeSessionId(String)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.serializeSessions(Session[])",1,4,5
"org.apache.catalina.ha.session.DeltaManager.sessionExpired(String)",1,2,2
"org.apache.catalina.ha.session.DeltaManager.setCluster(CatalinaCluster)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setContainer(Container)",1,3,5
"org.apache.catalina.ha.session.DeltaManager.setDefaultMode(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setDomainReplication(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setExpireSessionsOnShutdown(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setMaxActiveSessions(int)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setName(String)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setNotifyListenersOnReplication(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setNotifySessionListenersOnReplication(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setRejectedSessions(int)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setSendAllSessions(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setSendAllSessionsSize(int)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setSendAllSessionsWaitTime(int)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setStateTimestampDrop(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setStateTransferTimeout(int)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.setStateTransfered(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaManager.startInternal()",2,12,18
"org.apache.catalina.ha.session.DeltaManager.stopInternal()",3,5,6
"org.apache.catalina.ha.session.DeltaManager.unload()",1,1,1
"org.apache.catalina.ha.session.DeltaManager.waitForSendAllSessions(long)",1,9,11
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.AttributeInfo()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.AttributeInfo(int,int,String,Object)",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.equals(Object)",2,1,2
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.getAction()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.getName()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.getType()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.getValue()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.hashCode()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.init(int,int,String,Object)",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.readExternal(ObjectInput)",1,2,2
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.recycle()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.toString()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo.writeExternal(ObjectOutput)",1,2,2
"org.apache.catalina.ha.session.DeltaRequest.DeltaRequest()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.DeltaRequest(String,boolean)",1,2,2
"org.apache.catalina.ha.session.DeltaRequest.addAction(int,int,String,Object)",1,4,5
"org.apache.catalina.ha.session.DeltaRequest.clear()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.execute(DeltaSession)",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.execute(DeltaSession,boolean)",4,13,14
"org.apache.catalina.ha.session.DeltaRequest.getSessionId()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.getSize()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.readExternal(ObjectInput)",1,5,5
"org.apache.catalina.ha.session.DeltaRequest.removeAttribute(String)",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.reset()",1,3,3
"org.apache.catalina.ha.session.DeltaRequest.serialize()",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.setAttribute(String,Object)",1,1,2
"org.apache.catalina.ha.session.DeltaRequest.setMaxInactiveInterval(int)",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.setNew(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaRequest.setPrincipal(Principal)",1,4,5
"org.apache.catalina.ha.session.DeltaRequest.setSessionId(String)",1,2,2
"org.apache.catalina.ha.session.DeltaRequest.writeExternal(ObjectOutput)",1,2,2
"org.apache.catalina.ha.session.DeltaSession.DeltaSession()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.DeltaSession(Manager)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.applyDiff(byte[],int,int)",1,2,3
"org.apache.catalina.ha.session.DeltaSession.endAccess()",1,2,2
"org.apache.catalina.ha.session.DeltaSession.expire(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.expire(boolean,boolean)",2,7,10
"org.apache.catalina.ha.session.DeltaSession.getAttributeInternal(String)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.getClassLoaders()",5,5,5
"org.apache.catalina.ha.session.DeltaSession.getDeltaRequest()",1,2,2
"org.apache.catalina.ha.session.DeltaSession.getDiff()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.getLastTimeReplicated()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.getVersion()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.isDiffable()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.isDirty()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.isPrimarySession()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.isValid()",4,6,9
"org.apache.catalina.ha.session.DeltaSession.lock()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.readExternal(ObjectInput)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.readObject(ObjectInput)",3,5,9
"org.apache.catalina.ha.session.DeltaSession.readObject(ObjectInputStream)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.readObjectData(ObjectInput)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.readObjectData(ObjectInputStream)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.recycle()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.removeAttribute(String,boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.removeAttribute(String,boolean,boolean)",2,2,2
"org.apache.catalina.ha.session.DeltaSession.removeAttributeInternal(String,boolean,boolean)",2,2,4
"org.apache.catalina.ha.session.DeltaSession.resetDeltaRequest()",1,2,2
"org.apache.catalina.ha.session.DeltaSession.resetDiff()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setAccessCount(int)",1,2,4
"org.apache.catalina.ha.session.DeltaSession.setAttribute(String,Object)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setAttribute(String,Object,boolean,boolean)",3,4,5
"org.apache.catalina.ha.session.DeltaSession.setId(String)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setIdInternal(String)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setLastTimeReplicated(long)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setMaxInactiveInterval(int)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setMaxInactiveInterval(int,boolean)",1,3,5
"org.apache.catalina.ha.session.DeltaSession.setNew(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setNew(boolean,boolean)",1,2,3
"org.apache.catalina.ha.session.DeltaSession.setOwner(Object)",1,3,3
"org.apache.catalina.ha.session.DeltaSession.setPrimarySession(boolean)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setPrincipal(Principal)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.setPrincipal(Principal,boolean)",1,2,3
"org.apache.catalina.ha.session.DeltaSession.setVersion(long)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.toString()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.unlock()",1,1,1
"org.apache.catalina.ha.session.DeltaSession.writeExternal(ObjectOutput)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.writeObject(ObjectOutput)",3,9,9
"org.apache.catalina.ha.session.DeltaSession.writeObject(ObjectOutputStream)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.writeObjectData(ObjectOutput)",1,1,1
"org.apache.catalina.ha.session.DeltaSession.writeObjectData(ObjectOutputStream)",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.JvmRouteBinderValve()",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.changeRequestSessionID(Request,String,String)",1,4,4
"org.apache.catalina.ha.session.JvmRouteBinderValve.changeSessionID(Request,String,String,Session)",1,4,4
"org.apache.catalina.ha.session.JvmRouteBinderValve.getCluster()",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.getEnabled()",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.getInfo()",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.getLocalJvmRoute(Request)",2,2,2
"org.apache.catalina.ha.session.JvmRouteBinderValve.getManager(Request)",1,3,3
"org.apache.catalina.ha.session.JvmRouteBinderValve.getNumberOfSessions()",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.getSessionIdAttribute()",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.handleJvmRoute(Request,String,String)",1,8,10
"org.apache.catalina.ha.session.JvmRouteBinderValve.handlePossibleTurnover(Request)",3,5,5
"org.apache.catalina.ha.session.JvmRouteBinderValve.invoke(Request,Response)",1,9,9
"org.apache.catalina.ha.session.JvmRouteBinderValve.sendSessionIDClusterBackup(ClusterManager,Request,String,String)",1,2,2
"org.apache.catalina.ha.session.JvmRouteBinderValve.setCluster(CatalinaCluster)",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.setEnabled(boolean)",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.setSessionIdAttribute(String)",1,1,1
"org.apache.catalina.ha.session.JvmRouteBinderValve.startInternal()",1,10,10
"org.apache.catalina.ha.session.JvmRouteBinderValve.stopInternal()",1,2,2
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.JvmRouteSessionIDBinderListener()",1,1,1
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.accept(ClusterMessage)",1,1,1
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.getInfo()",1,1,1
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.getNumberOfSessions()",1,1,1
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.messageReceived(ClusterMessage)",1,11,11
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.start()",2,2,3
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener.stop()",1,2,2
"org.apache.catalina.ha.session.ReplicatedSession.ReplicatedSession(Manager)",1,1,1
"org.apache.catalina.ha.session.ReplicatedSession.expire()",1,1,1
"org.apache.catalina.ha.session.ReplicatedSession.getAccessCount()",1,1,1
"org.apache.catalina.ha.session.ReplicatedSession.getLastAccessWasDistributed()",1,1,1
"org.apache.catalina.ha.session.ReplicatedSession.getLastAccessedTime()",1,1,1
"org.apache.catalina.ha.session.ReplicatedSession.getThisAccessedTime()",1,1,1
"org.apache.catalina.ha.session.ReplicatedSession.invalidate()",1,1,1
