Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.eclipse.jdt.core.dom.VariableDeclarationFragment",19,15,86,101,9,2,0,4,289,141,0,45,2,"1,65",15,46,33
"org.eclipse.jdt.core.dom.VariableDeclarationStatement",22,19,75,94,15,2,0,3,378,171,0,43,4,"2,17",14,54,39
"org.eclipse.jdt.core.dom.WhileStatement",14,14,71,85,9,2,0,4,237,117,0,45,2,"1,93",10,37,27
"org.eclipse.jdt.core.dom.WildcardType",12,13,76,89,7,2,0,4,247,96,0,48,2,"1,38",11,38,22
"org.eclipse.jdt.core.dom.rewrite.ASTRewrite",15,3,21,24,15,0,0,2,445,193,0,0,0,"2,43",14,53,51
"org.eclipse.jdt.core.dom.rewrite.ITrackedNodePosition",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.dom.rewrite.ListRewrite",10,3,17,20,10,0,0,1,287,115,0,0,0,"1,94",8,33,33
"org.eclipse.jdt.core.eval.ICodeSnippetRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.eval.IEvaluationContext",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,n/a
"org.eclipse.jdt.core.eval.IGlobalVariable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.core.formatter.CodeFormatter",6,5,1,6,0,0,0,1,50,8,1,0,0,n/a,1,1,0
"org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants",7,243,9,252,3,0,0,3,3.129,416,0,0,0,"4,78",9,12,43
"org.eclipse.jdt.core.jdom.DOMException",4,1,2,3,0,0,0,0,27,8,0,0,0,"1,00",0,2,2
"org.eclipse.jdt.core.jdom.DOMFactory",23,0,35,35,11,0,1,8,144,79,0,0,0,"1,44",17,28,26
"org.eclipse.jdt.core.jdom.IDOMCompilationUnit",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.core.jdom.IDOMFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a
"org.eclipse.jdt.core.jdom.IDOMField",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"org.eclipse.jdt.core.jdom.IDOMImport",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"org.eclipse.jdt.core.jdom.IDOMInitializer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.core.jdom.IDOMMember",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.core.jdom.IDOMMethod",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,n/a
"org.eclipse.jdt.core.jdom.IDOMNode",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,n/a
"org.eclipse.jdt.core.jdom.IDOMPackage",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.jdom.IDOMType",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a
"org.eclipse.jdt.core.search.FieldDeclarationMatch",5,7,17,24,3,1,0,0,24,5,0,15,0,"1,00",0,2,1
"org.eclipse.jdt.core.search.FieldReferenceMatch",4,9,19,28,3,1,0,2,51,16,0,15,0,"1,00",2,5,3
"org.eclipse.jdt.core.search.IJavaSearchConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.core.search.IJavaSearchResultCollector",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.core.search.IJavaSearchScope",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.eclipse.jdt.core.search.ISearchPattern",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.core.search.ITypeNameRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.search.LocalVariableDeclarationMatch",4,7,17,24,3,1,0,0,24,5,0,15,0,"1,00",0,2,1
"org.eclipse.jdt.core.search.LocalVariableReferenceMatch",4,9,19,28,3,1,0,2,51,16,0,15,0,"1,00",2,5,3
"org.eclipse.jdt.core.search.MethodDeclarationMatch",5,7,17,24,3,1,0,0,24,5,0,15,0,"1,00",0,2,1
"org.eclipse.jdt.core.search.MethodReferenceMatch",4,9,20,29,3,1,0,2,71,19,0,15,0,"1,00",2,6,4
"org.eclipse.jdt.core.search.PackageDeclarationMatch",4,7,17,24,3,1,0,0,24,5,0,15,0,"1,00",0,2,1
"org.eclipse.jdt.core.search.PackageReferenceMatch",4,7,17,24,3,1,0,0,27,6,0,15,0,"1,00",0,3,1
"org.eclipse.jdt.core.search.SearchDocument",13,3,11,14,2,1,0,7,109,23,1,0,3,"1,00",5,10,5
"org.eclipse.jdt.core.search.SearchEngine",29,1,27,28,22,0,0,7,803,154,0,0,0,"1,26",11,55,34
"org.eclipse.jdt.core.search.SearchEngine.ResultCollectorAdapter",5,1,9,10,4,1,0,1,34,21,0,2,2,"1,00",0,12,4
"org.eclipse.jdt.core.search.SearchEngine.SearchPatternAdapter",3,1,1,2,2,0,1,0,10,6,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.core.search.SearchMatch",27,9,16,25,3,0,0,7,201,83,10,0,0,"1,12",8,17,18
"org.eclipse.jdt.core.search.SearchParticipant",34,0,9,9,6,0,0,8,172,25,1,0,0,"1,20",3,14,6
"org.eclipse.jdt.core.search.SearchPattern",60,9,25,34,33,1,0,7,1.359,1.069,2,5,0,"10,58",18,72,201
"org.eclipse.jdt.core.search.SearchRequestor",7,0,5,5,2,0,0,5,76,11,1,0,0,"1,00",0,5,4
"org.eclipse.jdt.core.search.TypeDeclarationMatch",5,7,17,24,3,1,0,0,24,5,0,15,0,"1,00",0,2,1
"org.eclipse.jdt.core.search.TypeReferenceMatch",4,7,17,24,3,1,0,0,27,6,0,15,0,"1,00",0,3,1
"org.eclipse.jdt.core.util.ByteCodeVisitorAdapter",2,0,410,410,2,0,1,205,1.270,444,0,0,0,"1,00",0,205,205
"org.eclipse.jdt.core.util.ClassFileBytesDisassembler",3,3,3,6,1,0,0,3,54,8,1,0,0,n/a,3,3,0
"org.eclipse.jdt.core.util.ClassFormatException",31,9,2,11,0,0,0,0,37,16,0,0,0,"1,00",0,2,2
"org.eclipse.jdt.core.util.CompilationUnitSorter",11,1,2,3,4,0,0,1,153,17,0,0,0,"1,50",0,4,3
"org.eclipse.jdt.core.util.IAnnotation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.core.util.IAnnotationComponent",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.core.util.IAnnotationComponentValue",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"org.eclipse.jdt.core.util.IAnnotationDefaultAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.core.util.IAttributeNamesConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.core.util.IBytecodeVisitor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,205,n/a
"org.eclipse.jdt.core.util.IClassFileAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.core.util.IClassFileDisassembler",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IClassFileReader",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21,n/a
"org.eclipse.jdt.core.util.ICodeAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a
"org.eclipse.jdt.core.util.IConstantPool",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.core.util.IConstantPoolConstant",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.core.util.IConstantPoolEntry",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a
"org.eclipse.jdt.core.util.IConstantValueAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IEnclosingMethodAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.eclipse.jdt.core.util.IExceptionAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.core.util.IExceptionTableEntry",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"org.eclipse.jdt.core.util.IFieldInfo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a
"org.eclipse.jdt.core.util.IInnerClassesAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IInnerClassesAttributeEntry",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.eclipse.jdt.core.util.ILineNumberAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.ILocalVariableAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.ILocalVariableTableEntry",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.eclipse.jdt.core.util.ILocalVariableTypeTableAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.ILocalVariableTypeTableEntry",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.eclipse.jdt.core.util.IMethodInfo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"org.eclipse.jdt.core.util.IModifierConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.core.util.IOpcodeMnemonics",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.core.util.IParameterAnnotation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IRuntimeInvisibleAnnotationsAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IRuntimeInvisibleParameterAnnotationsAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IRuntimeVisibleAnnotationsAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IRuntimeVisibleParameterAnnotationsAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.ISignatureAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.ISourceAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.core.util.IVerificationTypeInfo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.core.util.OpcodeStringValues",2,1,0,1,1,0,1,0,217,209,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.compiler.ASTVisitor",112,0,203,203,92,0,0,203,790,607,13,0,0,"1,00",101,203,203
"org.eclipse.jdt.internal.compiler.ClassFile",74,20,59,79,59,0,6,3,3.553,2.811,2,0,0,"7,27",14,168,429
"org.eclipse.jdt.internal.compiler.CompilationResult",63,17,22,39,9,0,0,4,342,308,0,0,0,"4,05",15,32,89
"org.eclipse.jdt.internal.compiler.Compiler",39,10,18,28,28,0,2,1,540,365,4,0,0,"3,65",2,51,62
"org.eclipse.jdt.internal.compiler.ConfigurableOption",1,10,12,22,1,0,0,9,201,131,0,0,0,"1,58",10,12,19
"org.eclipse.jdt.internal.compiler.DefaultErrorHandlingPolicies",14,0,4,4,1,0,0,4,62,42,0,0,0,"1,00",4,4,12
"org.eclipse.jdt.internal.compiler.DocumentElementParser",38,82,430,512,37,1,7,2,1.337,1.060,0,329,43,"2,35",8,145,134
"org.eclipse.jdt.internal.compiler.ICompilerRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.compiler.IDebugRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"org.eclipse.jdt.internal.compiler.IDocumentElementRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a
"org.eclipse.jdt.internal.compiler.IErrorHandlingPolicy",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.internal.compiler.IProblemFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.internal.compiler.ISourceElementRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27,n/a
"org.eclipse.jdt.internal.compiler.ISourceElementRequestor.FieldInfo",8,7,0,7,0,0,0,0,9,9,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.compiler.ISourceElementRequestor.MethodInfo",10,13,0,13,1,0,0,0,15,15,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.compiler.ISourceElementRequestor.TypeInfo",9,10,0,10,1,0,0,0,12,12,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.compiler.ISourceElementRequestor.TypeParameterInfo",5,7,0,7,0,0,0,0,9,9,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.compiler.SourceElementParser",79,85,435,520,74,2,7,1,1.420,1.261,0,356,26,"5,77",9,147,277
"org.eclipse.jdt.internal.compiler.SourceElementParser.LocalDeclarationVisitor",5,1,208,209,5,1,0,1,29,26,0,201,2,"1,60",3,6,8
"org.eclipse.jdt.internal.compiler.SourceElementRequestorAdapter",7,0,54,54,5,0,1,27,172,76,2,0,0,"1,00",0,27,27
"org.eclipse.jdt.internal.compiler.ast.AND_AND_Expression",19,11,92,103,13,5,7,2,232,202,0,62,5,"6,33",2,41,38
"org.eclipse.jdt.internal.compiler.ast.ASTNode",226,95,19,114,27,0,6,11,325,279,6,0,0,"4,17",15,62,75
"org.eclipse.jdt.internal.compiler.ast.AbstractMethodDeclaration",94,22,47,69,41,1,8,11,348,314,3,12,0,"2,93",15,73,79
"org.eclipse.jdt.internal.compiler.ast.AbstractVariableDeclaration",74,19,43,62,11,2,7,9,86,62,3,19,0,"1,67",6,15,15
"org.eclipse.jdt.internal.compiler.ast.AllocationExpression",54,14,84,98,29,3,7,5,278,242,3,46,4,"4,27",7,63,64
"org.eclipse.jdt.internal.compiler.ast.Annotation",46,10,69,79,24,3,6,3,269,253,3,47,1,"16,80",6,27,84
"org.eclipse.jdt.internal.compiler.ast.AnnotationMethodDeclaration",30,26,63,89,23,3,8,4,130,124,0,34,7,"4,38",3,42,35
"org.eclipse.jdt.internal.compiler.ast.Argument",45,15,58,73,17,4,7,2,108,99,2,29,4,"3,25",5,39,26
"org.eclipse.jdt.internal.compiler.ast.ArrayAllocationExpression",25,9,67,76,16,3,6,1,147,123,0,46,4,"6,17",3,38,37
"org.eclipse.jdt.internal.compiler.ast.ArrayInitializer",33,8,67,75,17,3,6,1,183,168,0,46,4,"7,67",3,44,46
"org.eclipse.jdt.internal.compiler.ast.ArrayQualifiedTypeReference",23,9,96,105,13,5,6,3,63,60,2,63,6,"1,86",4,20,13
"org.eclipse.jdt.internal.compiler.ast.ArrayReference",28,8,80,88,19,4,6,1,174,166,0,49,4,"2,70",4,39,27
"org.eclipse.jdt.internal.compiler.ast.ArrayTypeReference",24,9,96,105,10,5,6,3,61,52,2,63,6,"1,86",4,18,13
"org.eclipse.jdt.internal.compiler.ast.AssertStatement",30,7,33,40,27,2,6,1,149,142,0,18,1,"3,75",2,51,30
"org.eclipse.jdt.internal.compiler.ast.Assignment",43,8,76,84,25,3,6,1,183,163,1,41,8,"2,73",10,56,41
"org.eclipse.jdt.internal.compiler.ast.BinaryExpression",33,9,86,95,21,4,7,2,1.717,1.549,3,44,9,"16,95",5,118,339
"org.eclipse.jdt.internal.compiler.ast.Block",27,6,35,41,10,2,6,1,106,97,0,16,3,"3,00",4,25,30
"org.eclipse.jdt.internal.compiler.ast.BranchStatement",12,6,28,34,7,2,6,2,44,33,2,19,0,"2,33",0,9,7
"org.eclipse.jdt.internal.compiler.ast.BreakStatement",12,6,32,38,9,3,6,2,66,61,0,20,1,"3,75",2,20,15
"org.eclipse.jdt.internal.compiler.ast.CaseStatement",22,6,32,38,18,2,6,2,100,85,0,17,2,"3,00",3,28,21
"org.eclipse.jdt.internal.compiler.ast.CastExpression",47,9,81,90,27,3,6,1,372,296,0,39,11,"3,61",8,64,101
"org.eclipse.jdt.internal.compiler.ast.CharLiteral",16,8,78,86,9,5,6,3,80,67,0,53,2,"3,17",1,12,19
"org.eclipse.jdt.internal.compiler.ast.ClassLiteralAccess",28,9,67,76,20,3,6,1,74,63,1,46,4,"2,17",3,28,13
"org.eclipse.jdt.internal.compiler.ast.Clinit",31,24,59,83,29,2,8,7,242,199,0,30,7,"3,00",4,61,36
"org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration",73,16,37,53,21,1,8,1,262,226,0,12,0,"3,47",7,46,66
"org.eclipse.jdt.internal.compiler.ast.CompoundAssignment",35,10,85,95,18,4,7,2,147,129,2,53,6,"4,33",6,29,39
"org.eclipse.jdt.internal.compiler.ast.ConditionalExpression",29,15,74,89,22,4,7,1,375,329,0,47,6,"7,75",4,54,62
"org.eclipse.jdt.internal.compiler.ast.ConstructorDeclaration",69,25,62,87,46,2,8,3,401,363,0,28,9,"6,13",6,99,92
"org.eclipse.jdt.internal.compiler.ast.ContinueStatement",12,6,32,38,9,3,6,2,70,65,0,20,1,"4,00",2,20,16
"org.eclipse.jdt.internal.compiler.ast.DoStatement",21,8,31,39,18,2,6,1,132,115,0,18,1,"3,33",2,45,20
"org.eclipse.jdt.internal.compiler.ast.DoubleLiteral",15,8,77,85,11,5,6,3,94,75,0,53,2,"3,40",1,12,17
"org.eclipse.jdt.internal.compiler.ast.EmptyStatement",20,3,32,35,12,2,6,6,34,31,0,17,2,"1,29",3,15,9
"org.eclipse.jdt.internal.compiler.ast.EqualExpression",29,9,98,107,23,5,7,2,477,405,0,59,7,"9,58",3,64,115
"org.eclipse.jdt.internal.compiler.ast.ExplicitConstructorCall",48,17,48,65,30,2,7,5,319,274,2,18,1,"4,53",6,68,68
"org.eclipse.jdt.internal.compiler.ast.Expression",170,6,62,68,28,2,6,11,730,606,16,17,2,"5,47",20,92,197
"org.eclipse.jdt.internal.compiler.ast.ExtendedStringLiteral",8,7,85,92,6,5,6,2,52,36,0,56,4,"1,00",3,9,6
"org.eclipse.jdt.internal.compiler.ast.FalseLiteral",15,7,78,85,10,5,6,4,49,37,0,51,4,"1,57",2,14,11
"org.eclipse.jdt.internal.compiler.ast.FieldDeclaration",78,18,51,69,30,3,7,1,223,180,5,28,0,"5,75",3,65,46
"org.eclipse.jdt.internal.compiler.ast.FieldReference",60,16,99,115,36,4,7,4,474,413,4,46,7,"4,29",10,93,90
"org.eclipse.jdt.internal.compiler.ast.FloatLiteral",15,9,77,86,11,5,6,3,95,76,0,53,2,"3,40",1,12,17
"org.eclipse.jdt.internal.compiler.ast.ForStatement",25,14,31,45,22,2,6,1,280,247,0,18,1,"10,33",2,53,62
"org.eclipse.jdt.internal.compiler.ast.ForeachStatement",37,23,31,54,33,2,6,1,358,321,0,18,1,"9,33",2,90,56
"org.eclipse.jdt.internal.compiler.ast.IfStatement",19,10,32,42,16,2,6,1,201,171,0,18,1,"4,43",2,45,31
"org.eclipse.jdt.internal.compiler.ast.ImplicitDocTypeReference",10,7,89,96,8,4,6,7,53,33,0,61,1,"1,12",5,10,9
"org.eclipse.jdt.internal.compiler.ast.ImportReference",39,12,20,32,6,1,6,2,55,51,6,12,0,"1,83",4,9,11
"org.eclipse.jdt.internal.compiler.ast.Initializer",39,23,60,83,19,4,7,3,87,76,0,27,7,"1,67",4,27,15
"org.eclipse.jdt.internal.compiler.ast.InstanceOfExpression",21,8,74,82,13,4,7,3,78,65,0,47,6,"1,50",3,32,12
"org.eclipse.jdt.internal.compiler.ast.IntLiteral",26,10,82,92,13,5,6,3,118,96,1,50,4,"2,50",4,21,25
"org.eclipse.jdt.internal.compiler.ast.IntLiteralMinValue",5,10,84,94,3,6,6,1,10,10,0,62,1,"1,00",0,3,2
"org.eclipse.jdt.internal.compiler.ast.Javadoc",51,10,23,33,45,1,6,1,555,476,0,12,0,"17,44",2,48,157
"org.eclipse.jdt.internal.compiler.ast.JavadocAllocationExpression",20,18,89,107,14,4,7,1,87,71,0,62,3,"3,40",4,20,17
"org.eclipse.jdt.internal.compiler.ast.JavadocArgumentExpression",17,8,68,76,14,3,6,1,71,64,0,46,4,"2,57",4,21,18
"org.eclipse.jdt.internal.compiler.ast.JavadocArrayQualifiedTypeReference",10,11,101,112,9,6,6,3,24,20,0,69,4,"1,00",0,14,5
"org.eclipse.jdt.internal.compiler.ast.JavadocArraySingleTypeReference",9,9,101,110,8,6,6,3,24,20,0,69,4,"1,00",0,14,5
"org.eclipse.jdt.internal.compiler.ast.JavadocFieldReference",23,19,105,124,17,5,7,2,114,89,0,66,5,"3,43",5,28,24
"org.eclipse.jdt.internal.compiler.ast.JavadocImportReference",3,14,21,35,3,2,6,0,17,9,0,17,0,"1,00",0,2,1
"org.eclipse.jdt.internal.compiler.ast.JavadocMessageSend",23,22,92,114,17,4,7,1,140,123,0,58,5,"4,50",5,28,36
"org.eclipse.jdt.internal.compiler.ast.JavadocQualifiedTypeReference",17,11,97,108,11,5,6,3,64,48,0,62,6,"1,62",3,22,13
"org.eclipse.jdt.internal.compiler.ast.JavadocReturnStatement",13,10,39,49,11,3,6,3,44,34,0,24,3,"2,25",1,12,9
"org.eclipse.jdt.internal.compiler.ast.JavadocSingleNameReference",12,15,112,127,10,6,8,2,39,32,0,78,2,"1,50",0,12,6
"org.eclipse.jdt.internal.compiler.ast.JavadocSingleTypeReference",16,10,97,107,11,5,6,3,62,49,0,62,6,"1,62",3,22,13
"org.eclipse.jdt.internal.compiler.ast.LabeledStatement",16,7,32,39,13,2,6,1,95,78,0,17,2,"2,29",3,25,16
"org.eclipse.jdt.internal.compiler.ast.Literal",14,6,68,74,8,3,6,3,29,27,3,49,2,"1,25",5,9,5
"org.eclipse.jdt.internal.compiler.ast.LocalDeclaration",56,14,50,64,24,3,7,2,198,166,3,25,3,"6,00",2,58,42
"org.eclipse.jdt.internal.compiler.ast.LongLiteral",18,9,80,89,13,5,6,3,113,98,1,51,3,"3,12",3,18,25
"org.eclipse.jdt.internal.compiler.ast.LongLiteralMinValue",5,10,82,92,3,6,6,1,10,10,0,61,1,"1,00",0,3,2
"org.eclipse.jdt.internal.compiler.ast.MagicLiteral",4,6,71,77,1,4,6,2,11,11,3,53,1,"1,00",2,4,3
"org.eclipse.jdt.internal.compiler.ast.MarkerAnnotation",11,9,71,80,7,4,6,3,21,18,0,50,0,"1,00",1,8,4
"org.eclipse.jdt.internal.compiler.ast.MemberValuePair",26,6,19,25,15,1,6,1,123,116,1,11,1,"6,00",1,32,30
"org.eclipse.jdt.internal.compiler.ast.MessageSend",56,18,84,102,32,3,7,4,377,323,4,43,7,"5,87",7,83,88
"org.eclipse.jdt.internal.compiler.ast.MethodDeclaration",61,24,55,79,33,2,8,2,158,139,4,32,5,"5,75",3,44,46
"org.eclipse.jdt.internal.compiler.ast.NameReference",40,10,87,97,7,4,7,6,44,33,2,53,2,"1,12",5,10,9
"org.eclipse.jdt.internal.compiler.ast.NormalAnnotation",13,10,72,82,8,4,6,1,51,45,0,49,1,"3,00",2,13,15
"org.eclipse.jdt.internal.compiler.ast.NullLiteral",17,7,78,85,9,5,6,6,38,28,0,51,4,"1,14",3,12,8
"org.eclipse.jdt.internal.compiler.ast.NumberLiteral",7,7,72,79,1,4,6,2,16,16,5,53,1,"1,00",2,5,4
