Complexity metrics,Qui, 26 out 2017 17:44:33 BRST
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ArrayTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ArrayTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(Assignment,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(BinaryExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(CastExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(CompoundAssignment,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ConditionalExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(EqualExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ExplicitConstructorCall,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(FieldReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(InstanceOfExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(MessageSend,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(OR_OR_Expression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ParameterizedQualifiedTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ParameterizedQualifiedTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ParameterizedSingleTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ParameterizedSingleTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(PostfixExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(PrefixExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(QualifiedAllocationExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(QualifiedNameReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(QualifiedSuperReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(QualifiedThisReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(QualifiedTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(QualifiedTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(SingleNameReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(SingleTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(SingleTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(SuperReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(ThisReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.endVisit(UnaryExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.getCompletionNodeParent()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(AND_AND_Expression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ASTNode)",1,1,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(AllocationExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayAllocationExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayInitializer,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayQualifiedTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayQualifiedTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ArrayTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(Assignment,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(BinaryExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(CastExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(CompoundAssignment,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ConditionalExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(EqualExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ExplicitConstructorCall,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(FieldReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(InstanceOfExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(MessageSend,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(OR_OR_Expression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ParameterizedQualifiedTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ParameterizedQualifiedTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ParameterizedSingleTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ParameterizedSingleTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(PostfixExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(PrefixExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(QualifiedAllocationExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(QualifiedNameReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(QualifiedSuperReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(QualifiedThisReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(QualifiedTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(QualifiedTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(SingleNameReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(SingleTypeReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(SingleTypeReference,ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(SuperReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(ThisReference,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector.visit(UnaryExpression,BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeFound.CompletionNodeFound()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeFound.CompletionNodeFound(ASTNode,Binding,Scope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionNodeFound.CompletionNodeFound(ASTNode,Scope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnArgumentName.CompletionOnArgumentName(char[],long,TypeReference,int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnArgumentName.bind(MethodScope,TypeBinding,boolean)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnArgumentName.print(int,StringBuffer)",1,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnArgumentName.resolve(BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnClassLiteralAccess.CompletionOnClassLiteralAccess(long,TypeReference)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnClassLiteralAccess.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnClassLiteralAccess.resolveType(BlockScope)",2,1,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnClassReference.CompletionOnClassReference(char[],long)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnClassReference.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnExceptionReference.CompletionOnExceptionReference(char[],long)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnExceptionReference.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnExplicitConstructorCall.CompletionOnExplicitConstructorCall(int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnExplicitConstructorCall.printStatement(int,StringBuffer)",1,6,6
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnExplicitConstructorCall.resolve(BlockScope)",4,4,7
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldName.CompletionOnFieldName(char[],int,int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldName.printStatement(int,StringBuffer)",1,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldName.resolve(MethodScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldType.CompletionOnFieldType(TypeReference,boolean)",1,1,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldType.printStatement(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnImportReference.CompletionOnImportReference(char[][],long[],int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnImportReference.print(int,StringBuffer,boolean)",1,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnInterfaceReference.CompletionOnInterfaceReference(char[],long)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnInterfaceReference.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.CompletionOnKeyword1(char[],long,char[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.CompletionOnKeyword1(char[],long,char[][])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.aboutToResolve(Scope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.getPossibleKeywords()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.getToken()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.getTypeBinding(Scope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword2.CompletionOnKeyword2(char[],long,char[][])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword2.getPossibleKeywords()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword2.getToken()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword2.print(int,StringBuffer,boolean)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3.CompletionOnKeyword3(char[],long,char[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3.CompletionOnKeyword3(char[],long,char[][])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3.getPossibleKeywords()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3.getToken()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3.resolveType(BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnLocalName.CompletionOnLocalName(char[],int,int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnLocalName.printStatement(int,StringBuffer)",1,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnLocalName.resolve(BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMemberAccess.CompletionOnMemberAccess(char[],long)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMemberAccess.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMemberAccess.resolveType(BlockScope)",2,2,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMessageSend.printExpression(int,StringBuffer)",1,5,5
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMessageSend.resolveType(BlockScope)",3,5,7
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodName.CompletionOnMethodName(CompilationResult)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodName.print(int,StringBuffer)",1,7,7
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodName.resolve(ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodReturnType.CompletionOnMethodReturnType(TypeReference,CompilationResult)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodReturnType.print(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodReturnType.resolveStatements()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodTypeParameter.CompletionOnMethodTypeParameter(TypeParameter[],CompilationResult)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodTypeParameter.print(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodTypeParameter.resolveStatements()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnPackageReference.CompletionOnPackageReference(char[][],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnPackageReference.print(int,StringBuffer,boolean)",1,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.CompletionOnParameterizedQualifiedTypeReference(char[][],TypeReference[][],char[],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.CompletionOnParameterizedQualifiedTypeReference(char[][],TypeReference[][],char[],long[],int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.isClass()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.isException()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.isInterface()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.printExpression(int,StringBuffer)",2,7,10
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.resolveType(BlockScope,boolean)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference.resolveType(ClassScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedAllocationExpression.printExpression(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedAllocationExpression.resolveType(BlockScope)",5,5,9
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedClassReference.CompletionOnQualifiedClassReference(char[][],char[],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedClassReference.printExpression(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedExceptionReference.CompletionOnQualifiedExceptionReference(char[][],char[],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedExceptionReference.printExpression(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedInterfaceReference.CompletionOnQualifiedInterfaceReference(char[][],char[],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedInterfaceReference.printExpression(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference.CompletionOnQualifiedNameReference(char[][],char[],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference.printExpression(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference.resolveType(BlockScope)",2,4,4
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference.CompletionOnQualifiedTypeReference(char[][],char[],long[])",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference.aboutToResolve(Scope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference.copyDims(int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference.getTypeBinding(Scope)",2,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference.printExpression(int,StringBuffer)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleNameReference.CompletionOnSingleNameReference(char[],long)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleNameReference.CompletionOnSingleNameReference(char[],long,char[][],boolean)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleNameReference.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleNameReference.resolveType(BlockScope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference.CompletionOnSingleTypeReference(char[],long)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference.aboutToResolve(Scope)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference.copyDims(int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference.getTypeBinding(Scope)",3,2,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference.printExpression(int,StringBuffer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference.resolveTypeEnclosing(BlockScope,ReferenceBinding)",3,2,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.CompletionParser(ProblemReporter)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.assistIdentifier()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.attachOrphanCompletionNode()",28,43,64
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.bodyEnd(AbstractMethodDeclaration)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.bodyEnd(Initializer)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.buildMoreCompletionContext(Expression)",9,23,71
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.buildMoreGenericsCompletionContext(ASTNode)",3,9,13
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkCatchClause()",2,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkClassInstanceCreation()",3,7,9
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkClassLiteralAccess()",4,4,7
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkInstanceofKeyword()",4,7,8
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkInvocation()",5,10,26
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkKeyword()",4,16,26
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkMemberAccess()",2,2,4
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkNameCompletion()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkParemeterizedType()",4,4,8
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkRecoveredMethod()",5,4,7
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.checkRecoveredType()",6,7,9
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.completionIdentifierCheck()",16,9,25
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeArrayCreationExpressionWithInitializer()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeArrayCreationExpressionWithoutInitializer()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeArrayCreationHeader()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeAssignment()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeAssignmentOperator(int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeBinaryExpression(int)",1,1,4
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeBinaryExpressionWithName(int)",1,1,4
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeCaseLabel()",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeCastExpressionLL1()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeCastExpressionWithGenericsArray()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeCastExpressionWithNameArray()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeCastExpressionWithPrimitiveType()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeCastExpressionWithQualifiedGenericsArray()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeClassBodyDeclaration()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeClassBodyopt()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeClassHeaderExtends()",1,2,8
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeClassHeaderName1()",1,4,10
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeClassTypeElt()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeConditionalExpression(int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeConditionalExpressionWithName(int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeConstructorBody()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeConstructorHeader()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeConstructorHeaderName()",2,2,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeDefaultLabel()",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeDimWithOrWithOutExpr()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeEnterAnonymousClassBody()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeEnterAnonymousClassBodySimpleName()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeEnterVariable()",5,10,12
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeEqualityExpression(int)",1,1,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeEqualityExpressionWithName(int)",1,1,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeExitVariableWithInitialization()",1,1,5
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeExplicitConstructorInvocation(int,int)",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeFieldAccess(boolean)",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeForceNoDiet()",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeFormalParameter(boolean)",1,4,6
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInsideCastExpression()",1,3,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInsideCastExpressionLL1()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInsideCastExpressionWithQualifiedGenerics()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInstanceOfExpression(int)",1,1,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInstanceOfExpressionWithName(int)",1,1,3
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInterfaceHeaderExtends()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInterfaceHeaderName1()",1,2,8
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeInterfaceType()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodBody()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodHeader()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodHeaderExtendedDims()",1,2,8
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodHeaderName(boolean)",1,12,12
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodHeaderRightParen()",1,6,10
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodInvocationName()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodInvocationPrimary()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeMethodInvocationSuper()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeModifiers()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeNestedMethod()",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeOnlyTypeArguments()",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeOnlyTypeArgumentsForCastExpression()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumePrimaryNoNewArrayName()",1,1,1
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumePushPosition()",1,2,2
"org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeReferenceType()",1,1,2
