Complexity metrics,Sex, 27 out 2017 14:45:55 BRST
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.available()",2,1,2
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.batchSize(int)",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.checkClosed()",2,1,2
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.close()",1,1,2
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.discardCursor()",1,2,2
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.getBuffer(int)",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.getBufferFromChunk(Document,int)",5,5,9
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.getChunk(int)",3,5,5
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.getGridFSFile()",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.mark()",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.mark(int)",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.markSupported()",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.read()",2,1,2
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.read(byte[])",1,1,1
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.read(byte[],int,int)",2,4,4
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.reset()",2,1,3
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl.skip(long)",3,3,4
"com.mongodb.client.gridfs.GridFSFindIterableImpl.GridFSFindIterableImpl(FindIterable<GridFSFile>)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.batchSize(int)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.collation(Collation)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.filter(Bson)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.first()",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.forEach(Block<? super GridFSFile>)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.into(A)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.iterator()",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.limit(int)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.map(Function<GridFSFile, U>)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.maxTime(long,TimeUnit)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.noCursorTimeout(boolean)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.skip(int)",1,1,1
"com.mongodb.client.gridfs.GridFSFindIterableImpl.sort(Bson)",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStream.flush()",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.GridFSUploadStreamImpl(MongoCollection<GridFSFile>,MongoCollection<Document>,BsonValue,String,int,Document)",1,1,2
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.abort()",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.checkClosed()",2,1,2
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.close()",2,1,2
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.getData()",1,2,2
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.getFileId()",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.getId()",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.getObjectId()",2,1,2
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.write(byte[])",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.write(byte[],int,int)",4,3,11
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.write(int)",1,1,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl.writeChunk()",1,2,2
"com.mongodb.client.gridfs.codecs.GridFSFileCodec.GridFSFileCodec(CodecRegistry)",1,1,1
"com.mongodb.client.gridfs.codecs.GridFSFileCodec.asDocumentOrNull(BsonDocument)",2,2,2
"com.mongodb.client.gridfs.codecs.GridFSFileCodec.decode(BsonReader,DecoderContext)",1,2,2
"com.mongodb.client.gridfs.codecs.GridFSFileCodec.encode(BsonWriter,GridFSFile,EncoderContext)",1,3,3
"com.mongodb.client.gridfs.codecs.GridFSFileCodec.getEncoderClass()",1,1,1
"com.mongodb.client.gridfs.codecs.GridFSFileCodecProvider.get(Class<T>,CodecRegistry)",2,1,2
"com.mongodb.client.gridfs.model.GridFSDownloadByNameOptions.GridFSDownloadByNameOptions()",1,1,1
"com.mongodb.client.gridfs.model.GridFSDownloadByNameOptions.getRevision()",1,1,1
"com.mongodb.client.gridfs.model.GridFSDownloadByNameOptions.revision(int)",1,1,1
"com.mongodb.client.gridfs.model.GridFSDownloadOptions.GridFSDownloadOptions()",1,1,1
"com.mongodb.client.gridfs.model.GridFSDownloadOptions.getRevision()",1,1,1
"com.mongodb.client.gridfs.model.GridFSDownloadOptions.revision(int)",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.GridFSFile(BsonValue,String,long,int,Date,String,Document)",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.GridFSFile(BsonValue,String,long,int,Date,String,Document,Document)",1,2,3
"com.mongodb.client.gridfs.model.GridFSFile.equals(Object)",11,5,15
"com.mongodb.client.gridfs.model.GridFSFile.getAliases()",2,3,3
"com.mongodb.client.gridfs.model.GridFSFile.getChunkSize()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getContentType()",2,3,3
"com.mongodb.client.gridfs.model.GridFSFile.getExtraElements()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getFilename()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getId()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getLength()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getMD5()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getMetadata()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.getObjectId()",2,1,2
"com.mongodb.client.gridfs.model.GridFSFile.getUploadDate()",1,1,1
"com.mongodb.client.gridfs.model.GridFSFile.hashCode()",1,4,4
"com.mongodb.client.gridfs.model.GridFSFile.toString()",1,1,1
"com.mongodb.client.gridfs.model.GridFSUploadOptions.GridFSUploadOptions()",1,1,1
"com.mongodb.client.gridfs.model.GridFSUploadOptions.chunkSizeBytes(Integer)",1,1,1
"com.mongodb.client.gridfs.model.GridFSUploadOptions.getChunkSizeBytes()",1,1,1
"com.mongodb.client.gridfs.model.GridFSUploadOptions.getMetadata()",1,1,1
"com.mongodb.client.gridfs.model.GridFSUploadOptions.metadata(Document)",1,1,1
"com.mongodb.client.jndi.MongoClientFactory.getObjectInstance(Object,Name,Context,Hashtable<?, ?>)",8,11,11
"com.mongodb.client.model.Accumulators.Accumulators()",1,1,1
"com.mongodb.client.model.Accumulators.accumulator(String,String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.addToSet(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.avg(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.first(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.last(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.max(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.min(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.push(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.stdDevPop(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.stdDevSamp(String,TExpression)",1,1,1
"com.mongodb.client.model.Accumulators.sum(String,TExpression)",1,1,1
"com.mongodb.client.model.Aggregates.AddFieldsStage.AddFieldsStage(List<Field<?>>)",1,1,1
"com.mongodb.client.model.Aggregates.AddFieldsStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,2,2
"com.mongodb.client.model.Aggregates.AddFieldsStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.Aggregates()",1,1,1
"com.mongodb.client.model.Aggregates.BucketAutoStage.BucketAutoStage(TExpression,int,BucketAutoOptions)",1,1,1
"com.mongodb.client.model.Aggregates.BucketAutoStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,2,2
"com.mongodb.client.model.Aggregates.BucketAutoStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.BucketStage.BucketStage(TExpression,List<TBoundary>,BucketOptions)",1,1,1
"com.mongodb.client.model.Aggregates.BucketStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,3,3
"com.mongodb.client.model.Aggregates.BucketStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.FacetStage.FacetStage(List<Facet>)",1,1,1
"com.mongodb.client.model.Aggregates.FacetStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,3,3
"com.mongodb.client.model.Aggregates.FacetStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.GraphLookupStage.GraphLookupStage(String,TExpression,String,String,String,GraphLookupOptions)",1,1,1
"com.mongodb.client.model.Aggregates.GraphLookupStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,3,3
"com.mongodb.client.model.Aggregates.GraphLookupStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.GroupStage.GroupStage(TExpression,List<BsonField>)",1,1,1
"com.mongodb.client.model.Aggregates.GroupStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,2,2
"com.mongodb.client.model.Aggregates.GroupStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.ReplaceRootStage.ReplaceRootStage(TExpression)",1,1,1
"com.mongodb.client.model.Aggregates.ReplaceRootStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,1,1
"com.mongodb.client.model.Aggregates.ReplaceRootStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.SimplePipelineStage.SimplePipelineStage(String,Bson)",1,1,1
"com.mongodb.client.model.Aggregates.SimplePipelineStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,1,1
"com.mongodb.client.model.Aggregates.SimplePipelineStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.SortByCountStage.SortByCountStage(TExpression)",1,1,1
"com.mongodb.client.model.Aggregates.SortByCountStage.toBsonDocument(Class<TDocument>,CodecRegistry)",1,1,1
"com.mongodb.client.model.Aggregates.SortByCountStage.toString()",1,1,1
"com.mongodb.client.model.Aggregates.addFields(Field<?>...)",1,1,1
"com.mongodb.client.model.Aggregates.addFields(List<Field<?>>)",1,1,1
"com.mongodb.client.model.Aggregates.bucket(TExpression,List<Boundary>)",1,1,1
"com.mongodb.client.model.Aggregates.bucket(TExpression,List<TBoundary>,BucketOptions)",1,1,1
"com.mongodb.client.model.Aggregates.bucketAuto(TExpression,int)",1,1,1
"com.mongodb.client.model.Aggregates.bucketAuto(TExpression,int,BucketAutoOptions)",1,1,1
"com.mongodb.client.model.Aggregates.count()",1,1,1
"com.mongodb.client.model.Aggregates.count(String)",1,1,1
"com.mongodb.client.model.Aggregates.facet(Facet...)",1,1,1
"com.mongodb.client.model.Aggregates.facet(List<Facet>)",1,1,1
"com.mongodb.client.model.Aggregates.graphLookup(String,TExpression,String,String,String)",1,1,1
"com.mongodb.client.model.Aggregates.graphLookup(String,TExpression,String,String,String,GraphLookupOptions)",1,1,1
"com.mongodb.client.model.Aggregates.group(TExpression,BsonField...)",1,1,1
"com.mongodb.client.model.Aggregates.group(TExpression,List<BsonField>)",1,1,1
"com.mongodb.client.model.Aggregates.limit(int)",1,1,1
"com.mongodb.client.model.Aggregates.lookup(String,String,String,String)",1,1,1
"com.mongodb.client.model.Aggregates.match(Bson)",1,1,1
"com.mongodb.client.model.Aggregates.out(String)",1,1,1
"com.mongodb.client.model.Aggregates.project(Bson)",1,1,1
"com.mongodb.client.model.Aggregates.replaceRoot(TExpression)",1,1,1
"com.mongodb.client.model.Aggregates.sample(int)",1,1,1
"com.mongodb.client.model.Aggregates.skip(int)",1,1,1
"com.mongodb.client.model.Aggregates.sort(Bson)",1,1,1
"com.mongodb.client.model.Aggregates.sortByCount(TExpression)",1,1,1
"com.mongodb.client.model.Aggregates.unwind(String)",1,1,1
"com.mongodb.client.model.Aggregates.unwind(String,UnwindOptions)",1,3,3
"com.mongodb.client.model.Aggregates.writeBucketOutput(CodecRegistry,BsonDocumentWriter,List<BsonField>)",1,3,3
"com.mongodb.client.model.BsonField.BsonField(String,Bson)",1,1,1
"com.mongodb.client.model.BsonField.getName()",1,1,1
"com.mongodb.client.model.BsonField.getValue()",1,1,1
"com.mongodb.client.model.BsonField.toString()",1,1,1
"com.mongodb.client.model.BucketAutoOptions.getGranularity()",1,1,1
"com.mongodb.client.model.BucketAutoOptions.getOutput()",1,1,2
"com.mongodb.client.model.BucketAutoOptions.granularity(BucketGranularity)",1,1,1
"com.mongodb.client.model.BucketAutoOptions.output(BsonField...)",1,1,1
"com.mongodb.client.model.BucketAutoOptions.output(List<BsonField>)",1,1,1
"com.mongodb.client.model.BucketGranularity.BucketGranularity()",1,1,1
"com.mongodb.client.model.BucketGranularity.BucketGranularity(String)",1,1,1
"com.mongodb.client.model.BucketGranularity.fromString(String)",3,2,3
"com.mongodb.client.model.BucketGranularity.getValue()",1,1,1
"com.mongodb.client.model.BucketOptions.defaultBucket(Object)",1,1,1
"com.mongodb.client.model.BucketOptions.getDefaultBucket()",1,1,1
"com.mongodb.client.model.BucketOptions.getOutput()",1,1,2
"com.mongodb.client.model.BucketOptions.output(BsonField...)",1,1,1
"com.mongodb.client.model.BucketOptions.output(List<BsonField>)",1,1,1
"com.mongodb.client.model.BuildersHelper.BuildersHelper()",1,1,1
"com.mongodb.client.model.BuildersHelper.encodeValue(BsonDocumentWriter,TItem,CodecRegistry)",1,3,3
"com.mongodb.client.model.BulkWriteOptions.bypassDocumentValidation(Boolean)",1,1,1
"com.mongodb.client.model.BulkWriteOptions.getBypassDocumentValidation()",1,1,1
"com.mongodb.client.model.BulkWriteOptions.isOrdered()",1,1,1
"com.mongodb.client.model.BulkWriteOptions.ordered(boolean)",1,1,1
"com.mongodb.client.model.Collation.Builder.Builder()",1,1,1
"com.mongodb.client.model.Collation.Builder.Builder(Collation)",1,1,1
"com.mongodb.client.model.Collation.Builder.backwards(Boolean)",1,1,1
"com.mongodb.client.model.Collation.Builder.build()",1,1,1
"com.mongodb.client.model.Collation.Builder.caseLevel(Boolean)",1,1,1
"com.mongodb.client.model.Collation.Builder.collationAlternate(CollationAlternate)",1,1,1
"com.mongodb.client.model.Collation.Builder.collationCaseFirst(CollationCaseFirst)",1,1,1
"com.mongodb.client.model.Collation.Builder.collationMaxVariable(CollationMaxVariable)",1,1,1
"com.mongodb.client.model.Collation.Builder.collationStrength(CollationStrength)",1,1,1
"com.mongodb.client.model.Collation.Builder.locale(String)",1,1,1
"com.mongodb.client.model.Collation.Builder.normalization(Boolean)",1,1,1
"com.mongodb.client.model.Collation.Builder.numericOrdering(Boolean)",1,1,1
"com.mongodb.client.model.Collation.Collation(Builder)",1,1,1
"com.mongodb.client.model.Collation.asDocument()",1,10,10
"com.mongodb.client.model.Collation.builder()",1,1,1
"com.mongodb.client.model.Collation.builder(Collation)",1,1,1
"com.mongodb.client.model.Collation.equals(Object)",12,7,18
"com.mongodb.client.model.Collation.getAlternate()",1,1,1
"com.mongodb.client.model.Collation.getBackwards()",1,1,1
"com.mongodb.client.model.Collation.getCaseFirst()",1,1,1
"com.mongodb.client.model.Collation.getCaseLevel()",1,1,1
"com.mongodb.client.model.Collation.getLocale()",1,1,1
"com.mongodb.client.model.Collation.getMaxVariable()",1,1,1
"com.mongodb.client.model.Collation.getNormalization()",1,1,1
"com.mongodb.client.model.Collation.getNumericOrdering()",1,1,1
"com.mongodb.client.model.Collation.getStrength()",1,1,1
"com.mongodb.client.model.Collation.hashCode()",1,10,10
"com.mongodb.client.model.Collation.toString()",1,1,1
"com.mongodb.client.model.CollationAlternate.CollationAlternate(String)",1,1,1
"com.mongodb.client.model.CollationAlternate.fromString(String)",4,3,4
"com.mongodb.client.model.CollationAlternate.getValue()",1,1,1
"com.mongodb.client.model.CollationCaseFirst.CollationCaseFirst(String)",1,1,1
"com.mongodb.client.model.CollationCaseFirst.fromString(String)",4,3,4
"com.mongodb.client.model.CollationCaseFirst.getValue()",1,1,1
"com.mongodb.client.model.CollationMaxVariable.CollationMaxVariable(String)",1,1,1
"com.mongodb.client.model.CollationMaxVariable.fromString(String)",4,3,4
"com.mongodb.client.model.CollationMaxVariable.getValue()",1,1,1
"com.mongodb.client.model.CollationStrength.CollationStrength(int)",1,1,1
"com.mongodb.client.model.CollationStrength.fromInt(int)",7,2,7
"com.mongodb.client.model.CollationStrength.getIntRepresentation()",1,1,1
"com.mongodb.client.model.CountOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.CountOptions.getCollation()",1,1,1
"com.mongodb.client.model.CountOptions.getHint()",1,1,1
"com.mongodb.client.model.CountOptions.getHintString()",1,1,1
"com.mongodb.client.model.CountOptions.getLimit()",1,1,1
"com.mongodb.client.model.CountOptions.getMaxTime(TimeUnit)",1,1,1
"com.mongodb.client.model.CountOptions.getSkip()",1,1,1
"com.mongodb.client.model.CountOptions.hint(Bson)",1,1,1
"com.mongodb.client.model.CountOptions.hintString(String)",1,1,1
"com.mongodb.client.model.CountOptions.limit(int)",1,1,1
"com.mongodb.client.model.CountOptions.maxTime(long,TimeUnit)",1,1,1
"com.mongodb.client.model.CountOptions.skip(int)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.autoIndex(boolean)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.capped(boolean)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.getCollation()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.getIndexOptionDefaults()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.getMaxDocuments()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.getSizeInBytes()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.getStorageEngineOptions()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.getValidationOptions()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.indexOptionDefaults(IndexOptionDefaults)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.isAutoIndex()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.isCapped()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.isUsePowerOf2Sizes()",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.maxDocuments(long)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.sizeInBytes(long)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.storageEngineOptions(Bson)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.usePowerOf2Sizes(Boolean)",1,1,1
"com.mongodb.client.model.CreateCollectionOptions.validationOptions(ValidationOptions)",1,1,1
"com.mongodb.client.model.CreateViewOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.CreateViewOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.DBCollectionCountOptions()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getHint()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getHintString()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getLimit()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getMaxTime(TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getReadConcern()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getReadPreference()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.getSkip()",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.hint(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.hintString(String)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.limit(int)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.limit(long)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.maxTime(long,TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.readConcern(ReadConcern)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.readPreference(ReadPreference)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.skip(int)",1,1,1
"com.mongodb.client.model.DBCollectionCountOptions.skip(long)",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.DBCollectionDistinctOptions()",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.filter(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.getFilter()",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.getReadConcern()",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.getReadPreference()",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.readConcern(ReadConcern)",1,1,1
"com.mongodb.client.model.DBCollectionDistinctOptions.readPreference(ReadPreference)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.DBCollectionFindAndModifyOptions()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.arrayFilters(List<? extends DBObject>)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.bypassDocumentValidation(Boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getArrayFilters()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getBypassDocumentValidation()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getMaxTime(TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getProjection()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getSort()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getUpdate()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.getWriteConcern()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.isRemove()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.isUpsert()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.maxTime(long,TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.projection(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.remove(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.returnNew()",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.returnNew(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.sort(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.update(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.upsert(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindAndModifyOptions.writeConcern(WriteConcern)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.DBCollectionFindOptions()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.batchSize(int)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.copy()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.cursorType(CursorType)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getBatchSize()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getCursorType()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getLimit()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getMaxAwaitTime(TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getMaxTime(TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getModifiers()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getProjection()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getReadConcern()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getReadPreference()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getSkip()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.getSort()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.isNoCursorTimeout()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.isOplogReplay()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.isPartial()",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.limit(int)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.maxAwaitTime(long,TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.maxTime(long,TimeUnit)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.modifiers(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.noCursorTimeout(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.oplogReplay(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.partial(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.projection(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.readConcern(ReadConcern)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.readPreference(ReadPreference)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.skip(int)",1,1,1
"com.mongodb.client.model.DBCollectionFindOptions.sort(DBObject)",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.DBCollectionRemoveOptions()",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.encoder(DBEncoder)",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.getEncoder()",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.getWriteConcern()",1,1,1
"com.mongodb.client.model.DBCollectionRemoveOptions.writeConcern(WriteConcern)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.DBCollectionUpdateOptions()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.arrayFilters(List<? extends DBObject>)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.bypassDocumentValidation(Boolean)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.collation(Collation)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.encoder(DBEncoder)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.getArrayFilters()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.getBypassDocumentValidation()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.getCollation()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.getEncoder()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.getWriteConcern()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.isMulti()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.isUpsert()",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.multi(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.upsert(boolean)",1,1,1
"com.mongodb.client.model.DBCollectionUpdateOptions.writeConcern(WriteConcern)",1,1,1
