Complexity metrics,Ter, 24 out 2017 17:17:05 BRST
"com.android.ddmlib.log.EventLogParser.saveTags(String)",1,6,6
"com.android.ddmlib.log.EventValueDescription.EventValueDescription(String,EventValueType)",1,1,3
"com.android.ddmlib.log.EventValueDescription.EventValueDescription(String,EventValueType,ValueType)",1,1,1
"com.android.ddmlib.log.EventValueDescription.ValueType.ValueType(int)",1,1,1
"com.android.ddmlib.log.EventValueDescription.ValueType.checkType(EventValueType)",2,2,4
"com.android.ddmlib.log.EventValueDescription.ValueType.getValue()",1,1,1
"com.android.ddmlib.log.EventValueDescription.ValueType.getValueType(int)",3,1,3
"com.android.ddmlib.log.EventValueDescription.ValueType.toString()",1,1,1
"com.android.ddmlib.log.EventValueDescription.checkForType(Object)",5,2,5
"com.android.ddmlib.log.EventValueDescription.getEventValueType()",1,1,1
"com.android.ddmlib.log.EventValueDescription.getName()",1,1,1
"com.android.ddmlib.log.EventValueDescription.getObjectFromString(String)",4,4,6
"com.android.ddmlib.log.EventValueDescription.getValueType()",1,1,1
"com.android.ddmlib.log.EventValueDescription.toString()",2,2,2
"com.android.ddmlib.log.GcEventContainer.GcEventContainer(LogEntry,int,Object)",1,1,1
"com.android.ddmlib.log.GcEventContainer.GcEventContainer(int,int,int,int,int,Object)",1,1,1
"com.android.ddmlib.log.GcEventContainer.float12ToInt(int)",1,1,1
"com.android.ddmlib.log.GcEventContainer.getType()",1,1,1
"com.android.ddmlib.log.GcEventContainer.getValue(int)",2,1,3
"com.android.ddmlib.log.GcEventContainer.getValueAsDouble(int)",1,1,1
"com.android.ddmlib.log.GcEventContainer.getValueAsLong(int)",22,2,22
"com.android.ddmlib.log.GcEventContainer.getValueAsString(int)",3,2,4
"com.android.ddmlib.log.GcEventContainer.getValueDescriptions()",1,1,2
"com.android.ddmlib.log.GcEventContainer.init(Object)",1,4,4
"com.android.ddmlib.log.GcEventContainer.parseDvmHeapInfo(long,int)",2,2,6
"com.android.ddmlib.log.GcEventContainer.put64bitsToArray(long,byte[],int)",1,1,1
"com.android.ddmlib.log.GcEventContainer.testValue(int,Object,CompareMethod)",11,8,11
"com.android.ddmlib.log.InvalidTypeException.InvalidTypeException()",1,1,1
"com.android.ddmlib.log.InvalidTypeException.InvalidTypeException(String)",1,1,1
"com.android.ddmlib.log.InvalidTypeException.InvalidTypeException(String,Throwable)",1,1,1
"com.android.ddmlib.log.InvalidTypeException.InvalidTypeException(Throwable)",1,1,1
"com.android.ddmlib.log.InvalidValueTypeException.InvalidValueTypeException()",1,1,1
"com.android.ddmlib.log.InvalidValueTypeException.InvalidValueTypeException(String)",1,1,1
"com.android.ddmlib.log.InvalidValueTypeException.InvalidValueTypeException(String,Throwable)",1,1,1
"com.android.ddmlib.log.InvalidValueTypeException.InvalidValueTypeException(Throwable)",1,1,1
"com.android.ddmlib.log.LogReceiver.LogReceiver(ILogListener)",1,1,1
"com.android.ddmlib.log.LogReceiver.cancel()",1,1,1
"com.android.ddmlib.log.LogReceiver.createEntry(byte[],int)",2,1,2
"com.android.ddmlib.log.LogReceiver.isCancelled()",1,1,1
"com.android.ddmlib.log.LogReceiver.parseNewData(byte[],int,int)",5,8,9
"com.android.ddmlib.testrunner.IRemoteAndroidTestRunner.TestSize.TestSize(String)",1,1,1
"com.android.ddmlib.testrunner.IRemoteAndroidTestRunner.TestSize.getRunnerValue()",1,1,1
"com.android.ddmlib.testrunner.IRemoteAndroidTestRunner.TestSize.getTestSize(String)",3,2,3
"com.android.ddmlib.testrunner.InstrumentationResultParser.InstrumentationResultParser(String,Collection<ITestRunListener>)",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.InstrumentationResultParser(String,ITestRunListener)",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.TestResult.isComplete()",1,1,3
"com.android.ddmlib.testrunner.InstrumentationResultParser.TestResult.toString()",2,4,4
"com.android.ddmlib.testrunner.InstrumentationResultParser.cancel()",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.clearCurrentTestInfo()",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.done()",1,2,2
"com.android.ddmlib.testrunner.InstrumentationResultParser.getAndResetTestMetrics()",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.getCurrentTestInfo()",1,1,2
"com.android.ddmlib.testrunner.InstrumentationResultParser.getTrace(TestResult)",2,2,2
"com.android.ddmlib.testrunner.InstrumentationResultParser.handleOutputDone()",1,5,6
"com.android.ddmlib.testrunner.InstrumentationResultParser.handleTestRunFailed(String)",1,7,8
"com.android.ddmlib.testrunner.InstrumentationResultParser.isCancelled()",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.parse(String)",1,9,9
"com.android.ddmlib.testrunner.InstrumentationResultParser.parseKey(String,int)",1,2,2
"com.android.ddmlib.testrunner.InstrumentationResultParser.parseStatusCode(String)",1,3,3
"com.android.ddmlib.testrunner.InstrumentationResultParser.parseTime(String)",1,3,3
"com.android.ddmlib.testrunner.InstrumentationResultParser.parseValue(String,int)",1,1,1
"com.android.ddmlib.testrunner.InstrumentationResultParser.processNewLines(String[])",1,2,2
"com.android.ddmlib.testrunner.InstrumentationResultParser.reportResult(TestResult)",3,8,12
"com.android.ddmlib.testrunner.InstrumentationResultParser.reportTestRunStarted(TestResult)",1,3,4
"com.android.ddmlib.testrunner.InstrumentationResultParser.submitCurrentKeyValue()",1,12,13
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.RemoteAndroidTestRunner(String,IDevice)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.RemoteAndroidTestRunner(String,String,IDevice)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.addBooleanArg(String,boolean)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.addInstrumentationArg(String,String)",2,1,3
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.cancel()",1,2,2
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.getArgsCommand()",1,2,2
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.getPackageName()",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.getRunnerName()",2,1,2
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.getRunnerPath()",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.removeInstrumentationArg(String)",2,1,2
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.run(Collection<ITestRunListener>)",1,5,6
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.run(ITestRunListener...)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setClassName(String)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setClassNames(String[])",1,3,3
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setCoverage(boolean)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setDebug(boolean)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setLogOnly(boolean)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setMaxtimeToOutputResponse(int)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setMethodName(String,String)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setRunName(String)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setTestPackageName(String)",1,1,1
"com.android.ddmlib.testrunner.RemoteAndroidTestRunner.setTestSize(TestSize)",1,1,1
"com.android.ddmlib.testrunner.TestIdentifier.TestIdentifier(String,String)",2,1,3
"com.android.ddmlib.testrunner.TestIdentifier.equals(Object)",10,3,10
"com.android.ddmlib.testrunner.TestIdentifier.getClassName()",1,1,1
"com.android.ddmlib.testrunner.TestIdentifier.getTestName()",1,1,1
"com.android.ddmlib.testrunner.TestIdentifier.hashCode()",1,3,3
"com.android.ddmlib.testrunner.TestIdentifier.toString()",1,1,1
"com.android.ddmlib.testrunner.TestResult.TestResult()",1,1,1
"com.android.ddmlib.testrunner.TestResult.equal(Object,Object)",1,3,3
"com.android.ddmlib.testrunner.TestResult.equals(Object)",4,3,6
"com.android.ddmlib.testrunner.TestResult.getEndTime()",1,1,1
"com.android.ddmlib.testrunner.TestResult.getMetrics()",1,1,1
"com.android.ddmlib.testrunner.TestResult.getStackTrace()",1,1,1
"com.android.ddmlib.testrunner.TestResult.getStartTime()",1,1,1
"com.android.ddmlib.testrunner.TestResult.getStatus()",1,1,1
"com.android.ddmlib.testrunner.TestResult.hashCode()",1,1,1
"com.android.ddmlib.testrunner.TestResult.setEndTime(long)",1,1,1
"com.android.ddmlib.testrunner.TestResult.setMetrics(Map<String, String>)",1,1,1
"com.android.ddmlib.testrunner.TestResult.setStackTrace(String)",1,1,1
"com.android.ddmlib.testrunner.TestResult.setStatus(TestStatus)",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.TestRunResult()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.TestRunResult(String)",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.addElapsedTime(long)",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.addMetrics(Map<String, String>,boolean)",1,3,3
"com.android.ddmlib.testrunner.TestRunResult.combineValues(String,String)",2,2,4
"com.android.ddmlib.testrunner.TestRunResult.getCompletedTests()",1,3,3
"com.android.ddmlib.testrunner.TestRunResult.getElapsedTime()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getName()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getNumCompleteTests()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getNumErrorTests()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getNumFailedTests()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getNumIncompleteTests()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getNumPassedTests()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getNumTests()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getRunFailureMessage()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getRunMetrics()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.getTestResults()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.hasFailedTests()",1,2,2
"com.android.ddmlib.testrunner.TestRunResult.isRunComplete()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.isRunFailure()",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.reportTestEnded(TestIdentifier,Map<String, String>)",2,3,3
"com.android.ddmlib.testrunner.TestRunResult.reportTestFailure(TestIdentifier,TestStatus,String)",2,4,5
"com.android.ddmlib.testrunner.TestRunResult.reportTestStarted(TestIdentifier)",2,3,6
"com.android.ddmlib.testrunner.TestRunResult.setRunComplete(boolean)",1,1,1
"com.android.ddmlib.testrunner.TestRunResult.setRunFailureError(String)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.createOutputResultStream(File)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.generateDocument(File,long)",1,3,4
"com.android.ddmlib.testrunner.XmlTestRunListener.getAbsoluteReportPath()",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.getTimestamp()",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.print(KXmlSerializer,TestIdentifier,TestResult)",1,2,3
"com.android.ddmlib.testrunner.XmlTestRunListener.printTestResults(KXmlSerializer,String,long)",1,2,2
"com.android.ddmlib.testrunner.XmlTestRunListener.sanitize(String)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.setReportDir(File)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.testEnded(TestIdentifier,Map<String, String>)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.testFailed(TestFailure,TestIdentifier,String)",1,2,2
"com.android.ddmlib.testrunner.XmlTestRunListener.testRunEnded(long,Map<String, String>)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.testRunFailed(String)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.testRunStarted(String,int)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.testRunStopped(long)",1,1,1
"com.android.ddmlib.testrunner.XmlTestRunListener.testStarted(TestIdentifier)",1,1,1
"com.android.ddmlib.utils.ArrayHelper.swap32bitFromArray(byte[],int)",1,1,1
"com.android.ddmlib.utils.ArrayHelper.swap32bitsToArray(int,byte[],int)",1,1,1
"com.android.ddmlib.utils.ArrayHelper.swap64bitFromArray(byte[],int)",1,1,1
"com.android.ddmlib.utils.ArrayHelper.swapU16bitFromArray(byte[],int)",1,1,1
"com.android.draw9patch.Application.initUserInterface()",1,5,5
"com.android.draw9patch.Application.main(String...)",1,1,2
"com.android.draw9patch.graphics.GraphicsUtilities.createCompatibleImage(BufferedImage,int,int)",1,1,1
"com.android.draw9patch.graphics.GraphicsUtilities.createCompatibleImage(int,int)",1,1,1
"com.android.draw9patch.graphics.GraphicsUtilities.createTranslucentCompatibleImage(int,int)",1,1,1
"com.android.draw9patch.graphics.GraphicsUtilities.getGraphicsConfiguration()",1,1,1
"com.android.draw9patch.graphics.GraphicsUtilities.getPixels(BufferedImage,int,int,int,int,int[])",5,2,7
"com.android.draw9patch.graphics.GraphicsUtilities.isHeadless()",1,1,1
"com.android.draw9patch.graphics.GraphicsUtilities.loadCompatibleImage(URL)",1,1,1
"com.android.draw9patch.graphics.GraphicsUtilities.toCompatibleImage(BufferedImage)",3,1,3
"com.android.draw9patch.ui.GradientPanel.GradientPanel()",1,1,1
"com.android.draw9patch.ui.GradientPanel.paintComponent(Graphics)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.ImageEditorPanel(MainFrame,BufferedImage,String)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.ImageViewer()",1,4,5
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.checkLockedRegion(int,int)",1,3,14
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.corruptHorizontalPatch(Rectangle)",3,2,3
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.corruptPatch(Rectangle)",4,1,4
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.corruptVerticalPatch(Rectangle)",3,2,3
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.enableEraseMode(KeyEvent)",1,3,3
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.findBadPatches()",1,7,7
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.findPatches()",1,4,4
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.getHorizontalRectangles(List<Pair<Integer>>)",1,2,2
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.getPadding(List<Pair<Integer>>)",4,4,4
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.getPatches(int[],boolean[])",1,6,8
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.getPreferredSize()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.getRectangles(List<Pair<Integer>>,List<Pair<Integer>>)",1,3,3
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.getVerticalRectangles(List<Pair<Integer>>)",1,2,2
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.paint(int,int,int)",2,4,14
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.paintComponent(Graphics)",1,9,10
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.paintStripes(Graphics2D,int,int)",1,2,3
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.setLockVisible(boolean)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.setPatchesVisible(boolean)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.ImageViewer.setZoom(int)",1,4,4
"com.android.draw9patch.ui.ImageEditorPanel.Pair.Pair(E,E)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.Pair.toString()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.StretchView.StretchView()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.StretchView.getPreferredSize()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.StretchView.paintComponent(Graphics)",2,8,9
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.StretchesViewer()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.computePatches()",1,2,16
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.paintComponent(Graphics)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.setPaddingVisible(boolean)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.StretchesViewer.setScale(float)",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.buildImageViewer()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.buildStatusPanel()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.buildStretchesViewer()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.checkImage()",1,2,2
"com.android.draw9patch.ui.ImageEditorPanel.chooseSaveFile()",4,5,5
"com.android.draw9patch.ui.ImageEditorPanel.convertTo9Patch()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.ensure9Patch()",1,7,15
"com.android.draw9patch.ui.ImageEditorPanel.getImage()",1,1,1
"com.android.draw9patch.ui.ImageEditorPanel.loadSupport()",1,2,2
"com.android.draw9patch.ui.ImageTransferHandler.ImageTransferHandler(MainFrame)",1,1,1
"com.android.draw9patch.ui.ImageTransferHandler.canImport(TransferSupport)",4,4,5
"com.android.draw9patch.ui.ImageTransferHandler.convertPath(String)",1,4,4
"com.android.draw9patch.ui.ImageTransferHandler.importData(JComponent,Transferable)",5,8,9
"com.android.draw9patch.ui.MainFrame.MainFrame(String)",1,3,3
"com.android.draw9patch.ui.MainFrame.OpenTask.OpenTask(File)",1,1,1
"com.android.draw9patch.ui.MainFrame.OpenTask.doInBackground()",1,1,1
"com.android.draw9patch.ui.MainFrame.OpenTask.done()",1,3,3
"com.android.draw9patch.ui.MainFrame.SaveTask.SaveTask(File)",1,1,1
"com.android.draw9patch.ui.MainFrame.SaveTask.doInBackground()",1,2,2
"com.android.draw9patch.ui.MainFrame.buildActions()",1,1,1
"com.android.draw9patch.ui.MainFrame.buildContent()",1,1,1
"com.android.draw9patch.ui.MainFrame.buildMenuBar()",1,1,1
"com.android.draw9patch.ui.MainFrame.open(File)",3,3,3
"com.android.draw9patch.ui.MainFrame.save()",2,1,3
"com.android.draw9patch.ui.MainFrame.showImageEditor(BufferedImage,String)",1,1,1
"com.android.draw9patch.ui.MainFrame.showOpenFilePanel()",1,1,1
"com.android.draw9patch.ui.OpenFilePanel.OpenFilePanel(MainFrame)",1,1,1
"com.android.draw9patch.ui.OpenFilePanel.loadSupportImage()",1,2,2
"com.android.draw9patch.ui.OpenFilePanel.paintComponent(Graphics)",1,1,1
"com.android.draw9patch.ui.PngFileFilter.accept(File)",1,2,2
"com.android.draw9patch.ui.PngFileFilter.getDescription()",1,1,1
"com.android.draw9patch.ui.action.BackgroundAction.executeBackgroundTask(SwingWorker<?, ?>)",1,2,2
"com.android.draw9patch.ui.action.ExitAction.ExitAction(JFrame)",1,1,1
"com.android.draw9patch.ui.action.ExitAction.actionPerformed(ActionEvent)",1,1,1
"com.android.draw9patch.ui.action.OpenAction.OpenAction(MainFrame)",1,1,1
"com.android.draw9patch.ui.action.OpenAction.actionPerformed(ActionEvent)",1,1,1
"com.android.draw9patch.ui.action.SaveAction.SaveAction(MainFrame)",1,1,1
"com.android.draw9patch.ui.action.SaveAction.actionPerformed(ActionEvent)",1,1,1
"com.android.dvlib.DeviceSchema.ValidationHandler.ValidationHandler(File,PrintWriter)",1,1,1
"com.android.dvlib.DeviceSchema.ValidationHandler.characters(char[],int,int)",1,1,1
"com.android.dvlib.DeviceSchema.ValidationHandler.endElement(String,String,String)",6,12,12
"com.android.dvlib.DeviceSchema.ValidationHandler.error(SAXParseException)",1,1,1
"com.android.dvlib.DeviceSchema.ValidationHandler.fatalError(SAXParseException)",1,1,1
"com.android.dvlib.DeviceSchema.ValidationHandler.isValidDevicesFile()",1,1,1
"com.android.dvlib.DeviceSchema.ValidationHandler.startElement(String,String,String,Attributes)",1,7,7
"com.android.dvlib.DeviceSchema.ValidationHandler.validationError(String)",1,1,1
"com.android.dvlib.DeviceSchema.getSchema()",1,1,1
"com.android.dvlib.DeviceSchema.getXsdStream()",1,1,1
"com.android.dvlib.DeviceSchema.validate(InputStream,OutputStream,File)",1,4,4
"com.android.ide.common.api.AbstractViewRule.addContextMenuActions(List<RuleAction>,INode)",1,1,1
"com.android.ide.common.api.AbstractViewRule.addLayoutActions(List<RuleAction>,INode,List<? extends INode>)",1,1,1
"com.android.ide.common.api.AbstractViewRule.getDefaultActionId(INode)",1,1,1
"com.android.ide.common.api.AbstractViewRule.getDisplayName()",1,1,1
"com.android.ide.common.api.AbstractViewRule.getSelectionHint(INode,INode)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onChildInserted(INode,INode,InsertType)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onCreate(INode,INode,InsertType)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onDispose()",1,1,1
"com.android.ide.common.api.AbstractViewRule.onDropEnter(INode,Object,IDragElement[])",1,1,1
"com.android.ide.common.api.AbstractViewRule.onDropLeave(INode,IDragElement[],DropFeedback)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onDropMove(INode,IDragElement[],DropFeedback,Point)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onDropped(INode,IDragElement[],DropFeedback,Point)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onInitialize(String,IClientRulesEngine)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onPaste(INode,Object,IDragElement[])",1,1,1
"com.android.ide.common.api.AbstractViewRule.onRemovingChildren(List<INode>,INode,boolean)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onResizeBegin(INode,INode,SegmentType,SegmentType,Object,Object)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onResizeEnd(DropFeedback,INode,INode,Rect)",1,1,1
"com.android.ide.common.api.AbstractViewRule.onResizeUpdate(DropFeedback,INode,INode,Rect,int)",1,1,1
"com.android.ide.common.api.AbstractViewRule.paintSelectionFeedback(IGraphics,INode,List<? extends INode>,Object)",1,1,1
"com.android.ide.common.api.DropFeedback.DropFeedback(Object,IFeedbackPainter)",1,1,1
"com.android.ide.common.api.IAttributeInfo.Format.asSet()",11,2,11
"com.android.ide.common.api.IAttributeInfo.Format.getResourceType()",8,2,8
"com.android.ide.common.api.IViewMetadata.FillPreference.fillHorizontally(boolean)",1,1,5
"com.android.ide.common.api.IViewMetadata.FillPreference.fillVertically(boolean)",1,1,5
"com.android.ide.common.api.InsertType.isCreate()",1,1,2
"com.android.ide.common.api.Margins.Margins(int,int,int,int)",1,1,1
"com.android.ide.common.api.Margins.toString()",1,1,1
"com.android.ide.common.api.Point.Point(Point)",1,1,1
"com.android.ide.common.api.Point.Point(int,int)",1,1,1
"com.android.ide.common.api.Point.copy()",1,1,1
"com.android.ide.common.api.Point.equals(Object)",2,1,3
"com.android.ide.common.api.Point.hashCode()",1,1,1
"com.android.ide.common.api.Point.offsetBy(int,int)",1,1,1
"com.android.ide.common.api.Point.set(int,int)",1,1,1
"com.android.ide.common.api.Point.toString()",1,1,1
"com.android.ide.common.api.Rect.Rect()",1,1,1
"com.android.ide.common.api.Rect.Rect(Rect)",1,1,1
"com.android.ide.common.api.Rect.Rect(int,int,int,int)",1,1,1
"com.android.ide.common.api.Rect.center()",1,1,1
"com.android.ide.common.api.Rect.centerX()",1,1,1
"com.android.ide.common.api.Rect.centerY()",1,1,1
"com.android.ide.common.api.Rect.contains(Point)",1,2,2
"com.android.ide.common.api.Rect.contains(Rect)",1,5,5
"com.android.ide.common.api.Rect.contains(int,int)",1,5,5
"com.android.ide.common.api.Rect.copy()",1,1,1
"com.android.ide.common.api.Rect.equals(Object)",4,3,8
"com.android.ide.common.api.Rect.getBottomLeft()",1,1,2
"com.android.ide.common.api.Rect.getBottomRight()",1,1,3
"com.android.ide.common.api.Rect.getCenter()",1,1,3
"com.android.ide.common.api.Rect.getTopLeft()",1,1,1
"com.android.ide.common.api.Rect.getTopRight()",1,1,2
"com.android.ide.common.api.Rect.hashCode()",1,1,1
"com.android.ide.common.api.Rect.intersects(Rect)",3,4,6
"com.android.ide.common.api.Rect.isValid()",1,1,2
"com.android.ide.common.api.Rect.moveTo(int,int)",1,1,1
"com.android.ide.common.api.Rect.offsetBy(int,int)",1,1,1
"com.android.ide.common.api.Rect.set(Rect)",1,1,1
"com.android.ide.common.api.Rect.set(int,int,int,int)",1,1,1
"com.android.ide.common.api.Rect.toString()",1,1,1
"com.android.ide.common.api.Rect.x2()",1,1,1
"com.android.ide.common.api.Rect.y2()",1,1,1
"com.android.ide.common.api.ResizePolicy.ResizePolicy(int)",1,1,1
"com.android.ide.common.api.ResizePolicy.bottomAllowed()",1,1,1
"com.android.ide.common.api.ResizePolicy.create(boolean,boolean,boolean,boolean,boolean)",1,1,6
"com.android.ide.common.api.ResizePolicy.full()",1,1,1
"com.android.ide.common.api.ResizePolicy.horizontal()",1,1,1
"com.android.ide.common.api.ResizePolicy.isAspectPreserving()",1,1,1
"com.android.ide.common.api.ResizePolicy.isResizable()",1,1,1
"com.android.ide.common.api.ResizePolicy.leftAllowed()",1,1,1
"com.android.ide.common.api.ResizePolicy.none()",1,1,1
"com.android.ide.common.api.ResizePolicy.rightAllowed()",1,1,1
"com.android.ide.common.api.ResizePolicy.scaled()",1,1,1
"com.android.ide.common.api.ResizePolicy.topAllowed()",1,1,1
"com.android.ide.common.api.ResizePolicy.vertical()",1,1,1
"com.android.ide.common.api.RuleAction.Choices.Choices(String,String,IMenuCallback,List<String>,List<URL>,List<String>,String,int,boolean)",1,1,1
"com.android.ide.common.api.RuleAction.Choices.getCurrent()",1,1,1
"com.android.ide.common.api.RuleAction.Choices.getIconUrls()",1,1,1
"com.android.ide.common.api.RuleAction.Choices.getIds()",1,1,1
"com.android.ide.common.api.RuleAction.Choices.getTitles()",1,1,1
"com.android.ide.common.api.RuleAction.Choices.isRadio()",1,1,1
"com.android.ide.common.api.RuleAction.Choices.setRadio(boolean)",1,1,1
"com.android.ide.common.api.RuleAction.DelayedChoices.DelayedChoices(String,String,IMenuCallback,String,ChoiceProvider,int,boolean)",1,1,1
"com.android.ide.common.api.RuleAction.DelayedChoices.ensureInitialized()",1,2,2
"com.android.ide.common.api.RuleAction.DelayedChoices.getIconUrls()",1,1,1
"com.android.ide.common.api.RuleAction.DelayedChoices.getIds()",1,1,1
"com.android.ide.common.api.RuleAction.DelayedChoices.getTitles()",1,1,1
"com.android.ide.common.api.RuleAction.NestedAction.NestedAction(String,String,ActionProvider,IMenuCallback,int,boolean)",1,1,1
"com.android.ide.common.api.RuleAction.NestedAction.getNestedActions(INode)",1,1,1
"com.android.ide.common.api.RuleAction.RuleAction(String,String,IMenuCallback,int,boolean)",1,1,1
"com.android.ide.common.api.RuleAction.Separator.Separator(int,boolean)",1,1,1
"com.android.ide.common.api.RuleAction.Toggle.Toggle(String,String,boolean,IMenuCallback,int,boolean)",1,1,1
"com.android.ide.common.api.RuleAction.Toggle.equals(Object)",1,1,1
"com.android.ide.common.api.RuleAction.Toggle.hashCode()",1,1,1
"com.android.ide.common.api.RuleAction.Toggle.isChecked()",1,1,1
"com.android.ide.common.api.RuleAction.compareTo(RuleAction)",2,1,2
"com.android.ide.common.api.RuleAction.createAction(String,String,IMenuCallback,URL,int,boolean)",1,1,1
