,CBO,DIT,LCOM,LongMethod,NOC,RFC,WMC,ev(G),instance,iv(G),project_id,v(G)
3773,8.0,0.0,2.0,0.0,0.0,6.0,6.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFEvaluateNPE,2.0,110,3.0
3774,8.0,0.0,1.0,0.0,0.0,6.0,10.0,5.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFField,4.0,110,5.0
3775,3.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFFloor,1.0,110,1.0
3776,17.0,0.0,1.0,0.0,0.0,19.0,14.0,7.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFFloorCeilBase,4.0,110,7.0
3777,17.0,0.0,1.0,0.0,0.0,15.0,23.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFFormatNumber,5.0,110,11.0
3778,11.0,0.0,1.0,0.0,0.0,13.0,13.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFFromUtcTimestamp,3.0,110,6.0
3779,7.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFHash,2.0,110,2.0
3780,16.0,0.0,1.0,0.0,0.0,9.0,8.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFIf,6.0,110,7.0
3781,15.0,0.0,1.0,0.0,0.0,15.0,32.0,15.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFIn,13.0,110,16.0
3782,10.0,0.0,1.0,0.0,0.0,12.0,12.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFInFile,4.0,110,5.0
3783,11.0,0.0,1.0,0.0,0.0,15.0,10.0,5.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFIndex,5.0,110,6.0
3784,10.0,0.0,1.0,0.0,0.0,8.0,8.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFInstr,4.0,110,5.0
3785,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLTrim,1.0,110,1.0
3786,2.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLag,1.0,110,1.0
3787,2.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLead,1.0,110,1.0
3788,20.0,0.0,1.0,0.0,0.0,35.0,22.0,5.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLeadLag,7.0,110,9.0
3789,10.0,0.0,1.0,0.0,0.0,8.0,13.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLocate,6.0,110,9.0
3790,14.0,0.0,1.0,0.0,0.0,10.0,12.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLower,3.0,110,6.0
3791,2.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFLpad,4.0,110,6.0
3792,14.0,0.0,1.0,0.0,0.0,26.0,24.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFMacro,3.0,110,5.0
3793,12.0,0.0,1.0,0.0,0.0,10.0,16.0,7.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFMap,9.0,110,11.0
3794,9.0,0.0,1.0,0.0,0.0,9.0,5.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFMapKeys,3.0,110,3.0
3795,9.0,0.0,1.0,0.0,0.0,9.0,5.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFMapValues,3.0,110,3.0
3796,9.0,0.0,1.0,0.0,0.0,7.0,9.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFNamedStruct,3.0,110,4.0
3797,6.0,0.0,2.0,0.0,0.0,6.0,6.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFNvl,3.0,110,4.0
3798,20.0,0.0,1.0,0.0,0.0,5.0,9.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPAnd,6.0,110,9.0
3799,10.0,0.0,3.0,0.0,0.0,11.0,14.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPDivide,2.0,110,3.0
3800,16.0,0.0,1.0,0.0,0.0,2.0,14.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqual,2.0,110,13.0
3801,3.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqualNS,3.0,110,5.0
3802,11.0,0.0,2.0,0.0,0.0,3.0,15.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqualOrGreaterThan,2.0,110,14.0
3803,13.0,0.0,2.0,0.0,0.0,3.0,15.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqualOrLessThan,2.0,110,14.0
3804,11.0,0.0,2.0,0.0,0.0,3.0,15.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPGreaterThan,2.0,110,14.0
3805,13.0,0.0,2.0,0.0,0.0,3.0,15.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPLessThan,2.0,110,14.0
3806,8.0,0.0,8.0,0.0,0.0,12.0,10.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPMinus,1.0,110,2.0
3807,8.0,0.0,8.0,0.0,0.0,13.0,17.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPMod,1.0,110,3.0
3808,8.0,0.0,8.0,0.0,0.0,12.0,10.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPMultiply,1.0,110,2.0
3809,7.0,0.0,1.0,0.0,0.0,5.0,13.0,5.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNegative,2.0,110,12.0
3810,13.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNot,1.0,110,2.0
3811,5.0,0.0,1.0,0.0,0.0,2.0,14.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNotEqual,2.0,110,13.0
3812,12.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNotNull,1.0,110,2.0
3813,12.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNull,1.0,110,2.0
3814,19.0,0.0,1.0,0.0,0.0,5.0,9.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPOr,6.0,110,9.0
3815,10.0,0.0,8.0,0.0,0.0,12.0,10.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPPlus,1.0,110,2.0
3816,1.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPPositive,1.0,110,3.0
3817,9.0,0.0,8.0,0.0,0.0,14.0,17.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFPosMod,1.0,110,3.0
3818,15.0,0.0,1.0,0.0,0.0,12.0,13.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFPower,5.0,110,7.0
3819,14.0,0.0,1.0,0.0,0.0,11.0,13.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFPrintf,8.0,110,9.0
3820,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFRTrim,1.0,110,1.0
3821,10.0,0.0,2.0,0.0,0.0,9.0,8.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFReflect,7.0,110,10.0
3822,20.0,0.0,2.0,0.0,0.0,20.0,25.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFReflect2,3.0,110,17.0
3823,25.0,0.0,1.0,0.0,0.0,26.0,47.0,13.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFRound,14.0,110,22.0
3824,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFRpad,4.0,110,6.0
3825,9.0,0.0,1.0,0.0,0.0,7.0,14.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFSentences,9.0,110,11.0
3826,11.0,0.0,1.0,0.0,0.0,9.0,8.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFSize,4.0,110,5.0
3827,13.0,0.0,1.0,0.0,0.0,12.0,11.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFSortArray,2.0,110,6.0
3828,9.0,0.0,1.0,0.0,0.0,7.0,7.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFSplit,3.0,110,4.0
3829,12.0,0.0,1.0,0.0,0.0,10.0,13.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFStringToMap,5.0,110,6.0
3830,6.0,0.0,1.0,0.0,0.0,4.0,7.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFStruct,3.0,110,3.0
3831,6.0,0.0,2.0,0.0,0.0,4.0,5.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFTestGetJavaBoolean,2.0,110,3.0
3832,6.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFTestGetJavaString,1.0,110,2.0
3833,9.0,0.0,1.0,0.0,0.0,8.0,19.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFTestTranslate,4.0,110,11.0
3834,10.0,0.0,1.0,0.0,0.0,7.0,5.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFTimestamp,1.0,110,3.0
3835,13.0,0.0,1.0,0.0,0.0,7.0,6.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToBinary,1.0,110,8.0
3836,11.0,0.0,1.0,0.0,0.0,9.0,8.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToChar,1.0,110,3.0
3837,13.0,0.0,1.0,0.0,0.0,9.0,7.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToDate,2.0,110,5.0
3838,12.0,0.0,1.0,0.0,0.0,11.0,8.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToDecimal,1.0,110,3.0
3839,19.0,0.0,1.0,0.0,0.0,16.0,22.0,8.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToUnixTimeStamp,7.0,110,10.0
3840,1.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToUtcTimestamp,2.0,110,2.0
3841,11.0,0.0,1.0,0.0,0.0,9.0,8.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFToVarchar,1.0,110,3.0
3842,12.0,0.0,1.0,0.0,0.0,13.0,22.0,5.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFTranslate,5.0,110,9.0
3843,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFTrim,1.0,110,1.0
3844,7.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFUnion,3.0,110,3.0
3845,4.0,0.0,2.0,0.0,0.0,3.0,5.0,2.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFUnixTimeStamp,2.0,110,2.0
3846,13.0,0.0,1.0,0.0,0.0,10.0,12.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFUpper,3.0,110,6.0
3847,3.0,0.0,3.0,0.0,0.0,4.0,12.0,7.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFUtils,12.0,110,15.0
3848,7.0,0.0,1.0,0.0,0.0,6.0,13.0,6.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDFWhen,6.0,110,6.0
3849,13.0,0.0,5.0,0.0,2.0,8.0,6.0,1.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTF,2.0,110,2.0
3850,10.0,0.0,2.0,0.0,0.0,13.0,15.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTFExplode,4.0,110,8.0
3851,7.0,0.0,2.0,0.0,0.0,10.0,9.0,4.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTFInline,3.0,110,4.0
3852,11.0,0.0,2.0,0.0,0.0,11.0,21.0,5.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTFJSONTuple,12.0,110,14.0
3853,11.0,0.0,2.0,0.0,0.0,11.0,43.0,12.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTFParseUrlTuple,19.0,110,20.0
3854,10.0,0.0,2.0,0.0,0.0,10.0,8.0,3.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTFPosExplode,2.0,110,3.0
3855,8.0,0.0,2.0,0.0,0.0,9.0,15.0,7.0,org.apache.hadoop.hive.ql.udf.generic.GenericUDTFStack,9.0,110,11.0
3856,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.LongNumDistinctValueEstimator,1.0,110,1.0
3857,2.0,0.0,1.0,0.0,0.0,12.0,34.0,5.0,org.apache.hadoop.hive.ql.udf.generic.NGramEstimator,6.0,110,11.0
3858,2.0,0.0,1.0,0.0,0.0,21.0,47.0,4.0,org.apache.hadoop.hive.ql.udf.generic.NumDistinctValueEstimator,5.0,110,9.0
3859,3.0,0.0,1.0,0.0,0.0,13.0,33.0,4.0,org.apache.hadoop.hive.ql.udf.generic.NumericHistogram,6.0,110,7.0
3860,3.0,0.0,3.0,0.0,0.0,5.0,5.0,2.0,org.apache.hadoop.hive.ql.udf.generic.RoundUtils,2.0,110,3.0
3861,4.0,0.0,3.0,0.0,0.0,6.0,6.0,1.0,org.apache.hadoop.hive.ql.udf.generic.SimpleGenericUDAFParameterInfo,2.0,110,2.0
3862,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.StringNumDistinctValueEstimator,1.0,110,1.0
3863,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDAFCorrelation,1.0,110,1.0
3864,9.0,0.0,6.0,0.0,0.0,14.0,6.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFAbs,1.0,110,1.0
3865,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFBridge,1.0,110,1.0
3866,19.0,0.0,2.0,0.0,0.0,25.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFCeil,1.0,110,1.0
3867,9.0,1.0,2.0,0.0,0.0,10.0,3.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFConcat,1.0,110,1.0
3868,5.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFDecode,2.0,110,2.0
3869,6.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFEncode,2.0,110,2.0
3870,19.0,0.0,2.0,0.0,0.0,25.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFFloor,1.0,110,1.0
3871,7.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFLTrim,1.0,110,1.0
3872,7.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFLpad,1.0,110,1.0
3873,7.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFMacro,1.0,110,1.0
3874,16.0,0.0,7.0,0.0,0.0,27.0,13.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPDivide,1.0,110,1.0
3875,16.0,0.0,6.0,0.0,0.0,25.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPMinus,1.0,110,1.0
3876,12.0,0.0,9.0,0.0,0.0,17.0,9.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPMod,1.0,110,1.0
3877,16.0,0.0,6.0,0.0,0.0,25.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPMultiply,1.0,110,1.0
3878,19.0,0.0,7.0,0.0,0.0,26.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPNegative,1.0,110,1.0
3879,9.0,0.0,1.0,0.0,0.0,10.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPNumeric,1.0,110,1.0
3880,16.0,0.0,6.0,0.0,0.0,25.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPPlus,1.0,110,1.0
3881,19.0,0.0,7.0,0.0,0.0,26.0,10.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPPositive,1.0,110,1.0
3882,12.0,0.0,9.0,0.0,0.0,17.0,9.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFPosMod,1.0,110,1.0
3883,13.0,0.0,1.0,0.0,0.0,18.0,8.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFPower,1.0,110,1.0
3884,11.0,0.0,1.0,0.0,0.0,15.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFPrintf,1.0,110,1.0
3885,7.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFRTrim,1.0,110,1.0
3886,20.0,1.0,1.0,0.0,0.0,22.0,8.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFRound,3.0,110,3.0
3887,7.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFRpad,1.0,110,1.0
3888,7.0,0.0,1.0,0.0,0.0,8.0,7.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFToUnixTimestamp,2.0,110,2.0
3889,7.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFTrim,1.0,110,1.0
3890,7.0,0.0,3.0,0.0,0.0,8.0,5.0,1.0,org.apache.hadoop.hive.ql.udf.generic.UDFCurrentDB,2.0,110,2.0
3891,2.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.generic.UDTFCollector,1.0,110,1.0
3892,22.0,0.0,3.0,0.0,0.0,34.0,20.0,5.0,org.apache.hadoop.hive.ql.udf.ptf.MatchPath,8.0,110,8.0
3893,4.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.ptf.Noop,1.0,110,1.0
3894,5.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,org.apache.hadoop.hive.ql.udf.ptf.NoopStreaming,2.0,110,2.0
3895,3.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.ptf.NoopWithMap,1.0,110,1.0
3896,4.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,org.apache.hadoop.hive.ql.udf.ptf.NoopWithMapStreaming,2.0,110,2.0
3897,11.0,0.0,3.0,0.0,0.0,33.0,32.0,3.0,org.apache.hadoop.hive.ql.udf.ptf.TableFunctionEvaluator,3.0,110,3.0
3898,11.0,0.0,5.0,0.0,0.0,17.0,13.0,2.0,org.apache.hadoop.hive.ql.udf.ptf.TableFunctionResolver,1.0,110,2.0
3899,34.0,0.0,2.0,0.0,0.0,71.0,93.0,7.0,org.apache.hadoop.hive.ql.udf.ptf.WindowingTableFunction,14.0,110,16.0
3900,11.0,1.0,1.0,0.0,0.0,9.0,9.0,2.0,org.apache.hadoop.hive.ql.udf.xml.GenericUDFXPath,3.0,110,4.0
3901,1.0,0.0,2.0,0.0,0.0,5.0,4.0,1.0,org.apache.hadoop.hive.ql.udf.xml.TestReusableStringReader,2.0,110,3.0
3902,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.ql.udf.xml.TestUDFXPathUtil,1.0,110,1.0
3903,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathBoolean,1.0,110,1.0
3904,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathDouble,1.0,110,1.0
3905,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathFloat,1.0,110,1.0
3906,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathInteger,1.0,110,1.0
3907,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathLong,1.0,110,1.0
3908,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathShort,1.0,110,1.0
3909,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathString,1.0,110,2.0
3910,1.0,0.0,1.0,0.0,0.0,8.0,10.0,4.0,org.apache.hadoop.hive.ql.udf.xml.UDFXPathUtil,3.0,110,10.0
3911,1.0,0.0,2.0,0.0,0.0,3.0,12.0,5.0,org.apache.hadoop.hive.ql.util.DosToUnix,4.0,110,10.0
3912,33.0,0.0,7.0,0.0,0.0,36.0,49.0,3.0,org.apache.hadoop.hive.ql.util.JavaDataModel,2.0,110,4.0
3913,0.0,0.0,2.0,0.0,0.0,5.0,7.0,2.0,org.apache.hadoop.hive.ql.util.TestDosToUnix,2.0,110,3.0
3914,5.0,0.0,5.0,0.0,0.0,25.0,40.0,5.0,org.apache.hadoop.hive.serde.test.InnerStruct,4.0,110,7.0
3915,5.0,0.0,5.0,0.0,0.0,38.0,87.0,11.0,org.apache.hadoop.hive.serde.test.ThriftTestObj,8.0,110,21.0
3916,7.0,0.0,1.0,0.0,1.0,7.0,5.0,1.0,org.apache.hadoop.hive.serde2.AbstractEncodingAwareSerDe,2.0,110,2.0
3917,13.0,0.0,6.0,0.0,9.0,7.0,1.0,1.0,org.apache.hadoop.hive.serde2.AbstractSerDe,1.0,110,1.0
3918,9.0,1.0,3.0,0.0,4.0,14.0,13.0,1.0,org.apache.hadoop.hive.serde2.BaseStructObjectInspector,4.0,110,4.0
3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,org.apache.hadoop.hive.serde2.ByteStream,2.0,110,2.0
3920,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,org.apache.hadoop.hive.serde2.ByteStreamTypedSerDe,1.0,110,1.0
3921,20.0,0.0,1.0,0.0,0.0,15.0,27.0,1.0,org.apache.hadoop.hive.serde2.ColumnProjectionUtils,3.0,110,3.0
3922,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,org.apache.hadoop.hive.serde2.ColumnSet,1.0,110,1.0
3923,2.0,0.0,5.0,0.0,0.0,9.0,8.0,1.0,org.apache.hadoop.hive.serde2.CustomNonSettableListObjectInspector1,1.0,110,1.0
3924,5.0,1.0,5.0,0.0,0.0,12.0,10.0,1.0,org.apache.hadoop.hive.serde2.CustomNonSettableStructObjectInspector1,2.0,110,2.0
3925,3.0,0.0,5.0,0.0,0.0,9.0,9.0,2.0,org.apache.hadoop.hive.serde2.CustomNonSettableUnionObjectInspector1,1.0,110,2.0
3926,7.0,0.0,4.0,0.0,0.0,7.0,9.0,1.0,org.apache.hadoop.hive.serde2.CustomSerDe1,4.0,110,4.0
3927,8.0,0.0,4.0,0.0,0.0,9.0,9.0,1.0,org.apache.hadoop.hive.serde2.CustomSerDe2,4.0,110,4.0
3928,7.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,org.apache.hadoop.hive.serde2.CustomSerDe3,4.0,110,4.0
3929,7.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,org.apache.hadoop.hive.serde2.CustomSerDe4,5.0,110,5.0
3930,7.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,org.apache.hadoop.hive.serde2.CustomSerDe5,5.0,110,5.0
3931,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,org.apache.hadoop.hive.serde2.CustomTextSerDe,1.0,110,1.0
3932,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,org.apache.hadoop.hive.serde2.CustomTextStorageFormatDescriptor,1.0,110,1.0
3933,8.0,2.0,2.0,0.0,0.0,12.0,4.0,2.0,org.apache.hadoop.hive.serde2.DelimitedJSONSerDe,3.0,110,4.0
3934,14.0,0.0,3.0,0.0,0.0,16.0,25.0,2.0,org.apache.hadoop.hive.serde2.MetadataTypedColumnsetSerDe,7.0,110,9.0
3935,4.0,0.0,6.0,0.0,0.0,6.0,6.0,1.0,org.apache.hadoop.hive.serde2.NullStructSerDe,1.0,110,1.0
3936,15.0,0.0,4.0,0.0,0.0,11.0,31.0,5.0,org.apache.hadoop.hive.serde2.RegexSerDe,7.0,110,21.0
3937,148.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,org.apache.hadoop.hive.serde2.SerDeException,1.0,110,1.0
3938,32.0,0.0,2.0,0.0,0.0,5.0,5.0,1.0,org.apache.hadoop.hive.serde2.SerDeStats,1.0,110,1.0
3939,85.0,0.0,5.0,0.0,0.0,42.0,89.0,22.0,org.apache.hadoop.hive.serde2.SerDeUtils,33.0,110,34.0
3940,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,org.apache.hadoop.hive.serde2.TestColumnProjectionUtils,1.0,110,1.0
3941,7.0,0.0,4.0,0.0,0.0,17.0,24.0,2.0,org.apache.hadoop.hive.serde2.TestSerDe,6.0,110,7.0
3942,7.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0,org.apache.hadoop.hive.serde2.TestSerdeWithFieldComments,1.0,110,1.0
3943,18.0,0.0,1.0,0.0,0.0,31.0,25.0,1.0,org.apache.hadoop.hive.serde2.TestStatsSerde,14.0,110,14.0
3944,3.0,0.0,3.0,0.0,0.0,32.0,12.0,1.0,org.apache.hadoop.hive.serde2.TestTCTLSeparatedProtocol,2.0,110,2.0
3945,3.0,0.0,6.0,0.0,0.0,9.0,11.0,3.0,org.apache.hadoop.hive.serde2.TypedSerDe,3.0,110,3.0
3946,5.0,0.0,3.0,0.0,0.0,38.0,86.0,7.0,org.apache.hadoop.hive.serde2.WriteBuffers,5.0,110,10.0
3947,15.0,0.0,1.0,0.0,0.0,22.0,46.0,8.0,org.apache.hadoop.hive.serde2.avro.AvroDeserializer,8.0,110,9.0
3948,4.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,org.apache.hadoop.hive.serde2.avro.AvroGenericRecordWritable,1.0,110,1.0
3949,13.0,0.0,4.0,0.0,0.0,21.0,21.0,3.0,org.apache.hadoop.hive.serde2.avro.AvroObjectInspectorGenerator,5.0,110,10.0
3950,8.0,1.0,3.0,0.0,0.0,10.0,18.0,3.0,org.apache.hadoop.hive.serde2.avro.AvroSerDe,10.0,110,11.0
3951,3.0,1.0,0.0,0.0,0.0,8.0,4.0,1.0,org.apache.hadoop.hive.serde2.avro.AvroSerdeException,1.0,110,1.0
3952,8.0,0.0,8.0,0.0,0.0,17.0,19.0,4.0,org.apache.hadoop.hive.serde2.avro.AvroSerdeUtils,5.0,110,8.0
