,CBO,DIT,LCOM,NOC,RFC,ShotgunSurgery,Unnamed: 0,WMC,cardinality,confidence,consequent_not_in_association,instance,lift,project_id,support
3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.AttendeesColumns,0.0,52,0.0
3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.BaseSyncColumns,0.0,52,0.0
3313,17.0,0.0,1.0,0.0,27.0,0.0,0.0,17.0,0.0,0.0,0.0,android.provider.Calendar.CalendarAlerts,0.0,52,0.0
3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.CalendarAlertsColumns,0.0,52,0.0
3315,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.CalendarCache,0.0,52,0.0
3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.CalendarCacheColumns,0.0,52,0.0
3317,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.CalendarMetaData,0.0,52,0.0
3318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.CalendarMetaDataColumns,0.0,52,0.0
3319,12.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,android.provider.Calendar.Calendars,0.0,52,0.0
3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.CalendarsColumns,0.0,52,0.0
3321,10.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.Calendar.CalendarsEntity,0.0,52,0.0
3322,14.0,1.0,1.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,android.provider.Calendar.CalendarsEntity.EntityIteratorImpl,0.0,52,0.0
3323,7.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.Calendar.EventDays,0.0,52,0.0
3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.EventDaysColumns,0.0,52,0.0
3325,14.0,0.0,2.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,android.provider.Calendar.Events,0.0,52,0.0
3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.EventsColumns,0.0,52,0.0
3327,11.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.Calendar.EventsEntity,0.0,52,0.0
3328,21.0,1.0,1.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,android.provider.Calendar.EventsEntity.EntityIteratorImpl,0.0,52,0.0
3329,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.EventsRawTimes,0.0,52,0.0
3330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.EventsRawTimesColumns,0.0,52,0.0
3331,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.ExtendedProperties,0.0,52,0.0
3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.ExtendedPropertiesColumns,0.0,52,0.0
3333,11.0,0.0,1.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,android.provider.Calendar.Instances,0.0,52,0.0
3334,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.Reminders,0.0,52,0.0
3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.RemindersColumns,0.0,52,0.0
3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Calendar.SyncColumns,0.0,52,0.0
3337,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Calendar.SyncState,0.0,52,0.0
3338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.CalendarContract,0.0,52,0.0
3339,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.CallLog,0.0,52,0.0
3340,9.0,0.0,1.0,0.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,android.provider.CallLog.Calls,0.0,52,0.0
3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Checkin,0.0,52,0.0
3342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.CommonDataKinds,0.0,52,0.0
3343,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts,0.0,52,0.0
3344,14.0,0.0,6.0,0.0,18.0,0.0,0.0,25.0,0.0,0.0,0.0,android.provider.Contacts.ContactMethods,0.0,52,0.0
3345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.ContactMethods.ProviderNames,0.0,52,0.0
3346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.ContactMethodsColumns,0.0,52,0.0
3347,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.Extensions,0.0,52,0.0
3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.ExtensionsColumns,0.0,52,0.0
3349,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.GroupMembership,0.0,52,0.0
3350,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.Groups,0.0,52,0.0
3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.GroupsColumns,0.0,52,0.0
3352,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.Intents,0.0,52,0.0
3353,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.Intents.Insert,0.0,52,0.0
3354,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.Intents.UI,0.0,52,0.0
3355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.OrganizationColumns,0.0,52,0.0
3356,6.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,android.provider.Contacts.Organizations,0.0,52,0.0
3357,24.0,0.0,2.0,0.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,android.provider.Contacts.People,0.0,52,0.0
3358,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.People.ContactMethods,0.0,52,0.0
3359,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.People.Extensions,0.0,52,0.0
3360,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.People.Phones,0.0,52,0.0
3361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.PeopleColumns,0.0,52,0.0
3362,9.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,android.provider.Contacts.Phones,0.0,52,0.0
3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.PhonesColumns,0.0,52,0.0
3364,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Contacts.Photos,0.0,52,0.0
3365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.PhotosColumns,0.0,52,0.0
3366,7.0,0.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,android.provider.Contacts.Presence,0.0,52,0.0
3367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.PresenceColumns,0.0,52,0.0
3368,6.0,0.0,1.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,android.provider.Contacts.Settings,0.0,52,0.0
3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Contacts.SettingsColumns,0.0,52,0.0
3370,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract,0.0,52,0.0
3371,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.AggregationExceptions,0.0,52,0.0
3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.BaseSyncColumns,0.0,52,0.0
3373,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds,0.0,52,0.0
3374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.BaseTypes,0.0,52,0.0
3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.CommonColumns,0.0,52,0.0
3376,9.0,0.0,1.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Email,0.0,52,0.0
3377,2.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Event,0.0,52,0.0
3378,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.GroupMembership,0.0,52,0.0
3379,6.0,0.0,2.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Im,0.0,52,0.0
3380,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Nickname,0.0,52,0.0
3381,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Note,0.0,52,0.0
3382,6.0,0.0,1.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Organization,0.0,52,0.0
3383,9.0,0.0,1.0,0.0,9.0,0.0,0.0,27.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Phone,0.0,52,0.0
3384,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Photo,0.0,52,0.0
3385,5.0,0.0,1.0,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Relation,0.0,52,0.0
3386,6.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.SipAddress,0.0,52,0.0
3387,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.StructuredName,0.0,52,0.0
3388,8.0,0.0,1.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.StructuredPostal,0.0,52,0.0
3389,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.CommonDataKinds.Website,0.0,52,0.0
3390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.ContactCounts,0.0,52,0.0
3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.ContactNameColumns,0.0,52,0.0
3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.ContactOptionsColumns,0.0,52,0.0
3393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.ContactStatusColumns,0.0,52,0.0
3394,22.0,0.0,2.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,0.0,android.provider.ContactsContract.Contacts,0.0,52,0.0
3395,5.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.ContactsContract.Contacts.AggregationSuggestions,0.0,52,0.0
3396,5.0,0.0,1.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,android.provider.ContactsContract.Contacts.AggregationSuggestions.Builder,0.0,52,0.0
3397,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.Contacts.Data,0.0,52,0.0
3398,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.Contacts.Entity,0.0,52,0.0
3399,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.Contacts.Photo,0.0,52,0.0
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.ContactsColumns,0.0,52,0.0
3401,13.0,0.0,1.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,android.provider.ContactsContract.Data,0.0,52,0.0
3402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.DataColumns,0.0,52,0.0
3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.DataColumnsWithJoins,0.0,52,0.0
3404,5.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.ContactsContract.Directory,0.0,52,0.0
3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.DisplayNameSources,0.0,52,0.0
3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.FullNameStyle,0.0,52,0.0
3407,8.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.ContactsContract.Groups,0.0,52,0.0
3408,11.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.ContactsContract.Groups.EntityIteratorImpl,0.0,52,0.0
3409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.GroupsColumns,0.0,52,0.0
3410,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.Intents,0.0,52,0.0
3411,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.Intents.Insert,0.0,52,0.0
3412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.Intents.UI,0.0,52,0.0
3413,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.PhoneLookup,0.0,52,0.0
3414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.PhoneLookupColumns,0.0,52,0.0
3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.PhoneticNameStyle,0.0,52,0.0
3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.Preferences,0.0,52,0.0
3417,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.Presence,0.0,52,0.0
3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.PresenceColumns,0.0,52,0.0
3419,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.ProviderStatus,0.0,52,0.0
3420,7.0,0.0,1.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.ContactsContract.QuickContact,0.0,52,0.0
3421,16.0,0.0,2.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,android.provider.ContactsContract.RawContacts,0.0,52,0.0
3422,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.RawContacts.Data,0.0,52,0.0
3423,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.RawContacts.Entity,0.0,52,0.0
3424,19.0,1.0,1.0,0.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,android.provider.ContactsContract.RawContacts.EntityIteratorImpl,0.0,52,0.0
3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.RawContactsColumns,0.0,52,0.0
3426,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.RawContactsEntity,0.0,52,0.0
3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.SearchSnippetColumns,0.0,52,0.0
3428,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.ContactsContract.Settings,0.0,52,0.0
3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.SettingsColumns,0.0,52,0.0
3430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.StatusColumns,0.0,52,0.0
3431,6.0,0.0,2.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,android.provider.ContactsContract.StatusUpdates,0.0,52,0.0
3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.SyncColumns,0.0,52,0.0
3433,11.0,0.0,1.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,android.provider.ContactsContract.SyncState,0.0,52,0.0
3434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ContactsContract.SyncStateColumns,0.0,52,0.0
3435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.ConversationCursor,0.0,52,0.0
3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Data,0.0,52,0.0
3437,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Downloads,0.0,52,0.0
3438,11.0,0.0,6.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,android.provider.Downloads.Impl,0.0,52,0.0
3439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Downloads.Impl.RequestHeaders,0.0,52,0.0
3440,10.0,0.0,2.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,android.provider.DrmStore,0.0,52,0.0
3441,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.DrmStore.Audio,0.0,52,0.0
3442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.DrmStore.Columns,0.0,52,0.0
3443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.DrmStore.Images,0.0,52,0.0
3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.FastTrack,0.0,52,0.0
3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Global,0.0,52,0.0
3446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Gmail,0.0,52,0.0
3447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Groups,0.0,52,0.0
3448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Gservices,0.0,52,0.0
3449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Im,0.0,52,0.0
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.LabelCursor,0.0,52,0.0
3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.LabelMap,0.0,52,0.0
3452,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.LiveFolders,0.0,52,0.0
3453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MailCursor,0.0,52,0.0
3454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MailCursorObserver,0.0,52,0.0
3455,19.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore,0.0,52,0.0
3456,4.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,android.provider.MediaStore.Audio,0.0,52,0.0
3457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.AlbumColumns,0.0,52,0.0
3458,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Albums,0.0,52,0.0
3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.ArtistColumns,0.0,52,0.0
3460,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Artists,0.0,52,0.0
3461,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Artists.Albums,0.0,52,0.0
3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.AudioColumns,0.0,52,0.0
3463,4.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Genres,0.0,52,0.0
3464,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Genres.Members,0.0,52,0.0
3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.GenresColumns,0.0,52,0.0
3466,5.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Media,0.0,52,0.0
3467,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Playlists,0.0,52,0.0
3468,8.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.Playlists.Members,0.0,52,0.0
3469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Audio.PlaylistsColumns,0.0,52,0.0
3470,2.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,android.provider.MediaStore.Files,0.0,52,0.0
3471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Files.FileColumns,0.0,52,0.0
3472,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Images,0.0,52,0.0
3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Images.ImageColumns,0.0,52,0.0
3474,13.0,0.0,4.0,0.0,22.0,0.0,0.0,13.0,0.0,0.0,0.0,android.provider.MediaStore.Images.Media,0.0,52,0.0
3475,7.0,0.0,3.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,android.provider.MediaStore.Images.Thumbnails,0.0,52,0.0
3476,18.0,0.0,1.0,0.0,21.0,0.0,0.0,28.0,0.0,0.0,0.0,android.provider.MediaStore.InternalThumbnails,0.0,52,0.0
3477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.MediaColumns,0.0,52,0.0
3478,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Video,0.0,52,0.0
3479,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.MediaStore.Video.Media,0.0,52,0.0
3480,5.0,0.0,2.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,android.provider.MediaStore.Video.Thumbnails,0.0,52,0.0
3481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MediaStore.Video.VideoColumns,0.0,52,0.0
3482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.MessageModification,0.0,52,0.0
3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.OpenableColumns,0.0,52,0.0
3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.PhoneLookup,0.0,52,0.0
3485,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.Ptp,0.0,52,0.0
3486,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,android.provider.Ptp.Device,0.0,52,0.0
3487,3.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,android.provider.Ptp.Object,0.0,52,0.0
3488,3.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,android.provider.Ptp.Storage,0.0,52,0.0
3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.QuickContact,0.0,52,0.0
3490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.RawContacts,0.0,52,0.0
3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.RawContactsEntity,0.0,52,0.0
3492,10.0,0.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,android.provider.SearchRecentSuggestions,0.0,52,0.0
3493,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.provider.SearchRecentSuggestions.SuggestionColumns,0.0,52,0.0
3494,6.0,0.0,2.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,android.provider.SearchRecentSuggestionsProviderTest,0.0,52,0.0
