,AMWAMM_type,AMW_type,ATFD_method,ATFD_type,ATLD_method,Blob,CBO_type,CC_method,CDISP_method,CFNAMM_method,CFNAMM_type,CINT_method,CLNAMM_method,CM_method,CYCLO_method,DIT_type,FANOUT_method,FDP_type,LAA_method,LCOM5_type,LOCNAMM_type,LOC_method,LOC_package,LOC_project,LOC_type,MAXNESTING_method,NIM_type,NMO_type,NOAM_type,NOAV_method,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_type,NOLV_method,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,NOP_method,RFC_type,TCC_type,Unnamed: 0,WMCWAMM_type,WMC_type,WOC_type,instance,method,project_id
1038,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,36.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,23.0,1.0,0.0,0.0,15.0,0.0,0.0,9.0,9.0,0.0,org.apache.tools.ant.util.ContainerMapper,0.0,108
1039,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,335.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,41.0,10.0,0.0,0.0,66.0,0.0,0.0,78.0,78.0,0.0,org.apache.tools.ant.util.DOMElementWriter,0.0,108
1040,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,18.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.util.DOMElementWriter.XmlNamespacePolicy,0.0,108
1041,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,6.0,0.0,org.apache.tools.ant.util.DOMUtils,0.0,108
1042,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,105.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,34.0,0.0,0.0,15.0,15.0,0.0,org.apache.tools.ant.util.DateUtils,0.0,108
1043,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,104.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,27.0,1.0,0.0,0.0,27.0,0.0,0.0,37.0,37.0,0.0,org.apache.tools.ant.util.DeweyDecimal,0.0,108
1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.util.FileNameMapper,0.0,108
1045,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,29.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,org.apache.tools.ant.util.FileTokenizer,0.0,108
1046,0.0,0.0,0.0,0.0,0.0,1.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.0,0.0,20.0,651.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,95.0,16.0,0.0,0.0,170.0,0.0,29.0,155.0,155.0,0.0,org.apache.tools.ant.util.FileUtils,0.0,108
1047,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,0.0,org.apache.tools.ant.util.FirstMatchMapper,0.0,108
1048,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,org.apache.tools.ant.util.FlatFileNameMapper,0.0,108
1049,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,88.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,10.0,0.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,33.0,10.0,0.0,0.0,19.0,0.0,0.0,17.0,17.0,0.0,org.apache.tools.ant.util.GlobPatternMapper,0.0,108
1050,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,org.apache.tools.ant.util.IdentityMapper,0.0,108
1051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,58.0,0.0,0.0,0.0,0.0,0.0,95.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,175.0,5.0,0.0,0.0,22.0,0.0,0.0,18.0,18.0,0.0,org.apache.tools.ant.util.IdentityStack,0.0,108
1052,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,94.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,27.0,4.0,0.0,0.0,26.0,0.0,0.0,15.0,15.0,0.0,org.apache.tools.ant.util.JAXPUtils,0.0,108
1053,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,8.0,278.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,63.0,32.0,0.0,0.0,39.0,0.0,0.0,44.0,44.0,0.0,org.apache.tools.ant.util.JavaEnvUtils,0.0,108
1054,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,38.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,org.apache.tools.ant.util.KeepAliveInputStream,0.0,108
1055,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,33.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.util.KeepAliveOutputStream,0.0,108
1056,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,317.0,0.0,0.0,0.0,0.0,0.0,61.0,7.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,146.0,13.0,0.0,0.0,98.0,0.0,19.0,75.0,75.0,0.0,org.apache.tools.ant.util.LayoutPreservingProperties,0.0,108
1057,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.util.LayoutPreservingProperties.Blank,0.0,108
1058,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.util.LayoutPreservingProperties.Comment,0.0,108
1059,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,org.apache.tools.ant.util.LayoutPreservingProperties.LogicalLine,0.0,108
1060,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,88.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,31.0,4.0,0.0,0.0,22.0,0.0,0.0,21.0,21.0,0.0,org.apache.tools.ant.util.LayoutPreservingProperties.Pair,0.0,108
1061,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,38.0,6.0,0.0,0.0,18.0,0.0,0.0,15.0,15.0,0.0,org.apache.tools.ant.util.LazyFileOutputStream,0.0,108
1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,46.0,7.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,104.0,9.0,0.0,0.0,16.0,0.0,0.0,10.0,10.0,0.0,org.apache.tools.ant.util.LazyHashtable,0.0,108
1063,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,58.0,10.0,0.0,0.0,17.0,0.0,0.0,16.0,16.0,0.0,org.apache.tools.ant.util.LeadPipeInputStream,0.0,108
1064,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,63.0,0.0,0.0,0.0,6.0,0.0,12.0,3.0,5.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,33.0,5.0,0.0,0.0,15.0,0.0,0.0,13.0,13.0,0.0,org.apache.tools.ant.util.LineOrientedOutputStream,0.0,108
1065,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,37.0,4.0,0.0,0.0,12.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.util.LineOrientedOutputStreamRedirector,0.0,108
1066,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,34.0,7.0,0.0,0.0,8.0,0.0,0.0,13.0,13.0,0.0,org.apache.tools.ant.util.LineTokenizer,0.0,108
1067,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,118.0,10.0,0.0,0.0,44.0,0.0,0.0,22.0,22.0,0.0,org.apache.tools.ant.util.LinkedHashtable,0.0,108
1068,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,21.0,1.0,0.0,0.0,19.0,0.0,0.0,10.0,10.0,0.0,org.apache.tools.ant.util.LoaderUtils,0.0,108
1069,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.util.MergingMapper,0.0,108
1070,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,24.0,5.0,0.0,0.0,13.0,0.0,0.0,12.0,12.0,0.0,org.apache.tools.ant.util.OutputStreamFunneler,0.0,108
1071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,28.0,1.0,0.0,0.0,12.0,0.0,0.0,6.0,6.0,0.0,org.apache.tools.ant.util.OutputStreamFunneler.Funnel,0.0,108
1072,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,34.0,10.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,org.apache.tools.ant.util.PackageNameMapper,0.0,108
1073,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,4.0,0.0,org.apache.tools.ant.util.ProcessUtil,0.0,108
1074,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,43.0,5.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.util.PropertyOutputStream,0.0,108
1075,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,32.0,17.0,0.0,0.0,9.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.util.ProxySetup,0.0,108
1076,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,103.0,0.0,0.0,0.0,1.0,0.0,13.0,6.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,38.0,5.0,0.0,0.0,22.0,0.0,0.0,26.0,26.0,0.0,org.apache.tools.ant.util.ReaderInputStream,0.0,108
1077,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,23.0,0.0,0.0,14.0,14.0,0.0,org.apache.tools.ant.util.ReflectUtil,0.0,108
1078,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,19.0,1.0,0.0,0.0,13.0,0.0,0.0,6.0,6.0,0.0,org.apache.tools.ant.util.ReflectWrapper,0.0,108
1079,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,28.0,6.0,0.0,0.0,25.0,0.0,0.0,16.0,16.0,0.0,org.apache.tools.ant.util.RegexpPatternMapper,0.0,108
1080,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,3.0,485.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,36.0,3.0,0.0,0.0,113.0,0.0,0.0,88.0,88.0,0.0,org.apache.tools.ant.util.ResourceUtils,0.0,108
1081,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,54.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.util.ResourceUtils.ReadOnlyTargetFileException,0.0,108
1082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.util.ResourceUtils.ResourceSelectorProvider,0.0,108
1083,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,org.apache.tools.ant.util.RetryHandler,0.0,108
1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.util.Retryable,0.0,108
1085,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,21.0,6.0,0.0,0.0,14.0,0.0,0.0,9.0,9.0,0.0,org.apache.tools.ant.util.ScriptFixBSFPath,0.0,108
1086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.util.ScriptRunner,0.0,108
1087,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,141.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,39.0,0.0,0.0,45.0,6.0,0.0,0.0,59.0,0.0,0.0,30.0,30.0,0.0,org.apache.tools.ant.util.ScriptRunnerBase,0.0,108
1088,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,29.0,14.0,0.0,0.0,14.0,0.0,0.0,12.0,12.0,0.0,org.apache.tools.ant.util.ScriptRunnerCreator,0.0,108
1089,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,37.0,9.0,0.0,0.0,34.0,0.0,0.0,24.0,24.0,0.0,org.apache.tools.ant.util.ScriptRunnerHelper,0.0,108
1090,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,3.0,0.0,0.0,16.0,0.0,0.0,10.0,10.0,0.0,org.apache.tools.ant.util.SourceFileScanner,0.0,108
1091,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,153.0,23.0,0.0,0.0,12.0,0.0,0.0,8.0,8.0,0.0,org.apache.tools.ant.util.SplitClassLoader,0.0,108
1092,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,84.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,41.0,10.0,0.0,0.0,16.0,0.0,0.0,20.0,20.0,0.0,org.apache.tools.ant.util.StringTokenizer,0.0,108
1093,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,8.0,148.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,28.0,6.0,0.0,0.0,36.0,0.0,0.0,36.0,36.0,0.0,org.apache.tools.ant.util.StringUtils,0.0,108
1094,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,104.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,23.0,2.0,0.0,0.0,31.0,0.0,0.0,20.0,20.0,0.0,org.apache.tools.ant.util.SymbolicLinkUtils,0.0,108
