,CBO,DIT,DivergentChange,LCOM,NOC,RFC,WMC,cardinality,confidence,consequent_not_in_association,instance,lift,project_id,support
3877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ActivityUnitTestCase<T extends Activity>.setUp(),0.0,52,0.0
3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.ActivityUnitTestCase<T extends Activity>.startActivity(Intent,Bundle,Object)",0.0,52,0.0
3879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ActivityUnitTestCase<T extends Activity>.tearDown(),0.0,52,0.0
3880,63.0,0.0,0.0,5.0,57.0,20.0,14.0,0.0,0.0,0.0,android.test.AndroidTestCase,0.0,52,0.0
3881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.ApplicationTestCase(Class<T>),0.0,52,0.0
3882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.createApplication(),0.0,52,0.0
3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.getApplication(),0.0,52,0.0
3884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.getSystemContext(),0.0,52,0.0
3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.setUp(),0.0,52,0.0
3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.setupApplication(),0.0,52,0.0
3887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.tearDown(),0.0,52,0.0
3888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.terminateApplication(),0.0,52,0.0
3889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ApplicationTestCase<T extends Application>.testApplicationTestCaseSetUpProperly(),0.0,52,0.0
3890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.AssertionFailedError,0.0,52,0.0
3891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.BandwidthTestCase,0.0,52,0.0
3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.BandwidthTestRunner,0.0,52,0.0
3893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.BundlePrinter,0.0,52,0.0
3894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.BundleTestListener,0.0,52,0.0
3895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ClassPathPackageInfo,0.0,52,0.0
3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ClassPathPackageInfoSource,0.0,52,0.0
3897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ComparisonFailure,0.0,52,0.0
3898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.DatabaseTestUtils,0.0,52,0.0
3899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,android.test.FlakyTest,0.0,52,0.0
3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.FrameworkTests,0.0,52,0.0
3901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.InstrumentationCoreTestRunner,0.0,52,0.0
3902,29.0,0.0,0.0,2.0,13.0,24.0,33.0,0.0,0.0,0.0,android.test.InstrumentationTestCase,0.0,52,0.0
3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.InstrumentationTestRunner,0.0,52,0.0
3904,7.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,android.test.InstrumentationTestSuite,0.0,52,0.0
3905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.InstrumentationUtils,0.0,52,0.0
3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.IntermediateTime,0.0,52,0.0
3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.IsolatedContext,0.0,52,0.0
3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.JunitTestSuite,0.0,52,0.0
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.LaunchPerformanceBase,0.0,52,0.0
3910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.Listener,0.0,52,0.0
3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.LoaderTestCase,0.0,52,0.0
3912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.MoreAsserts,0.0,52,0.0
3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.NoExecTestResult,0.0,52,0.0
3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.PackageInfoSources,0.0,52,0.0
3915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.PerformanceCollectorTestCase,0.0,52,0.0
3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.PerformanceTestBase,0.0,52,0.0
3917,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,android.test.PerformanceTestCase,0.0,52,0.0
3918,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,android.test.PerformanceTestCase.Intermediates,0.0,52,0.0
3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.ProviderTestCase2<T extends ContentProvider>.ProviderTestCase2(Class<T>,String)",0.0,52,0.0
3920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase2<T extends ContentProvider>.getMockContentResolver(),0.0,52,0.0
3921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase2<T extends ContentProvider>.getMockContext(),0.0,52,0.0
3922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase2<T extends ContentProvider>.getProvider(),0.0,52,0.0
3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.ProviderTestCase2<T extends ContentProvider>.newResolverWithContentProviderFromSql(Context,String,Class<T>,String,String,int,String)",0.0,52,0.0
3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase2<T extends ContentProvider>.setUp(),0.0,52,0.0
3925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase2<T extends ContentProvider>.tearDown(),0.0,52,0.0
3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.ProviderTestCase<T extends ContentProvider>.ProviderTestCase(Class<T>,String)",0.0,52,0.0
3927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase<T extends ContentProvider>.getMockContentResolver(),0.0,52,0.0
3928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase<T extends ContentProvider>.getMockContext(),0.0,52,0.0
3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase<T extends ContentProvider>.getProvider(),0.0,52,0.0
3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.ProviderTestCase<T extends ContentProvider>.newResolverWithContentProviderFromSql(Context,Class<T>,String,String,int,String)",0.0,52,0.0
3931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ProviderTestCase<T extends ContentProvider>.setUp(),0.0,52,0.0
3932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.RenamingDelegatingContext,0.0,52,0.0
3933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,android.test.RepetitiveTest,0.0,52,0.0
3934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceLocator,0.0,52,0.0
3935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.ServiceTestCase(Class<T>),0.0,52,0.0
3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.bindService(Intent),0.0,52,0.0
3937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.getApplication(),0.0,52,0.0
3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.getService(),0.0,52,0.0
3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.getSystemContext(),0.0,52,0.0
3940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.setApplication(Application),0.0,52,0.0
3941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.setUp(),0.0,52,0.0
3942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.setupService(),0.0,52,0.0
3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.shutdownService(),0.0,52,0.0
3944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.startService(Intent),0.0,52,0.0
3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.tearDown(),0.0,52,0.0
3946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ServiceTestCase<T extends Service>.testServiceTestCaseSetUpProperly(),0.0,52,0.0
3947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.SimpleCache<K, V>.get(K)",0.0,52,0.0
3948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.SimpleCache<K, V>.load(K)",0.0,52,0.0
3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"android.test.SingleLaunchActivityTestCase<T extends Activity>.SingleLaunchActivityTestCase(String,Class<T>)",0.0,52,0.0
3950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.SingleLaunchActivityTestCase<T extends Activity>.getActivity(),0.0,52,0.0
3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.SingleLaunchActivityTestCase<T extends Activity>.setUp(),0.0,52,0.0
3952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.SingleLaunchActivityTestCase<T extends Activity>.tearDown(),0.0,52,0.0
3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.SingleLaunchActivityTestCase<T extends Activity>.testActivityTestCaseSetUpProperly(),0.0,52,0.0
3954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.StubTestBrowserActivity,0.0,52,0.0
3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.SyncBaseInstrumentation,0.0,52,0.0
3956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserActivity,0.0,52,0.0
3957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserActivityTest,0.0,52,0.0
3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserController,0.0,52,0.0
3959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserControllerImpl,0.0,52,0.0
3960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserControllerImplTest,0.0,52,0.0
3961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserTests,0.0,52,0.0
3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestBrowserView,0.0,52,0.0
3963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestCaseUtil,0.0,52,0.0
3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestCaseUtilTest,0.0,52,0.0
3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestListActivity,0.0,52,0.0
3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestLocationProvider,0.0,52,0.0
3967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestPrinter,0.0,52,0.0
3968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestRecorder,0.0,52,0.0
3969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestRunnerView,0.0,52,0.0
3970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TestSuiteProvider,0.0,52,0.0
3971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.TouchUtils,0.0,52,0.0
3972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.UiThreadTest,0.0,52,0.0
3973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.ViewAsserts,0.0,52,0.0
3974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockApplication,0.0,52,0.0
3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockContentProvider,0.0,52,0.0
3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockContentResolver,0.0,52,0.0
3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockContext,0.0,52,0.0
3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockCursor,0.0,52,0.0
3979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockDialogInterface,0.0,52,0.0
3980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockIContentProvider,0.0,52,0.0
3981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockPackageManager,0.0,52,0.0
3982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.mock.MockResources,0.0,52,0.0
3983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.AssignableFrom,0.0,52,0.0
3984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.AssignableFromTest,0.0,52,0.0
3985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.InstrumentationTestSuiteBuilder,0.0,52,0.0
3986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.InstrumentationTestSuiteBuilderTest,0.0,52,0.0
3987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.ListTestCaseNames,0.0,52,0.0
3988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.SmokeTestSuiteBuilder,0.0,52,0.0
3989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.SmokeTestSuiteBuilderTest,0.0,52,0.0
3990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.SortByFullyQualifiedName,0.0,52,0.0
3991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.SortBySimpleName,0.0,52,0.0
3992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestCasePredicate,0.0,52,0.0
3993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestGrouping,0.0,52,0.0
3994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestGroupingTest,0.0,52,0.0
3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestMethod,0.0,52,0.0
3996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestMethodPredicate,0.0,52,0.0
3997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestSuiteBuilder,0.0,52,0.0
3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.TestSuiteBuilderTest,0.0,52,0.0
3999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.UnitTestSuiteBuilder,0.0,52,0.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.UnitTestSuiteBuilderTest,0.0,52,0.0
4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.HasAnnotation,0.0,52,0.0
4002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.HasAnnotationTest,0.0,52,0.0
4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.HasClassAnnotation,0.0,52,0.0
4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.HasClassAnnotationTest,0.0,52,0.0
4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.HasMethodAnnotation,0.0,52,0.0
4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.HasMethodAnnotationTest,0.0,52,0.0
4007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.LargeTest,0.0,52,0.0
4008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.MediumTest,0.0,52,0.0
4009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.SmallTest,0.0,52,0.0
4010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.Smoke,0.0,52,0.0
4011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.annotation.Suppress,0.0,52,0.0
4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.OuterTest,0.0,52,0.0
4013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.constructor.NoPublicConstructorTest,0.0,52,0.0
4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.constructor.ProtectedConstructorTest,0.0,52,0.0
4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.constructor.PublicConstructorTest,0.0,52,0.0
4016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.error.ErrorTest,0.0,52,0.0
4017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.error.FailingTest,0.0,52,0.0
4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.instrumentation.InstrumentationTest,0.0,52,0.0
4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.nested.Level1Test,0.0,52,0.0
4020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.nested.nested.Level2Test,0.0,52,0.0
4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.simple.AnotherSimpleTest,0.0,52,0.0
4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.simple.SimpleTest,0.0,52,0.0
4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.smoke.NonSmokeTest,0.0,52,0.0
4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.subclass.SubclassTest,0.0,52,0.0
4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.subclass.SuperclassTest,0.0,52,0.0
4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.test.suitebuilder.examples.suppress.PartiallySuppressedTest,0.0,52,0.0
4027,4.0,0.0,0.0,1.0,1.0,10.0,11.0,0.0,0.0,0.0,android.text.AlteredCharSequence,0.0,52,0.0
4028,2.0,1.0,0.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,android.text.AlteredCharSequence.AlteredSpanned,0.0,52,0.0
4029,6.0,0.0,0.0,1.0,0.0,4.0,33.0,0.0,0.0,0.0,android.text.AndroidBidi,0.0,52,0.0
4030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.AndroidBidi_Delegate,0.0,52,0.0
4031,1.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,android.text.AndroidCharacter,0.0,52,0.0
4032,4.0,0.0,0.0,3.0,0.0,9.0,7.0,0.0,0.0,0.0,android.text.Annotation,0.0,52,0.0
4033,9.0,0.0,0.0,1.0,0.0,19.0,26.0,0.0,0.0,0.0,android.text.AutoText,0.0,52,0.0
4034,14.0,1.0,0.0,6.0,0.0,40.0,44.0,0.0,0.0,0.0,android.text.BoringLayout,0.0,52,0.0
4035,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,android.text.BoringLayout.Metrics,0.0,52,0.0
4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.CharSequenceIterator,0.0,52,0.0
4037,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,android.text.ClipboardManager,0.0,52,0.0
4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.Directions,0.0,52,0.0
4039,19.0,1.0,0.0,1.0,1.0,59.0,48.0,0.0,0.0,0.0,android.text.DynamicLayout,0.0,52,0.0
4040,6.0,0.0,0.0,3.0,0.0,10.0,13.0,0.0,0.0,0.0,android.text.DynamicLayout.ChangeWatcher,0.0,52,0.0
4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.DynamicLayoutBlocksTest,0.0,52,0.0
4042,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,android.text.Editable,0.0,52,0.0
4043,4.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,android.text.Editable.Factory,0.0,52,0.0
4044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.Ellipsizer,0.0,52,0.0
4045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,android.text.GetChars,0.0,52,0.0
4046,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,android.text.GraphicsOperations,0.0,52,0.0
4047,24.0,0.0,0.0,2.0,0.0,20.0,62.0,0.0,0.0,0.0,android.text.Html,0.0,52,0.0
4048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.Html.HtmlParser,0.0,52,0.0
4049,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,android.text.Html.ImageGetter,0.0,52,0.0
4050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,android.text.Html.TagHandler,0.0,52,0.0
4051,18.0,0.0,0.0,10.0,0.0,33.0,12.0,0.0,0.0,0.0,android.text.HtmlTest,0.0,52,0.0
4052,35.0,0.0,0.0,10.0,0.0,58.0,96.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter,0.0,52,0.0
4053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Big,0.0,52,0.0
4054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Blockquote,0.0,52,0.0
4055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Bold,0.0,52,0.0
4056,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Font,0.0,52,0.0
4057,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Header,0.0,52,0.0
4058,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Href,0.0,52,0.0
4059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Italic,0.0,52,0.0
4060,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Monospace,0.0,52,0.0
4061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Small,0.0,52,0.0
4062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Sub,0.0,52,0.0
4063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Super,0.0,52,0.0
4064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android.text.HtmlToSpannedConverter.Underline,0.0,52,0.0
