Package,C(rec),LOC(rec),METH(rec)
"misc.src.java.org.apache.lucene.index",20,1.658,112
"misc.src.java.org.apache.lucene.misc",7,1.227,24
"misc.src.java.org.apache.lucene.misc.doc-files",n/a,660,n/a
"misc.src.java.org.apache.lucene.store",6,917,41
"misc.src.test",18,1.388,68
"misc.src.test.org",18,1.388,68
"misc.src.test.org.apache",18,1.388,68
"misc.src.test.org.apache.lucene",18,1.388,68
"misc.src.test.org.apache.lucene.index",10,788,32
"misc.src.test.org.apache.lucene.misc",8,600,36
"org",926,117.009,6.357
"org.apache",926,117.009,6.357
"org.apache.lucene",926,117.009,6.357
"org.apache.lucene.analysis",89,27.828,722
"org.apache.lucene.analysis.standard",18,17.714,213
"org.apache.lucene.analysis.standard.std31",2,5.400,48
"org.apache.lucene.analysis.standard.std34",1,4.343,24
"org.apache.lucene.analysis.tokenattributes",18,1.253,113
"org.apache.lucene.collation",3,365,5
"org.apache.lucene.document",21,2.373,175
"org.apache.lucene.index",238,31.078,1.926
"org.apache.lucene.queryParser",12,5.419,172
"org.apache.lucene.search",345,26.469,1.880
"org.apache.lucene.search.function",24,1.919,139
"org.apache.lucene.search.payloads",11,875,54
"org.apache.lucene.search.spans",31,2.594,220
"org.apache.lucene.store",51,5.213,379
"org.apache.lucene.util",166,18.224,1.096
"org.apache.lucene.util.fst",36,4.553,230
"org.apache.lucene.util.packed",13,1.182,94
"pruning",16,1.924,79
"pruning.src",16,1.859,79
"pruning.src.java",15,1.524,66
"pruning.src.java.org",15,1.500,66
"pruning.src.java.org.apache",15,1.500,66
"pruning.src.java.org.apache.lucene",15,1.500,66
"pruning.src.java.org.apache.lucene.index",15,1.500,66
"pruning.src.java.org.apache.lucene.index.pruning",12,1.193,49
"pruning.src.test",1,335,13
"pruning.src.test.org",1,335,13
"pruning.src.test.org.apache",1,335,13
"pruning.src.test.org.apache.lucene",1,335,13
"pruning.src.test.org.apache.lucene.index",1,335,13
"queries",40,4.468,266
"queries.lib",n/a,178,n/a
"queries.src",40,4.225,266
"queries.src.java",26,2.909,177
"queries.src.java.org",26,2.885,177
"queries.src.java.org.apache",26,2.885,177
"queries.src.java.org.apache.lucene",26,2.885,177
"queries.src.java.org.apache.lucene.search",26,2.885,177
"queries.src.java.org.apache.lucene.search.regex",7,467,36
"queries.src.java.org.apache.lucene.search.similar",5,1.193,72
"queries.src.test",14,1.316,89
"queries.src.test.org",14,1.316,89
"queries.src.test.org.apache",14,1.316,89
"queries.src.test.org.apache.lucene",14,1.316,89
"queries.src.test.org.apache.lucene.search",14,1.316,89
"queries.src.test.org.apache.lucene.search.regex",3,320,25
"queries.src.test.org.apache.lucene.search.similar",1,132,7
"queryparser",276,28.489,1.645
"queryparser.src",276,28.285,1.645
"queryparser.src.java",212,21.966,1.248
"queryparser.src.java.org",212,21.836,1.248
"queryparser.src.java.org.apache",212,21.836,1.248
"queryparser.src.java.org.apache.lucene",212,21.836,1.248
"queryparser.src.java.org.apache.lucene.messages",5,392,24
"queryparser.src.java.org.apache.lucene.queryParser",207,21.444,1.224
"queryparser.src.java.org.apache.lucene.queryParser.analyzing",1,364,5
"queryparser.src.java.org.apache.lucene.queryParser.complexPhrase",2,386,16
"queryparser.src.java.org.apache.lucene.queryParser.core",60,5.017,359
"queryparser.src.java.org.apache.lucene.queryParser.core.builders",2,246,10
"queryparser.src.java.org.apache.lucene.queryParser.core.config",6,467,19
"queryparser.src.java.org.apache.lucene.queryParser.core.messages",1,74,1
"queryparser.src.java.org.apache.lucene.queryParser.core.nodes",34,2.597,226
"queryparser.src.java.org.apache.lucene.queryParser.core.parser",3,106,2
"queryparser.src.java.org.apache.lucene.queryParser.core.processors",6,741,52
"queryparser.src.java.org.apache.lucene.queryParser.core.util",4,275,15
"queryparser.src.java.org.apache.lucene.queryParser.ext",5,466,19
"queryparser.src.java.org.apache.lucene.queryParser.precedence",3,276,9
"queryparser.src.java.org.apache.lucene.queryParser.precedence.processors",2,194,7
"queryparser.src.java.org.apache.lucene.queryParser.standard",104,11.358,590
"queryparser.src.java.org.apache.lucene.queryParser.standard.builders",21,1.113,43
"queryparser.src.java.org.apache.lucene.queryParser.standard.config",40,2.435,194
"queryparser.src.java.org.apache.lucene.queryParser.standard.nodes",10,874,49
"queryparser.src.java.org.apache.lucene.queryParser.standard.parser",10,3.732,133
"queryparser.src.java.org.apache.lucene.queryParser.standard.processors",18,1.791,78
"queryparser.src.java.org.apache.lucene.queryParser.surround",32,3.577,226
"queryparser.src.java.org.apache.lucene.queryParser.surround.parser",10,2.489,111
"queryparser.src.java.org.apache.lucene.queryParser.surround.query",22,1.068,115
"queryparser.src.resources",n/a,38,n/a
"queryparser.src.resources.org",n/a,38,n/a
"queryparser.src.resources.org.apache",n/a,38,n/a
"queryparser.src.resources.org.apache.lucene",n/a,38,n/a
"queryparser.src.resources.org.apache.lucene.queryParser",n/a,38,n/a
"queryparser.src.resources.org.apache.lucene.queryParser.core",n/a,38,n/a
"queryparser.src.resources.org.apache.lucene.queryParser.core.messages",n/a,38,n/a
"queryparser.src.test",64,6.281,397
"queryparser.src.test.org",64,6.281,397
"queryparser.src.test.org.apache",64,6.281,397
"queryparser.src.test.org.apache.lucene",64,6.281,397
"queryparser.src.test.org.apache.lucene.messages",2,158,7
"queryparser.src.test.org.apache.lucene.queryParser",62,6.123,390
"queryparser.src.test.org.apache.lucene.queryParser.analyzing",2,102,8
"queryparser.src.test.org.apache.lucene.queryParser.complexPhrase",2,122,6
"queryparser.src.test.org.apache.lucene.queryParser.core",3,76,4
"queryparser.src.test.org.apache.lucene.queryParser.core.builders",2,38,2
"queryparser.src.test.org.apache.lucene.queryParser.core.nodes",1,38,2
"queryparser.src.test.org.apache.lucene.queryParser.ext",3,216,14
"queryparser.src.test.org.apache.lucene.queryParser.precedence",3,571,36
"queryparser.src.test.org.apache.lucene.queryParser.spans",10,691,31
"queryparser.src.test.org.apache.lucene.queryParser.standard",30,3.532,197
"queryparser.src.test.org.apache.lucene.queryParser.surround",7,601,90
"queryparser.src.test.org.apache.lucene.queryParser.surround.query",7,601,90
"remote",13,934,57
"remote.src",13,888,57
"remote.src.java",3,222,15
"remote.src.java.org",3,198,15
"remote.src.java.org.apache",3,198,15
"remote.src.java.org.apache.lucene",3,198,15
"remote.src.java.org.apache.lucene.search",3,198,15
"remote.src.test",10,666,42
"remote.src.test.org",10,666,42
"remote.src.test.org.apache",10,666,42
"remote.src.test.org.apache.lucene",10,666,42
"remote.src.test.org.apache.lucene.search",10,666,42
"spatial",48,4.553,288
"spatial.src",48,4.508,288
"spatial.src.java",33,3.433,249
"spatial.src.java.org",33,3.386,249
"spatial.src.java.org.apache",33,3.386,249
"spatial.src.java.org.apache.lucene",33,3.386,249
"spatial.src.java.org.apache.lucene.spatial",33,3.386,249
"spatial.src.java.org.apache.lucene.spatial.geohash",3,249,8
"spatial.src.java.org.apache.lucene.spatial.geometry",14,1.610,157
"spatial.src.java.org.apache.lucene.spatial.geometry.shape",9,1.033,91
"spatial.src.java.org.apache.lucene.spatial.tier",15,1.088,66
"spatial.src.java.org.apache.lucene.spatial.tier.projections",3,248,16
"spatial.src.test",15,1.075,39
"spatial.src.test.org",15,1.075,39
"spatial.src.test.org.apache",15,1.075,39
"spatial.src.test.org.apache.lucene",15,1.075,39
"spatial.src.test.org.apache.lucene.spatial",15,1.075,39
"spatial.src.test.org.apache.lucene.spatial.geohash",1,74,4
"spatial.src.test.org.apache.lucene.spatial.geometry",1,56,3
"spatial.src.test.org.apache.lucene.spatial.tier",12,718,25
"spatial.src.test.org.apache.lucene.spatial.tier.projections",1,68,1
"spellchecker",87,58.398,408
"spellchecker.src",87,58.356,408
"spellchecker.src.java",60,6.028,283
"spellchecker.src.java.org",60,6.004,283
"spellchecker.src.java.org.apache",60,6.004,283
"spellchecker.src.java.org.apache.lucene",60,6.004,283
"spellchecker.src.java.org.apache.lucene.search",60,6.004,283
"spellchecker.src.java.org.apache.lucene.search.spell",19,1.625,73
"spellchecker.src.java.org.apache.lucene.search.suggest",41,4.379,210
"spellchecker.src.java.org.apache.lucene.search.suggest.fst",22,2.273,107
"spellchecker.src.java.org.apache.lucene.search.suggest.jaspell",3,1.010,39
"spellchecker.src.java.org.apache.lucene.search.suggest.tst",3,390,12
"spellchecker.src.test",27,52.328,125
"spellchecker.src.test.org",27,52.328,125
"spellchecker.src.test.org.apache",27,52.328,125
"spellchecker.src.test.org.apache.lucene",27,52.328,125
"spellchecker.src.test.org.apache.lucene.search",27,52.328,125
"spellchecker.src.test.org.apache.lucene.search.spell",8,871,38
"spellchecker.src.test.org.apache.lucene.search.suggest",19,51.457,87
"spellchecker.src.test.org.apache.lucene.search.suggest.fst",8,760,51
"xml-query-parser",43,9.562,153
"xml-query-parser.docs",n/a,3.905,n/a
"xml-query-parser.src",43,4.907,153
"xml-query-parser.src.demo",1,414,3
"xml-query-parser.src.demo.WebContent",n/a,282,n/a
"xml-query-parser.src.demo.WebContent.META-INF",n/a,2,n/a
"xml-query-parser.src.demo.WebContent.WEB-INF",n/a,121,n/a
"xml-query-parser.src.demo.java",1,132,3
"xml-query-parser.src.demo.java.org",1,132,3
"xml-query-parser.src.demo.java.org.apache",1,132,3
"xml-query-parser.src.demo.java.org.apache.lucene",1,132,3
"xml-query-parser.src.demo.java.org.apache.lucene.xmlparser",1,132,3
"xml-query-parser.src.demo.java.org.apache.lucene.xmlparser.webdemo",1,132,3
"xml-query-parser.src.java",38,2.589,108
"xml-query-parser.src.java.org",38,2.565,108
"xml-query-parser.src.java.org.apache",38,2.565,108
"xml-query-parser.src.java.org.apache.lucene",38,2.565,108
"xml-query-parser.src.java.org.apache.lucene.xmlparser",38,2.565,108
"xml-query-parser.src.java.org.apache.lucene.xmlparser.builders",29,1.714,52
"xml-query-parser.src.test",4,1.904,42
"xml-query-parser.src.test.org",4,1.904,42
"xml-query-parser.src.test.org.apache",4,1.904,42
"xml-query-parser.src.test.org.apache.lucene",4,1.904,42
"xml-query-parser.src.test.org.apache.lucene.xmlparser",4,1.904,42
"xml-query-parser.src.test.org.apache.lucene.xmlparser.builders",2,332,13

